	title	artist	album	likeStatus	videoId	albumId	artistId
32	After Laughter (Comes Tears)	Wendy Rene	Stax-Volt: The Complete Singles 1959-1968	LIKE	nv-K-rWBFQA	MPREb_154ZDVCVnqJ	UCZeTfZH8ALYJ_WySaFumg0Q
22	Blade Runner Blues	Vangelis	Blade Runner (Music From The Original Soundtrack)	LIKE	ECYLHiXvrBQ	MPREb_4P1fGvnKhOU	UCNms80n59AltHVQuPgGrKkg
3	Nightwalker	Trentemøller	The Last Resort	LIKE	4_S9Z-kevzY	MPREb_CKYwiWTKNtB	UCVKQD_Paj5SopCxS-qudbHg
30	Elixir	Tourist	Elixir	LIKE	qvCgM7A067s	MPREb_GLDFLqrWZP9	UCP-mlMKCt28XuYwWvECgtAw
13	Suspirium	Thom Yorke	Suspiria (Music for the Luca Guadagnino Film)	LIKE	GhD75FBAH5M	MPREb_zc1kWxVArN8	UCgXVrNtoMd3CusXrRMX3Tqg
6	grim reaper	Teen Suicide	i will be my own hell because there is a devil inside my body	LIKE	E3Z_Fcl0cfA	MPREb_ZTCpjXdaGoK	UC60-9iQ9yL7lK7liKOxd25A
21	Exit Music (For A Film)	Radiohead	OK Computer	LIKE	Bf01riuiJWA	MPREb_yXhSI4FCUo6	UCr_iyUANcn9OX_yy9piYoLw
24	Daydreaming	Radiohead	A Moon Shaped Pool	LIKE	TkiyWhETiJw	MPREb_zwdwliUWiJm	UCr_iyUANcn9OX_yy9piYoLw
8	Roads	Portishead	Dummy	LIKE	7nxWP9BhI7w	MPREb_G6JQUdInW98	UCweAx0TIRdAylp6G1nviqbQ
15	The Sound Of Someone You Love Who's Going Away And It Doesn't Matter (2008 Digital Remaster)	Penguin Cafe Orchestra	Music From The Penguin Cafe	LIKE	f-BrkEo8knM	MPREb_bHd2IVukpXC	UCsUDnDUewoTJQomT-q6PwxQ
4	Your Silent Face	New Order	Power Corruption and Lies	LIKE	MEl0Chq36lc	MPREb_0pO77xWgInR	UCXExK7We8VKsIzFFQYNEgBg
29	Avery Island / April 1st	Neutral Milk Hotel	On Avery Island	LIKE	dXoAt-m2LsI	MPREb_s2uBV4OYo2T	UCvMA46Xu1xApqZyXFIrnukw
33	The Needle and the Damage Done	Neil Young	Unplugged	LIKE	W0T_BfoIowk	MPREb_W0CYwKbvzQJ	UC6JhadLTf6g6f-ZdeEaAqBQ
28	Broadripple Is Burning	Margot and the Nuclear So & So's	Not Animal	LIKE	ZvisgoLaMfE	MPREb_pvHP90HtOXR	UCNNa2LIKJfCyppnX4brwcPQ
0	Play the Part	Little Joy	Little Joy	LIKE	qn3-OYc0_8Q	MPREb_GZx3yrIqwgh	UCBIykvv0nKoAG2_l8401wRQ
20	Going to California (Remaster)	Led Zeppelin	Led Zeppelin IV (Deluxe Edition)	LIKE	PDIz4talyQk	MPREb_Eth3FgRUF5Y	UCYtap7ujIPaxTS2iCDoMi3g
14	Koop Island Blues (feat. Ane Brun)	Koop	Koop Islands	LIKE	iYpEvnrlxu8	MPREb_xoHShqf0rZX	UCW1Swh6unzXfHWkYQhMC7Hw
19	The Eternal (2007 Remaster)	Joy Division	Closer (Collector's Edition)	LIKE	3YkutkTQOqc	MPREb_wYxApLL0tVf	UCj9bYSgqVuUxqd3x9myLWKA
26	Boulevard of Broken Dreams	Green Day	Greatest Hits: God's Favorite Band	LIKE	gYCTXzOTnXg	MPREb_GDNioYTvWyT	UC4JNeITH4P7G51C1hJoG6vQ
2	Hong Kong	Gorillaz	D-Sides	LIKE	wEcuQlm6Ex4	MPREb_H9lIL6lWqXc	UCNIV5B_aJnLrKDSnW_MOmcQ
23	Lovely Head	Goldfrapp	Felt Mountain	LIKE	orpA5qT7pbk	MPREb_N8LsG749ByE	UCsl-0-9ybysnOXQsMvm_7Lw
5	Goodbye Yellow Brick Road	Elton John	Goodbye Yellow Brick Road	LIKE	wy709iNG6i8	MPREb_3SUwY5u1EWG	UCn9i4cdLe14CbsOycTbKMoA
18	Needle In The Hay	Elliott Smith	Elliott Smith	LIKE	RPYQhQxD7lI	MPREb_jepysk6rIma	UCuNTMHPl8dVBpJRtvygl-9A
17	Summertime	Ella Fitzgerald	Porgy And Bess	LIKE	ii_YKr5UhAU	MPREb_9fxvqn90BSd	UCuMHq8jMRZXpUxSGLBuCa9g
31	The Windmills of Your Mind (Remastered Version)	Dusty Springfield	Son Of A Preacher Man & Other Hits	LIKE	58ecnOitHNE	MPREb_c7TIXfp9E3H	UCeaE6DwTIEIFrk4K8kXB9LA
12	Werewolf	Cat Power	You Are Free	LIKE	UD9Isy9aKUk	MPREb_GJOhmAeK7aZ	UC1s55OQBwZ1Cg-k9EC7HaGA
10	Sweetest Kill	Broken Social Scene	Forgiveness Rock Record	LIKE	Mf3n0FUTm_4	MPREb_L6vEd5fFkG2	UCaWg46NlUWiP7vYGDcyHIVg
16	Julie With (2004 Digital Remaster)	Brian Eno	Before And After Science	LIKE	G8MaWNKAIOs	MPREb_8fXylOtNRyw	UCoWPCwCsQmBwoXBCL_laaIw
7	I See A Darkness	Bonnie 'Prince' Billy	I See A Darkness	LIKE	YmFynsUrSz0	MPREb_3o4j26d0baj	UCrpd5ol2UBl1K-uwNQ-l-fA
1	Lonesome Tears	Beck	Sea Change	LIKE	jH2zFSJ95X0	MPREb_WD9vebPOFgo	UC8fxkahdLdfHk8pF1fRYD-w
11	Beyond Love	Beach House	Depression Cherry	LIKE	YdQz6NltncU	MPREb_6Ui257pBxny	UC785fnTclD2P2WQXRAt2BVg
27	Laura Palmer's Theme (Instrumental)	Angelo Badalamenti	Soundtrack From Twin Peaks	LIKE	woUt7wPe8Ow	MPREb_A83lOZic22r	UC7ygKpFFov9EnbZQq3SqRCA
25	Big In Japan	Ane Brun	Changing Of The Seasons	LIKE	RJYHFL9FXug	MPREb_zUDhhiTXbZw	UCT2tydkRUkgtepcnhc9QpGA
9	Alone in Kyoto	Air	Talkie Walkie	LIKE	I0SVd_Q5wIg	MPREb_JSYafMb7Dwk	UCH_Q3OLUXLZNF0qmnY3bCXg
