	title	artist	album	likeStatus	videoId	albumId	artistId
4	World Is Yours	VNZO	Diamante Records 4	LIKE	BpnQ9k-IfXs	MPREb_E7ISWhAQlpA	
13	Blondes Have More Fun (Gerd Janson Go Acid Dub)	Tiga	Blondes Have More Fun EP	LIKE	ZYyD1Dwk1BY	MPREb_LzfEAwzHmlx	UCPGWV1UVnGUYVlFM4sopkRw
1	Ready to Go	Republica	Republica	LIKE	qp8fzSh1cRs	MPREb_eIlTD2O7LRg	UCpxttsLzmMJ-MBFuVWSansw
5	Acid Tracks	Phuture	Acid Tracks	LIKE	yKHGv6Es610	MPREb_JldSkgnItrH	UCCUELnkZaArxNe7zDLl-wtg
2	The Chase (Smooth Mix)	Model 500	Classics	LIKE	u_r9TlZqnRo	MPREb_bBis6zXjL7K	UCWYcfbQy_AT8YUeL6sWaYTw
0	Untitled A2 DOX 002	Mike Henk	DOX-002 Mike Henk PULSAR RECORDINGS 1994	LIKE	YvxayHQULJY	MPREb_knH02Wzrj9C	UCTCd56h_205HESQMLmeqlaw
14	Surrounded By Neighbours	Luke Vibert	GRIT.	LIKE	tzyTzDJQI7Q	MPREb_euEM1Wntznl	UCu0gXqoUCcQDqY4kn869hVg
3	Lush Life	Fred P	A Tribute To Klang Club, Vol. 2	LIKE	M6N83JxDomw	MPREb_zMwznjRtxUh	UCLTJHGqxQs0xQRBRFTGXXTA
12	ICI	Fasme	Home	LIKE	zDVcbOLRbsI	MPREb_IQGfwGWOgyI	UChB_CXYAlRb6IdFeL5eWIiw
10	Lesson	DJOKO	Lesson 1 EP	LIKE	Nt14YBLtWyY	MPREb_R2LEoxRgXwN	UC9kksy9n_5ogSjk-f-FlFXA
11	Waltzacid	Ceephax Acid Crew	Box Steady	LIKE	6-NgrSaD8RU	MPREb_Pko3C6lSKHC	UC9Va6RwnNPVDLV0SiTq-OAA
16	Amigo	Ceephax Acid Crew	Box Steady	LIKE	JJCDERDRX7o	MPREb_Pko3C6lSKHC	UC9Va6RwnNPVDLV0SiTq-OAA
9	Starwin	Boys Noize	Go Hard	LIKE	sQVn2cth8Is	MPREb_mLOUtIoKTmM	UC94kyeSwyHrR-qnOllG0CbQ
7	Where's Your Child	Bam Bam	Where's Your Child	LIKE	HuCk-xsXRyk	MPREb_tD5gFVNbSnW	UCy_5EXhmxchbdd6bX_x-pPw
15	Pleasure Dome	Armando	Armando	LIKE	jFg0e_wSLTE	MPREb_ofG1kjsjcei	UCkHsAtZi24WMt0pXhCOXk9g
6	Don't Look Outside	A.R001	Enriched Variations 001	LIKE	pfjL6ntZaDQ	MPREb_fMSiDVrLEuU	UCe0RTkEXCTGXfSTAdVTjN8w
8	"Pacific State (12"" Version)"	808 State	Pacific	LIKE	Tv0UiQ5n7SM	MPREb_Fda1GdNbsGE	UCIyGjRHvtCqUglkPZVEWUuA
