	title	artist	album	likeStatus	videoId	albumId	artistId
1	Mfr (Music for Ringhiera)	MDF	Horvs	INDIFFERENT	wCma-BruQAg	MPREb_MM4A4nBr5ph	UCv8ZKFYT5XikdK2KLoriW8w
3	Isq	MDF	Horvs	INDIFFERENT	37HWAeLqkEk	MPREb_MM4A4nBr5ph	UCv8ZKFYT5XikdK2KLoriW8w
9	Led	MDF	Horvs	INDIFFERENT	DWEI9XtzJis	MPREb_MM4A4nBr5ph	UCv8ZKFYT5XikdK2KLoriW8w
8	Cyclic Ritual	Intermental	Cyclic Ritual	INDIFFERENT	2q-iuuJRI70	MPREb_6IBGbpzoOQJ	UC91zmx713PK4iksAKhg7GgA
0	PARALYSIS	HORVS	PRAY	INDIFFERENT	1Z2uU81sJYY	MPREb_NDJoJ0a8gPn	UCqLh104SNGDoaGdJ0hvFFqw
2	RUIN	HORVS	PRAY	INDIFFERENT	IPN8P1430GI	MPREb_NDJoJ0a8gPn	UCqLh104SNGDoaGdJ0hvFFqw
4	INJURIES	HORVS	PRAY	INDIFFERENT	XvBygLj1yNM	MPREb_NDJoJ0a8gPn	UCqLh104SNGDoaGdJ0hvFFqw
5	PRAY	HORVS	PRAY	INDIFFERENT	Nvs9Vz6C-eU	MPREb_NDJoJ0a8gPn	UCqLh104SNGDoaGdJ0hvFFqw
6	WIZARDRY	HORVS	PRAY	INDIFFERENT	NqIFNIjoX68	MPREb_NDJoJ0a8gPn	UCqLh104SNGDoaGdJ0hvFFqw
7	PARALYSIS (Slowed)	HORVS	PRAY	INDIFFERENT	XHNOVqq3Yac	MPREb_NDJoJ0a8gPn	UCqLh104SNGDoaGdJ0hvFFqw
10	ANGUISH	HORVS	PRAY	INDIFFERENT	DnCZ5KnDHgM	MPREb_NDJoJ0a8gPn	UCqLh104SNGDoaGdJ0hvFFqw
11	CULT	HORVS	PRAY	INDIFFERENT	I7HSaKt_t8k	MPREb_NDJoJ0a8gPn	UCqLh104SNGDoaGdJ0hvFFqw
