	title	artist	album	likeStatus	videoId	albumId	artistId
3050	Go Call You Mine	of Montreal	Coquelicot Asleep In The Poppies: A Variety of Whimsical Verse	LIKE	o36eJRTcScY	MPREb_jaIkM7FLqVw	UCTc-gLB4Gy6BxJhMAYZ6m4A
3061	Disconnect the Dots	of Montreal	Satanic Panic In The Attic	LIKE	fZAhoEkhNKs	MPREb_ZVfYsZxwvlO	UCTc-gLB4Gy6BxJhMAYZ6m4A
3062	Lysergic Bliss	of Montreal	Satanic Panic In The Attic	LIKE	RYb76H2au_Y	MPREb_ZVfYsZxwvlO	UCTc-gLB4Gy6BxJhMAYZ6m4A
3063	Will You Come and Fetch Me	of Montreal	Satanic Panic In The Attic	LIKE	1JXyLpHFuUw	MPREb_ZVfYsZxwvlO	UCTc-gLB4Gy6BxJhMAYZ6m4A
3065	Rapture Rapes the Muses	of Montreal	Satanic Panic In The Attic	LIKE	VZMCJX4r5tY	MPREb_ZVfYsZxwvlO	UCTc-gLB4Gy6BxJhMAYZ6m4A
3066	Eros' Entropic Tundra	of Montreal	Satanic Panic In The Attic	LIKE	ECTvlyKuEaM	MPREb_ZVfYsZxwvlO	UCTc-gLB4Gy6BxJhMAYZ6m4A
3067	City Bird	of Montreal	Satanic Panic In The Attic	LIKE	cYdaVseYytI	MPREb_ZVfYsZxwvlO	UCTc-gLB4Gy6BxJhMAYZ6m4A
3068	Erroneous Escape Into Erik Eckles	of Montreal	Satanic Panic In The Attic	LIKE	Y0D8yust7d8	MPREb_ZVfYsZxwvlO	UCTc-gLB4Gy6BxJhMAYZ6m4A
3070	Your Magic Is Working	of Montreal	Satanic Panic In The Attic	LIKE	OI6ahVc4aIE	MPREb_ZVfYsZxwvlO	UCTc-gLB4Gy6BxJhMAYZ6m4A
3071	Climb the Ladder	of Montreal	Satanic Panic In The Attic	LIKE	Rmg08RF_9ZA	MPREb_ZVfYsZxwvlO	UCTc-gLB4Gy6BxJhMAYZ6m4A
3073	Spike the Senses	of Montreal	Satanic Panic In The Attic	LIKE	aQ_ST2wtQ2k	MPREb_ZVfYsZxwvlO	UCTc-gLB4Gy6BxJhMAYZ6m4A
2851	Sleep/Swim	múm	Finally We Are No One	LIKE	nRDXlEXrXUg	MPREb_NU8wLUghKuh	UC3fHor1Rfy3i7tZ-DygPaeA
2857	Faraway Swimming Pool	múm	Finally We Are No One	LIKE	AUZWcvJcKIo	MPREb_NU8wLUghKuh	UC3fHor1Rfy3i7tZ-DygPaeA
1760	Storm	godspeed you black emperor!	Lift Your Skinny Fists Like Antennas to Heaven	LIKE	JMDmaUO4hno	MPREb_t8p0xmtImM3	UCDhKhucVT-9sNQExgHPcabg
1761	Static	godspeed you black emperor!	Lift Your Skinny Fists Like Antennas to Heaven	LIKE	RW86oMO80Ms	MPREb_t8p0xmtImM3	UCDhKhucVT-9sNQExgHPcabg
1762	Sleep	godspeed you black emperor!	Lift Your Skinny Fists Like Antennas to Heaven	LIKE	7EGTD7azzWk	MPREb_t8p0xmtImM3	UCDhKhucVT-9sNQExgHPcabg
1763	Like Antennas To Heaven…	godspeed you black emperor!	Lift Your Skinny Fists Like Antennas to Heaven	LIKE	agN6AL2Y8h0	MPREb_t8p0xmtImM3	UCDhKhucVT-9sNQExgHPcabg
1362	Ants	edIT	Crying over Pros for No Reason (Deluxe Edition)	LIKE	X7NcIOPIAuY	MPREb_UF2U4BXwCGA	UCeNjTa3N2IrAaOA-rZoIVJg
1363	Laundry	edIT	Crying over Pros for No Reason (Deluxe Edition)	LIKE	KHDHQHm5-js	MPREb_UF2U4BXwCGA	UCeNjTa3N2IrAaOA-rZoIVJg
