title	artist	album	likeStatus	videoId	albumId	artistId	playlists
Hard in Da Paint	Waka Flocka Flame	Flockaveli	LIKE	3rFpYrrhJpQ	MPREb_yMKoTRQzNm3	UC-1BnotsIsigEK4zLw20IDQ	hiphop get dumb radio
Hustlin'	Rick Ross	Port Of Miami	LIKE	gEVLvBRB96Y	MPREb_GqFlJMbQPfD	UCayETQO60tEaJ0ihqZYstRQ	hiphop get dumb radio
Throw Some D's Remix (feat. André 3000, Jim Jones, Nelly & Murphy Lee)	Rich Boy	Rich Boy	LIKE	IYROPLjcHD4	MPREb_aMbjtflRiYU	UCWgOzZ_6xDxB4sKmpv8GKMQ	hiphop get dumb radio
Still Tippin' (feat. Paul Wall & Slim Thug)	Mike Jones	Who Is Mike Jones?	LIKE	iLsLQeXyrhw	MPREb_27SPopcQY2x	UCX0NP1lG3Xh8ARvPd9HBASQ	hiphop get dumb radio
John (feat. Rick Ross)	Lil Wayne	Tha Carter IV	LIKE	EjgcqCVddCU	MPREb_y3kgpO8Iic6	UC4IAZ3dowcXyvVYBx4hucSQ	hiphop get dumb radio
The Spiteful Chant	Kendrick Lamar	Section.80	LIKE	dzFEPJK45iQ	MPREb_6tlfYMkiwFz	UCprAFmT0C6O4X0ToEXpeFTQ	hiphop get dumb radio
Wild Boy (feat. mgk)	mgk	Lace Up	INDIFFERENT	vjL01LbaEr8	MPREb_ux6uxik9GeW	UCDbLC4CaZzi4jt5KyAF0ZQw	hiphop get dumb radio
Half Naked & Almost Famous	mgk	Half Naked & Almost Famous	INDIFFERENT	IPlE2XxsZ18	MPREb_nPD8q8JQOGH	UCDbLC4CaZzi4jt5KyAF0ZQw	hiphop get dumb radio
Clarity (Brillz Remix) (feat. Foxes)	Zedd	Clarity (Remixes)	INDIFFERENT	ouvChL1cuM4	MPREb_Xur2aqwysuD	UCGVGIqHPzwLhZg8KQNVaRbA	hiphop get dumb radio
June 27th (Yungstar feat. Z-Ro & DJ Screw) (feat. Z-Ro & DJ Screw)	Yungstar	SoSouth - Texastonez, Vol. 3	INDIFFERENT	qRCgU7jM4Ew	MPREb_7JeSWLLLxlx	UCQRV0H8KLkrxBHrlv0R3dhw	hiphop get dumb radio
