	title	artist	album	likeStatus	videoId	albumId	artistId
39	We Three (My Echo, My Shadow, And Me)	The Ink Spots	The Anthology	LIKE	V3sXHsIT6XM	MPREb_mD16h60HRM6	UCjwc5NbNyVoXeQ6NTfHbR9g
24	Dark As A Dungeon	Tennessee Ernie Ford	This Lusty Land!	LIKE	8hmaN14aLZA	MPREb_Yidlg20V2z1	UCj-6cJdvG3gtgW1gEqCHjaQ
25	Riders In The Sky	Sons Of The Pioneers	Cool Water (With Bonus Tracks)	LIKE	KNXj4wyE44Y	MPREb_AOGMk1xkSZd	UCX_SECaHQsWgfpAO5wKvTNw
36	Tumbling Tumbleweeds	Sons Of The Pioneers	RCA Country Legends	LIKE	c-YLGUHIqhU	MPREb_ElLs8zyyvSM	UCX_SECaHQsWgfpAO5wKvTNw
4	Why Don't You Do Right	Peggy Lee	Soundies Legends	LIKE	d_I7XELJnuE	MPREb_aat5H4lb7B4	UCgxIC5tTaNQF04YK1KWeUCw
33	Salt Pork, West Virginia	Louis Jordan	„Jazz Foundations“ Vol. 53 - Louis Jordan	LIKE	u6toHyHKMjg	MPREb_RbHgnria74j	UCwVR9kyiKn0NImzcT9Eq2NQ
22	Answer to Driving Nail's Ii My Coffin	Jerry Irby	Jerry Irby	LIKE	sPDvM4l6V20	MPREb_ueShpbVJNM2	UCnvQkFyfdNtN4fn-L8yYWNg
9	In the Shadow of the Valley	Jerry Burnham	Swingin' out West	LIKE	hrUXAC_wqrY	MPREb_NPorNOpKGCk	UC_X19d3yM9Nq1_4QSFP3EVQ
12	Let's Ride into the Sunset Together	Jerry Burnham	Swingin' out West	LIKE	8kojpjdWZ38	MPREb_NPorNOpKGCk	UC_X19d3yM9Nq1_4QSFP3EVQ
6	Hangover Heart	Hank Thompson	Hank World	LIKE	PDqHPNIDh9M	MPREb_te2iKOODodn	UCyn_BHfiC4B1hVeP19ZdV0g
10	Jazz Blues	Gerhard Trede	Archival, Vol. 5: Newsreel 2	LIKE	oN3We_nQ7Jc	MPREb_bE5Of8He9wF	UCbu_y667suW6mfGThjV9-HQ
19	Wonderland Romance	Gerhard Trede	Archival, Vol. 5: Newsreel 2	LIKE	Y-zhTlOcAMU	MPREb_bE5Of8He9wF	UCbu_y667suW6mfGThjV9-HQ
38	Walking The Floor Over You	Ernest Tubb	Retrospective (Volume 2)	LIKE	0graOj19ti0	MPREb_4wH6MX3MBds	UCoR36t5IPp2-E0d48usoFUA
0	Mad About The Boy	Dinah Washington	The Complete Dinah Washington On Mercury Vol. 7 (1961)	LIKE	Rf5fsLGlhiI	MPREb_jgKIfK6z8lL	UCyJMoW5XxogEfARq3tx18fQ
11	Lazy Day Blues	Derek Scott, Bert Weedon, & Freddie Poser	Bert Weedon Gold	LIKE	YoiyS2H8MU0	MPREb_wlfEOjQ3T3W	
28	Jumpin' At The Woodside	Count Basie	Jumpin' Jive!	LIKE	eowst8rvPEQ	MPREb_2C5Iyx5gUXD	UC2C5LKX_qE6BzyMehXA0ClA
29	Midnight In A Madhouse	Chick Webb And His Orchestra	Spinnin' The Webb	LIKE	9fLAKnpgIo4	MPREb_eDzW0ohDGcP	UCm6yYYAozbWa9Ob4EWUhkbA
40	When I Get Low I Get High	Chick Webb	Golden Selection	LIKE	08gMHJx5Zcc	MPREb_9q8ukWEkId4	UCm6yYYAozbWa9Ob4EWUhkbA
23	Bubbles In My Beer (Single Version) (feat. Tommy Duncan)	Bob Wills & His Texas Playboys	The Hits	LIKE	TmcVJ0dJxNY	MPREb_cAwvZbUXaTW	UCvSZ9icCer9fAhyX9znIqNg
2	Something's Gotta Give	Bing Crosby	Bing Sings The Johnny Mercer Songbook	LIKE	y2EV9uUj7EY	MPREb_YhVUdO2z7R6	UC3BuiU3nA2hT9Fq0ekBIcuQ
8	Happy Times	Bert Weedon	Bert Weedon Gold	LIKE	-rq0rol9Kyk	MPREb_wlfEOjQ3T3W	UCzq91mjgS7V6DoEMv-hf8bQ
16	Roundhouse Rock	Bert Weedon	Bert Weedon Gold	LIKE	cVA5kp1FLQc	MPREb_wlfEOjQ3T3W	UCzq91mjgS7V6DoEMv-hf8bQ
26	I Didn't Know the Gun Was Loaded	Patsy Montana	Anthology: The Cowboy's Sweetheart	INDIFFERENT	fF8qQRL9WJk	MPREb_ci9NBwxIRmY	UCVLbrboJiqLyRcb5Hz7Ln9Q
5	Love Me As Though There Were No Tomorrow (Remastered 2001)	Nat King Cole	This Is Nat King Cole	INDIFFERENT	0EBQ3ITvn-s	MPREb_PmkL2tGtJye	UCirPLQsYtHWBmalEbX1LcAA
17	Sit And Dream	Laurie Stras	Colourful Characters	INDIFFERENT	pJBa67Z2LIs	MPREb_yutQoXuAw5i	
32	Praise The Lord & Pass The Ammunition	Kay Kyser	A Wing And A Prayer (Songs That Won The War)	INDIFFERENT	rj8hCT7-ADg	MPREb_5v7P49mZF2n	UC-e4V_i3wcgACc4ikl_gZUw
21	Vault 76 Jukebox - A Short Interlude - Richard Myhill - Fallout 76 OST	Kaotic Gaming		INDIFFERENT	lBFQhX8sWpE		UCgzAqIo3aiovl9BfSqLtDRg
