title	artist	album	likeStatus	videoId	albumId	artistId	playlists
Vaudeville Villain	Viktor Vaughn	Vaudeville Villain	LIKE	pCRjJxYSPRc	MPREb_qbMAIGJh1Vv	UCooTDYkIERWBwDC1JKyoElQ	hiphop indie
Raedawn	Viktor Vaughn	Vaudeville Villain	LIKE	y6GXOD1I6iY	MPREb_qbMAIGJh1Vv	UCooTDYkIERWBwDC1JKyoElQ	hiphop indie
Everything's Alright	Ugly Duckling	Fresh Mode	LIKE	TIVEO0CCUsQ	MPREb_qmmrEavLv2s	UCYGUxtLK1SibnJkkwB2kIKQ	hiphop indie
Everybody C'mon	Ugly Duckling	Fresh Mode	LIKE	PdUmClCCRnQ	MPREb_qmmrEavLv2s	UCYGUxtLK1SibnJkkwB2kIKQ	hiphop indie
Blast (feat. Vinia Mojica)	Reflection Eternal	Train Of Thought	LIKE	-n3GM5TIUPk	MPREb_oT5gTZBOIFR	UCtOspRaNpoVE5gOY5vbLSjw	hiphop indie
Stanley Kubrick	R.A. The Rugged Man	Legendary Classics, Vol. 1	LIKE	yJx8CUe9AoA	MPREb_nnrgaQm1Gq5	UCaLZevFQ5eVCAxoXDH99KoQ	hiphop indie
Ms. Fat Booty	Mos Def	Black On Both Sides	LIKE	aZvjiLbDQq8	MPREb_i5lNldSGLJx	UChAY_qKqbGyqau8q1gXkzww	hiphop indie
Mathematics	Mos Def	Black On Both Sides	LIKE	8Ir-zFC9nFE	MPREb_i5lNldSGLJx	UChAY_qKqbGyqau8q1gXkzww	hiphop indie
Hip Hop	Mos Def	Black On Both Sides	LIKE	uq3syNck274	MPREb_i5lNldSGLJx	UChAY_qKqbGyqau8q1gXkzww	hiphop indie
Scars & Memories	MF Grimm	Scars & Memories	LIKE	JaSXfiWfuvQ	MPREb_ub0kDypslIb	UCGjBXEItp2JWJfGFcSsNYYQ	hiphop indie
Rhymes Like Dimes (Instrumental)	MF DOOM	Operation: Doomsday (Complete)	LIKE	9W97MOGr_4c	MPREb_vlItrFAKtji	UCooTDYkIERWBwDC1JKyoElQ	hiphop indie
Hey!	MF DOOM	Operation: Doomsday (Complete)	LIKE	f1vSLB9VDPk	MPREb_vlItrFAKtji	UCooTDYkIERWBwDC1JKyoElQ	hiphop indie
Dead Bent	MF DOOM	Operation: Doomsday (Complete)	LIKE	eA9MGW0KTI0	MPREb_vlItrFAKtji	UCooTDYkIERWBwDC1JKyoElQ	hiphop indie
One Beer	MF DOOM	MM..FOOD	LIKE	ypClJkPhx8o	MPREb_WH9l5IFaLvW	UCooTDYkIERWBwDC1JKyoElQ	hiphop indie
Long Awaited	Lootpack & Dilated Peoples	Soundpieces: Da Antidote	LIKE	aBMhyU_MJEg	MPREb_6L8Zw1r6oBB		hiphop indie
Whenimondamic	Lootpack	Soundpieces: Da Antidote	LIKE	gxWIALONoh8	MPREb_6L8Zw1r6oBB	UCBSQeamOq18X_XmxkXI20MQ	hiphop indie
Longevity	J-Live	Always Has Been	LIKE	GM-pZ_UU9-k	MPREb_Db0YcRIDNyC	UCahl4d1KhT6Eiu0vkBn31pQ	hiphop indie
