	title	artist	album	likeStatus	videoId	albumId	artistId
96	Harvest Moon	Neil Young	Harvest Moon	LIKE	HDzHhqWZMD0	MPREb_qOu7Yb8P7D1	UC6JhadLTf6g6f-ZdeEaAqBQ
22	Live Every Day	Willie Nelson	A Beautiful Time	INDIFFERENT	KsB0CoFKloU	MPREb_fhFZyftKxNU	UCPmpbAuktEPbIVpwGrY_c4g
28	Little House on the Hill	Willie Nelson	God's Problem Child	INDIFFERENT	mfxoZRgfjWQ	MPREb_X8uV8UWYg4D	UCPmpbAuktEPbIVpwGrY_c4g
40	Blue Skies	Willie Nelson	Stardust	INDIFFERENT	9oxgdoZdsDE	MPREb_MPqdfLnEi87	UCPmpbAuktEPbIVpwGrY_c4g
59	Forgiving You Was Easy	Willie Nelson	Me and Paul	INDIFFERENT	RvLvEEcBlk8	MPREb_tXEqpBfVgHF	UCPmpbAuktEPbIVpwGrY_c4g
68	My Heroes Have Always Been Cowboys	Willie Nelson	Greatest Hits (& Some That Will Be)	INDIFFERENT	z7Vw0N3WHqM	MPREb_ZKWVblQMpdV	UCPmpbAuktEPbIVpwGrY_c4g
88	I'll Try To Do Better Next Time	Willie Nelson	Last Man Standing	INDIFFERENT	Rr1BJBjUqh0	MPREb_vH8oJne4oj3	UCPmpbAuktEPbIVpwGrY_c4g
91	Rainbow Connection	Willie Nelson	Rainbow Connection	INDIFFERENT	3kih6sGyxCQ	MPREb_xwllkZD7UGW	UCPmpbAuktEPbIVpwGrY_c4g
94	Nobody Knows Me Like You	Willie Nelson	The Border	INDIFFERENT	ExcgZXv_QAk	MPREb_FNI9HiwwX6x	UCPmpbAuktEPbIVpwGrY_c4g
9	Luckenbach, Texas (Back to the Basics of Love) (feat. Willie Nelson)	Waylon Jennings	Ol' Waylon	INDIFFERENT	3EKHUA1aBLA	MPREb_Th9cCP4rUFc	UCOayq7etITYmC6TlZReZSrw
42	"Theme from ""The Dukes of Hazzard"" (Good Ol' Boys)"	Waylon Jennings	Music Man	INDIFFERENT	VY4Ij8ql2kE	MPREb_Z69SN7lUwx9	UCOayq7etITYmC6TlZReZSrw
39	There Was a Time	Watchhouse	This Side of Jordan	INDIFFERENT	WKf3Mh407ts	MPREb_fXCw7RxN7VH	UCd4NrUykA5kYw2H4BR68Ejg
72	Have I Told You Lately	Van Morrison	Avalon Sunset	INDIFFERENT	U5M2SVoO_rs	MPREb_sQULRAj9CDE	UCCiTDgyKWFNs6GXxMVR2ZbQ
44	Virginia Avenue	Tom Waits	Closing Time	INDIFFERENT	t07Y_EJolgk	MPREb_lwo4T5JYfbf	UC39N3pyt2Z15oOMjouokl8A
70	Little Trip To Heaven (On The Wings Of Your Love)	Tom Waits	Closing Time	INDIFFERENT	aCGOMsPUaYE	MPREb_lwo4T5JYfbf	UC39N3pyt2Z15oOMjouokl8A
12	Long May You Run	The Stills-Young Band	Neil Young Archives: 1972 - 1976, Vol. II	INDIFFERENT	eC8kvwMmHbc	MPREb_8Amci0whH2h	UCx-S5mC4lDB7t0kbC9qCvXQ
53	Pardon Me	The Mavericks	Mono	INDIFFERENT	psq0vxCCGXQ	MPREb_g9sKyjjGrXo	UCuoKbThM2RtqhTSfojcxnLg
17	Highwayman	The Highwaymen	Highwayman	INDIFFERENT	RgCRdAzizxY	MPREb_3xoWyi9FSFV	UCuDH2oxmERsYDlEzoj6NJdQ
31	The Last Cowboy Song (Live at Nassau Coliseum, Uniondale, NY - March 1990)	The Highwaymen	Live - American Outlaws	INDIFFERENT	jf_hYDvX_mc	MPREb_QSGK7cKGmI1	UCuDH2oxmERsYDlEzoj6NJdQ
60	Trouble Man (Live at Nassau Coliseum, Uniondale, NY - March 1990)	The Highwaymen	Live - American Outlaws	INDIFFERENT	VyZrwhG2f48	MPREb_QSGK7cKGmI1	UCuDH2oxmERsYDlEzoj6NJdQ
23	The Littlest Birds	The Be Good Tanyas	The Littlest Birds 1	INDIFFERENT	DjaW_oZDRmQ	MPREb_gSPqqEmjPqc	UCnGzZW4bQLIIMwCd5UoAI2A
81	Draft Daughter's Blues aka Ootischenia	The Be Good Tanyas	Hello Love	INDIFFERENT	VhGJ_KFAU_8	MPREb_OFrs9wif58s	UCnGzZW4bQLIIMwCd5UoAI2A
47	Stay	Sugarland	Enjoy The Ride	INDIFFERENT	topxFakQi4Q	MPREb_kidTY9TI5p4	UCPwBJq657DoM5MwlFppwLMg
35	Shape Of My Heart	Sting	Ten Summoner's Tales	INDIFFERENT	dOjFcx3GJHg	MPREb_KhruEnpVbAi	UCHhKCdsmx9t-PSqlSfa-VKA
19	Memory Loves You	Sophie Zelmani	Memory Loves You	INDIFFERENT	D0hGRVvZHg8	MPREb_TTeZmypEC6H	UCwqgMusNqr01Kq2sHruhSqg
2	Sea Of Heartbreak	Rosanne Cash	The List	INDIFFERENT	EAEr3INHqPc	MPREb_4rUe9y9rS0r	UCPtGHNWym75dlat1cUnUT1g
21	Such A Simple Thing	Ray LaMontagne	Part Of The Light	INDIFFERENT	GEtsbZXqASg	MPREb_5JfEfMR3ozJ	UCEvrQDAayq6O6jT48Pnm3og
37	Have You Ever Seen the Rain	Paula Nelson	Little City	INDIFFERENT	H_bE6ciyvfk	MPREb_qTBxAH6OHPQ	UCwH93q_KmHr5uinfYREflvw
93	Duncan	Paul Simon	The Essential Paul Simon	INDIFFERENT	gIyEehbP_5Q	MPREb_Wxaxkd0UmHV	UCocuTnrwKDhXqwr6Kv-T4_Q
1	Old Man (Live)	Neil Young	Young Shakespeare (Live)	INDIFFERENT	65ozJGYk_lo	MPREb_MWHAXiPk1xC	UC6JhadLTf6g6f-ZdeEaAqBQ
73	Sugar Mountain	Neil Young	Decade	INDIFFERENT	B0dD0EjPeQ4	MPREb_ZqCjWn3LZOM	UC6JhadLTf6g6f-ZdeEaAqBQ
24	My Favorite Memory	Merle Haggard	Big City	INDIFFERENT	eZilxJZS5fw	MPREb_flLH3O0ZSgq	UCNSsv8Hq1Jz5Lg18ImaPbnw
3	Fade Into You	Mazzy Star	Il giorno in più (Colonna sonora originale)	INDIFFERENT	s2fUgGcVlqI	MPREb_KWpM03iiBxs	UCi8cblgb3PyU8HzGvXWhuEg
64	Hangman	Marty Stuart	Ghost Train: The Studio B Sessions	INDIFFERENT	AGGMZvmNe48	MPREb_VonHFkEXmXV	UC4fkVUtj31UL8ULT5VYuPmA
13	Bluebird	Mark Knopfler	Privateering	INDIFFERENT	QLgE7Av6UZk	MPREb_u9ITDgOESUx	UC4HkiAeN0bIG3sgf8Mb-gNQ
27	If This Is Goodbye	Mark Knopfler	Real Live Roadrunning	INDIFFERENT	sdz9-P8k-nI	MPREb_in1uotfROTy	UC4HkiAeN0bIG3sgf8Mb-gNQ
74	My Heart Has Never Changed	Mark Knopfler	Tracker (Deluxe Edition)	INDIFFERENT	uyf-xNejlQg	MPREb_RWvAfNI40Rb	UC4HkiAeN0bIG3sgf8Mb-gNQ
