	title	artist	album	likeStatus	videoId	albumId	artistId
8	Blue Train	John Coltrane	Blue Train	LIKE	-81BzBWGXZM	MPREb_kygeooTK4kG	UCH4T2kv7rr9qnuP0DOXLxMA
45	Locomotion	John Coltrane	Blue Train	LIKE	hkxI2jKlSvM	MPREb_kygeooTK4kG	UCH4T2kv7rr9qnuP0DOXLxMA
48	I'm Old Fashioned	John Coltrane	Blue Train	LIKE	Rc5P60O30rI	MPREb_kygeooTK4kG	UCH4T2kv7rr9qnuP0DOXLxMA
58	Moment's Notice	John Coltrane	Blue Train	LIKE	iosNQMGMVwY	MPREb_kygeooTK4kG	UCH4T2kv7rr9qnuP0DOXLxMA
24	Ber rosarotem Licht	Bohren & der Club of Gore	Piano Nights	LIKE	7ts8VNED4OI	MPREb_DhFdOcwv8L5	UCuaizhGGGx28ehnaIiqYLew
2	A Faint Glow	Sealand	Eternity	INDIFFERENT	KCO731QYBJA	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
3	Picturesque	Sealand	Eternity	INDIFFERENT	tk7WzbN-4I8	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
6	Dissolve	Sealand	Eternity	INDIFFERENT	nSpxobmTiIw	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
16	Sunrise	Sealand	Eternity	INDIFFERENT	TpuRodumfU4	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
18	Long Nights	Sealand	Eternity	INDIFFERENT	6Xx1UHPEEzY	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
27	A New Eternity	Sealand	Eternity	INDIFFERENT	Ag3GzTVawfM	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
30	Looking Glass	Sealand	Eternity	INDIFFERENT	8_fPBrbcZwQ	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
31	Driftwood	Sealand	Eternity	INDIFFERENT	pClghU2pFGE	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
32	Fading Into Focus	Sealand	Eternity	INDIFFERENT	SIbqJ9By9XU	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
33	Universal	Sealand	Eternity	INDIFFERENT	mHLWObRP30I	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
35	Dark Days	Sealand	Eternity	INDIFFERENT	uJKqlokh26c	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
37	Monolithic	Sealand	Eternity	INDIFFERENT	jG0MPb5e8n8	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
43	Stay With Me	Sealand	Eternity	INDIFFERENT	3cJGcd_gVpI	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
44	Desert Skies	Sealand	Eternity	INDIFFERENT	3mH8tUw-eG8	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
14	Lazy Bird	John Coltrane	Blue Train	INDIFFERENT	JYV3ZEBE4R8	MPREb_kygeooTK4kG	UCH4T2kv7rr9qnuP0DOXLxMA
13	Equation	Devin Townsend	The Hummer	INDIFFERENT	WiayK00rhDc	MPREb_PHYPFbTXsuA	UCylstOR8n268-jdMGwMfazw
19	Cosmic Surf	Devin Townsend	The Hummer	INDIFFERENT	fN819QbQMQw	MPREb_PHYPFbTXsuA	UCylstOR8n268-jdMGwMfazw
28	Consciousness Causes Collapse	Devin Townsend	The Hummer	INDIFFERENT	Al1ZfOFCaWQ	MPREb_PHYPFbTXsuA	UCylstOR8n268-jdMGwMfazw
39	The Hummer	Devin Townsend	The Hummer	INDIFFERENT	2g0wofVMQ88	MPREb_PHYPFbTXsuA	UCylstOR8n268-jdMGwMfazw
51	The Abacus	Devin Townsend	The Hummer	INDIFFERENT	4478JHLbCn4	MPREb_PHYPFbTXsuA	UCylstOR8n268-jdMGwMfazw
53	Arc	Devin Townsend	The Hummer	INDIFFERENT	YvJcvHC6hhw	MPREb_PHYPFbTXsuA	UCylstOR8n268-jdMGwMfazw
7	Reves	Connor O.R.T. Linning	Reves	INDIFFERENT	O_uUgYmJQvA	MPREb_vFtJXR2aZSh	UCt7hVab9qDCLnSrJ7z0KzUw
0	Danny	C418	Minecraft - Volume Alpha	INDIFFERENT	X2ajI96FyAk	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
1	Droopy Likes Ricochet	C418	Minecraft - Volume Alpha	INDIFFERENT	9jlVL4syx8k	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
4	Moog City	C418	Minecraft - Volume Alpha	INDIFFERENT	trRGS_Va7_M	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
5	Droopy Likes Your Face	C418	Minecraft - Volume Alpha	INDIFFERENT	sLnP9NNIZIE	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
9	Thirteen	C418	Minecraft - Volume Alpha	INDIFFERENT	VZA4luIhcu8	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
10	Minecraft	C418	Minecraft - Volume Alpha	INDIFFERENT	XuZDeT8zI5c	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
11	Wet Hands	C418	Minecraft - Volume Alpha	INDIFFERENT	MSepOYJxB64	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
17	Subwoofer Lullaby	C418	Minecraft - Volume Alpha	INDIFFERENT	ibUOxEBxVsE	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
20	Key	C418	Minecraft - Volume Alpha	INDIFFERENT	NkS3XLy3ga4	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
21	Clark	C418	Minecraft - Volume Alpha	INDIFFERENT	EookC5tOhxE	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
23	Haggstrom	C418	Minecraft - Volume Alpha	INDIFFERENT	JZNy6eHw3FA	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
