title	artist	album	likeStatus	videoId	albumId	artistId	playlists
Corn Fish Dub (Single Version)	The Upsetters	Super Ape	LIKE	e8hxNXpmzg8	MPREb_GDNf27a5iKG	UCFCsABx-h6iF2D94EeXjkKg	xr dub albums
Xu (Préambule)	Wang Lei	Wangtone (Wang Lei Meets High Tone)	INDIFFERENT	scHQ7eoJg78	MPREb_PcigpND4iVi	UCzgG1IAqwUaQknPGI-tJZFw	xr dub albums
Tchen	Wang Lei	Wangtone (Wang Lei Meets High Tone)	INDIFFERENT	GGYtmkaOrFk	MPREb_PcigpND4iVi	UCzgG1IAqwUaQknPGI-tJZFw	xr dub albums
Kouai	Wang Lei	Wangtone (Wang Lei Meets High Tone)	INDIFFERENT	Ww6srxzkkWE	MPREb_PcigpND4iVi	UCzgG1IAqwUaQknPGI-tJZFw	xr dub albums
Ko	Wang Lei	Wangtone (Wang Lei Meets High Tone)	INDIFFERENT	5Zw3F9xHkNI	MPREb_PcigpND4iVi	UCzgG1IAqwUaQknPGI-tJZFw	xr dub albums
Bi Ma Wen (Le palefrenier des écuries célestes)	Wang Lei	Wangtone (Wang Lei Meets High Tone)	INDIFFERENT	7O-HkkxHvAQ	MPREb_PcigpND4iVi	UCzgG1IAqwUaQknPGI-tJZFw	xr dub albums
Super Dub	Wackies	Jamaica Super Dub Session	INDIFFERENT	L10Jn4Z2AAk	MPREb_4iB0GJaADQE	UChEa4nJmlduXbUtfJlrEquw	xr dub albums
Summer Dub	Wackies	Jamaica Super Dub Session	INDIFFERENT	pgJ7J4CyPSU	MPREb_4iB0GJaADQE	UChEa4nJmlduXbUtfJlrEquw	xr dub albums
Sibles in Dub	Wackies	Jamaica Super Dub Session	INDIFFERENT	al8V5VAlpZ4	MPREb_4iB0GJaADQE	UChEa4nJmlduXbUtfJlrEquw	xr dub albums
Promotion Rock	Wackies	Jamaica Super Dub Session	INDIFFERENT	9pqG38cyjX4	MPREb_4iB0GJaADQE	UChEa4nJmlduXbUtfJlrEquw	xr dub albums
Jamaica Dub	Wackies	Jamaica Super Dub Session	INDIFFERENT	eYVK0fAD4ts	MPREb_4iB0GJaADQE	UChEa4nJmlduXbUtfJlrEquw	xr dub albums
Hot and Cold	Wackies	Jamaica Super Dub Session	INDIFFERENT	Th87V0-rD60	MPREb_4iB0GJaADQE	UChEa4nJmlduXbUtfJlrEquw	xr dub albums
Dub Stew	Wackies	Jamaica Super Dub Session	INDIFFERENT	f56Yiz_-A_E	MPREb_4iB0GJaADQE	UChEa4nJmlduXbUtfJlrEquw	xr dub albums
Dub Star	Wackies	Jamaica Super Dub Session	INDIFFERENT	YMJ7-I9gCLQ	MPREb_4iB0GJaADQE	UChEa4nJmlduXbUtfJlrEquw	xr dub albums
Dub Parade	Wackies	Jamaica Super Dub Session	INDIFFERENT	Ec9ITiYXl8E	MPREb_4iB0GJaADQE	UChEa4nJmlduXbUtfJlrEquw	xr dub albums
Bag Man Dub	Wackies	Jamaica Super Dub Session	INDIFFERENT	mEJxJKqXO-o	MPREb_4iB0GJaADQE	UChEa4nJmlduXbUtfJlrEquw	xr dub albums
Un Simple Histoire	Thievery Corporation	The Richest Man In Babylon	INDIFFERENT	XGLyxvJwdvw	MPREb_Bw5eDUoltvG	UCqx8axYJOduerya_chK-8Ag	xr dub albums
Omid	Thievery Corporation	The Richest Man In Babylon	INDIFFERENT	KAesTs5ZrZw	MPREb_Bw5eDUoltvG	UCqx8axYJOduerya_chK-8Ag	xr dub albums
Interlude	Thievery Corporation	The Richest Man In Babylon	INDIFFERENT	kpp8odE3bJI	MPREb_Bw5eDUoltvG	UCqx8axYJOduerya_chK-8Ag	xr dub albums
Exilio	Thievery Corporation	The Richest Man In Babylon	INDIFFERENT	XHGvm6L7uqU	MPREb_Bw5eDUoltvG	UCqx8axYJOduerya_chK-8Ag	xr dub albums
Underground	The Upsetters	Super Ape	INDIFFERENT	Pjj0CE5njfc	MPREb_GDNf27a5iKG	UCFCsABx-h6iF2D94EeXjkKg	xr dub albums
Three In One	The Upsetters	Super Ape	INDIFFERENT	xrTEfaMEWKA	MPREb_GDNf27a5iKG	UCFCsABx-h6iF2D94EeXjkKg	xr dub albums
Rastaman Shuffle (Single Version)	The Upsetters	Super Ape	INDIFFERENT	TJASlVh6t4Q	MPREb_GDNf27a5iKG	UCFCsABx-h6iF2D94EeXjkKg	xr dub albums
Magic Touch	The Upsetters	Super Ape	INDIFFERENT	KR2l6XWSAeI	MPREb_GDNf27a5iKG	UCFCsABx-h6iF2D94EeXjkKg	xr dub albums
Curly Dub	The Upsetters	Super Ape	INDIFFERENT	QfiBpIRIYPw	MPREb_GDNf27a5iKG	UCFCsABx-h6iF2D94EeXjkKg	xr dub albums
Thompson Sound Incorporated	The Revolutionaries	Outlaw Dub	INDIFFERENT	KvSdCFKpaOw	MPREb_tYVWe3ypw12	UCgVomE5fUCJUY9mh4AzKXrg	xr dub albums
Shockin' Rock	The Revolutionaries	Outlaw Dub	INDIFFERENT	2dpWsCW2U8A	MPREb_tYVWe3ypw12	UCgVomE5fUCJUY9mh4AzKXrg	xr dub albums
Roots Man Dub	The Revolutionaries	Outlaw Dub	INDIFFERENT	Phda0PbyTEY	MPREb_tYVWe3ypw12	UCgVomE5fUCJUY9mh4AzKXrg	xr dub albums
Freedom Dub	The Revolutionaries	Outlaw Dub	INDIFFERENT	yx8Ed-ciD3w	MPREb_tYVWe3ypw12	UCgVomE5fUCJUY9mh4AzKXrg	xr dub albums
Fisherman Style	The Revolutionaries	Outlaw Dub	INDIFFERENT	9qfeZ3gPhlc	MPREb_tYVWe3ypw12	UCgVomE5fUCJUY9mh4AzKXrg	xr dub albums
Dub I Dub	The Revolutionaries	Outlaw Dub	INDIFFERENT	wcuQzklDIYk	MPREb_tYVWe3ypw12	UCgVomE5fUCJUY9mh4AzKXrg	xr dub albums
Danger Rockers	The Revolutionaries	Outlaw Dub	INDIFFERENT	4jVUWZDawQY	MPREb_tYVWe3ypw12	UCgVomE5fUCJUY9mh4AzKXrg	xr dub albums
African Free Up	The Revolutionaries	Outlaw Dub	INDIFFERENT	ICsnJmDiJ7U	MPREb_tYVWe3ypw12	UCgVomE5fUCJUY9mh4AzKXrg	xr dub albums
'79 Rock	The Revolutionaries	Outlaw Dub	INDIFFERENT	nE7evDEfJtY	MPREb_tYVWe3ypw12	UCgVomE5fUCJUY9mh4AzKXrg	xr dub albums
Senai Dub (DJI (Digi) 2022 Mix)	The Red Stripe Twins	Tour Dub Yorkshire, Vol. 1	INDIFFERENT	cI5GVeWEsjM	MPREb_oWU2TXXkgHv	UC5Zqq3ZZar5bfZkWYHX3nAg	xr dub albums
Youbiok (Tetra Hydro K Remix Panda Dub)	THK	Ayawash-K	INDIFFERENT	qGCrzIsIAss	MPREb_sVJ4Jps9O5S	UCuZaQRI2j_8kJxGENpO67pw	xr dub albums
Utopia	THK	Ayawash-K	INDIFFERENT	qVhPpwPWGtc	MPREb_sVJ4Jps9O5S	UCuZaQRI2j_8kJxGENpO67pw	xr dub albums
Tetra Hydro Karou	THK	Ayawash-K	INDIFFERENT	Yjl7IvHR_YU	MPREb_sVJ4Jps9O5S	UCuZaQRI2j_8kJxGENpO67pw	xr dub albums
Sekhmet (feat. Neena)	THK	Ayawash-K	INDIFFERENT	w5VNF4prxBY	MPREb_sVJ4Jps9O5S	UCuZaQRI2j_8kJxGENpO67pw	xr dub albums
Octopus	THK	Ayawash-K	INDIFFERENT	n2rdmP7R_48	MPREb_sVJ4Jps9O5S	UCuZaQRI2j_8kJxGENpO67pw	xr dub albums
Imperial Dub	THK	Ayawash-K	INDIFFERENT	S6QCjByzWxI	MPREb_sVJ4Jps9O5S	UCuZaQRI2j_8kJxGENpO67pw	xr dub albums
Blaze A Fire (Tetra Hydro K Remix Vibronic)	THK	Ayawash-K	INDIFFERENT	OhpfaMHuxmM	MPREb_sVJ4Jps9O5S	UCuZaQRI2j_8kJxGENpO67pw	xr dub albums
Turtle Blues	Sumac Dub	Le jardin de Lucy	INDIFFERENT	3LgbjMp5ABk	MPREb_3X7WcoRPulg	UCN3S4kr19-b32B-JkdWFGiw	xr dub albums
Titania	Sumac Dub	Le jardin de Lucy	INDIFFERENT	OgfdiE9w_9k	MPREb_3X7WcoRPulg	UCN3S4kr19-b32B-JkdWFGiw	xr dub albums
