title	artist	album	likeStatus	videoId	albumId	artistId	playlists
Inner City Life (2020 Remaster)	Goldie	Inner City Life (Timeless 25 Remaster)	LIKE	fRzjfOtsUcQ	MPREb_2MYX21Onz2q	UCB7ecyXw_rDrR6D66XZacbw	electronic radio
The Beginning Of The End	††† (Crosses)	The Beginning Of The End	INDIFFERENT	SU45JdlB6WA	MPREb_XZjPySPMpLu	UCEbjaHcDiCMRG6CSSpOQ6vw	electronic radio
When The Summer Dies	deadmau5	When The Summer Dies	INDIFFERENT	AVFKQfqXYnU	MPREb_4mnFvEvkPCK	UCL44WZGVf-BU5N0ymCXrpBg	electronic radio
The Veldt (Radio Edit) (feat. Chris James)	deadmau5	The Veldt	INDIFFERENT	q-jwft5Y3Wk	MPREb_ovuYBJqaDsZ	UCL44WZGVf-BU5N0ymCXrpBg	electronic radio
Raise Your Weapon (Madeon Remix) (feat. Greta Svabo Bech)	deadmau5	Raise Your Weapon (Remixes)	INDIFFERENT	KfoG_AxF39g	MPREb_pASSrooxXDw	UCL44WZGVf-BU5N0ymCXrpBg	electronic radio
Nextra	deadmau5	Nextra	INDIFFERENT	DeIzomzMbk0	MPREb_ewTjWctxsOa	UCL44WZGVf-BU5N0ymCXrpBg	electronic radio
I Said	deadmau5	I Said	INDIFFERENT	0fSj4zGGkgQ	MPREb_3j7lyCid4CI	UCL44WZGVf-BU5N0ymCXrpBg	electronic radio
Hyperlandia	deadmau5	Hyperlandia	INDIFFERENT	ZVBQIqDEXwM	MPREb_kPM8KsH7Q6H	UCL44WZGVf-BU5N0ymCXrpBg	electronic radio
The Veldt (8 Minute Edit) (feat. Chris James)	deadmau5	> album title goes here <	INDIFFERENT	RH_F8YctI6Y	MPREb_pjIyWcTkcme	UCL44WZGVf-BU5N0ymCXrpBg	electronic radio
Professional Griefers (Vocal Mix) (feat. Gerard Way)	deadmau5	> album title goes here <	INDIFFERENT	OPUQqaINY7s	MPREb_pjIyWcTkcme	UCL44WZGVf-BU5N0ymCXrpBg	electronic radio
Raise Your Weapon	deadmau5	4x4=12	INDIFFERENT	Lchll-Uf9yQ	MPREb_CFILIEcDQfI	UCL44WZGVf-BU5N0ymCXrpBg	electronic radio
