	title	artist	album	albumArtist	likeStatus	averageRating	albumYear	albumType	duration_seconds
RYwJ2NM36Gk	Rock-n-Bones	Elroy Dietzel	I Still Hate CD's: Norton Records 45 RPM Singles Collection, Vol. 2	Various Artists	INDIFFERENT		2009.0	Album	
AhnZEmnuzgM	Saturday Night's Alright For Fighting	Elton John	Goodbye Yellow Brick Road	Elton John	INDIFFERENT	4.5016584	1973.0	Album	
sOF6_kHBkyg	Philadelphia Freedom	Elton John	Goodbye Yellow Brick Road (40th Anniversary Celebration / Super Deluxe)	Elton John	INDIFFERENT		1973.0	Album	
bZnFi_5tcDk	Crocodile Rock (Live)	Elton John	One Night Only (The Greatest Hits)	Elton John	INDIFFERENT		2000.0	Album	253.0
wb2B966IOfM	My Father's Gun	Elton John	Tumbleweed Connection	Elton John	INDIFFERENT		1970.0	Album	380.0
WZJAonsxf4Q	Dad Gum Ya Hide, Boy	Elvin Bishop Group	The Elvin Bishop Group (Expanded Edition)	Elvin Bishop Group	INDIFFERENT		2016.0	Album	
f2Gr6j3Tdh0	Honey Hush	Elvis Costello 	Almost Blue	Elvis Costello	INDIFFERENT		1981.0	Album	
yQcvZOJeiAY	Why Don't You Love Me (Like You Used To Do)?	Elvis Costello 	Almost Blue	Elvis Costello	INDIFFERENT		1981.0	Album	
HWmLhhjzoLA	Accidents Will Happen	Elvis Costello & The Attractions	Armed Forces	Elvis Costello & The Attractions	INDIFFERENT		1979.0	Album	
KabskY4osBw	Pump It Up (2021 Remaster)	Elvis Costello & The Attractions	This Year's Model (2021 Remaster)	Elvis Costello & The Attractions	INDIFFERENT		1978.0	Album	
F-H-RfS3vSw	Heartbreak Hotel (Second 'Sit-Down' Show - Live)	Elvis Presley	'68 Comeback Special (50th Anniversary Edition)	Elvis Presley	INDIFFERENT		2018.0	Album	
blmeWAWjlyk	Wear My Ring Around Your Neck	Elvis Presley	50,000,000 Elvis Fans Can't Be Wrong: Elvis' Gold Records, Vol. 2	Elvis Presley	INDIFFERENT		1959.0	Album	
w_Pe_WA5mqk	Milkcow Blues Boogie	Elvis Presley	A Date With Elvis	Elvis Presley	INDIFFERENT		1959.0	Album	
4cJO4h-Cq2U	Can't Help Falling in Love (Live at The Honolulu International Center, Hawaii January 14, 1973)	Elvis Presley	Aloha from Hawaii via Satellite (Legacy Edition)	Elvis Presley	INDIFFERENT		1973.0	Album	
1w4VEc92Y_4	Burning Love	Elvis Presley	Elv1s: 30 #1 Hits	Elvis Presley	INDIFFERENT		2002.0	Album	177.0
gR8auJHdex8	Paralyzed	Elvis Presley	Elvis	Elvis Presley	INDIFFERENT		1956.0	Album	
avk8-YRq_e8	Such a Night	Elvis Presley	Elvis Is Back	Elvis Presley	INDIFFERENT		1960.0	Album	
aCOURapuB6Q	Kentucky Rain	Elvis Presley	From Elvis in Memphis	Elvis Presley	INDIFFERENT		1969.0	Album	
EUvbgY79wuA	(Let Me Be Your) Teddy Bear	Elvis Presley	Loving You	Elvis Presley	INDIFFERENT		1957.0	Album	
k7dboPDLLNs	Milkcow Blues Boogie	Elvis Presley	Sunrise	Elvis Presley	INDIFFERENT		1999.0	Album	
AMdKnZiwixk	Valhalla	Emancipator	Dusk to Dawn	Emancipator	INDIFFERENT	4.5022221	2013.0	Album	
rDcj4G1N6Co	Sunny Bliss	Emapea	Sunny Bliss	Emapea	INDIFFERENT		2022.0	Single	136.0
tUrtp6RN6wQ	Kurdistan	Embryo	Embryo's Reise	Embryo	INDIFFERENT	4.536232	1979.0	Album	
OAmEgXmhY9Y	Wajang Woman	Embryo	Nappy Music Man: Soul-Pop-Disco-Funk-Calypso-Crossover from Trinidad 1975-1981	Various Artists	INDIFFERENT		2015.0	Album	
eva7qTcZJjo	Pictures At An Exhibition	Emerson, Lake & Palmer	A Time And A Place	Emerson, Lake & Palmer	INDIFFERENT		2010.0	Album	940.0
PhNtKdrlmhY	Karn Evil 9 1st Impression, Pt. 2 (Alternate Version)	Emerson, Lake & Palmer	Brain Salad Surgery	Emerson, Lake & Palmer	INDIFFERENT		2014.0	Album	
s6InlBsym3g	Bananeira	Emilio Santiago	Emilio Santiago	Emilio Santiago	INDIFFERENT		1975.0	Album	
AAtBp2AFIuE	Miracle	Eminus	Miracle	Eminus	INDIFFERENT		2019.0	Single	
axDZW09BTTo	The Good Book	Emmylou Harris	The Inner Flame (A Tribute to Rainer Ptacek)	Various Artists	INDIFFERENT		2012.0	Album	
hYFvfhyE6iE	The Good Book	Emmylou Harris	The Inner Flame: A Tribute to Rainer Ptacek	Various Artists	INDIFFERENT		2012.0	Album	241.0
xA0ShPtnjXU	It's You That I Need	Enchantment	Sunshine (The Enchantment Anthology 1975-1984)	Enchantment	INDIFFERENT		1975.0	Album	
nFrhKthPTyU	Endangered Species	Endangered Species	The Endangered Species	Endangered Species	INDIFFERENT		2017.0	Album	267.0
hkqsJIQFKNc	The Last Waltz	Engelbert Humperdinck	The Last Waltz	Engelbert Humperdinck	INDIFFERENT		1967.0	Album	
aTqyIeYw5nI	Bear Catching Fish	Engine Kid	Bear Catching Fish	Engine Kid	INDIFFERENT		1993.0	Album	
p0up6SSxujo	Dowdy Ferry Road	England Dan & John Ford Coley	Dowdy Ferry Road	England Dan & John Ford Coley	INDIFFERENT		1977.0	Album	
TcZVdi-1zds	Moisture	Eprom	Halflife	Eprom	INDIFFERENT	5.0	2013.0	Album	
wh8X82ON4Io	Baby Come Back	Equals	Oh Julie	Various Artist	INDIFFERENT		2021.0	Album	
XwjyHyr5cxk	Chattanooga Choo Choo	Ernie Fields Orchestra	Rock'n'Roll (Boogie Rock)	Various Artists	INDIFFERENT		2019.0	Album	
U9UwswusDQc	Raunchy	Ernie Freeman	Lost Hits Of The 50's	Various Artists	INDIFFERENT		2012.0	Album	
L--v9ols1vg	Shout Shout (Knock Yourself Out)	Ernie Maresca	Shout! Shout! (Knock Yourself Out)	Ernie Maresca	INDIFFERENT		1993.0	Album	
m9oGF1vJAxs	Cocaine Blues	Escort	Cocaine Blues	Escort	INDIFFERENT		2010.0	Single	
RnUtvZR8f5k	Cocaine Blues	Escort	Escort	Escort	INDIFFERENT		2012.0	Album	
jQgJh7Ohn2w	Josephine	Escort	Josephine	Escort	INDIFFERENT		2018.0	Single	
sloDU7XfnTU	Everything I Am	Ethereal	Everything I Am	Ethereal	INDIFFERENT		2021.0	Single	222.0
Y_ewqq4mcHo	Histoire de graine	Etron Fou Leloublan	Batelages	Etron Fou Leloublan	INDIFFERENT		1976.0	EP	
pejfmfRWBWs	The Wallflower (AKA Roll With Me Henry) (Single Version)	Etta James	Classic Masters	Etta James	INDIFFERENT		2003.0	Album	
TPQRyzvobP8	Unspoken Dreams of Light	Eugene McDaniels	Outlaw	Eugene McDaniels	INDIFFERENT		2005.0	Album	
dhPnqHwb1Ek	Here Comes the Rain Again (Remastered Version)	Eurythmics	Touch (Reissue - Deluxe Edition)	Eurythmics	INDIFFERENT	4.5552607	1983.0	Album	
pdP9aGpiZ5w	On The Roof Again	Eve 6	Horrorscope	Eve 6	INDIFFERENT		1999.0	Album	
WzNyzAeIXK4	Summerland	Everclear	Sparkle And Fade	Everclear	INDIFFERENT		1995.0	Album	
SU8f8HtsYUI	Heroin Girl	Everclear	Sparkle And Fade	Everclear	INDIFFERENT		1995.0	Album	
YzzD_81GvkM	Wake Up Little Susie	Everly Brothers	D I V O R C E	Various Artist	INDIFFERENT		2021.0	Album	
0am_BfODDvc	Lost In This Moment	Evil Needle	Chillhop Essentials Summer 2022	Chillhop Music	INDIFFERENT		2022.0	Album	
7LZIEUxH9Ro	Transcend	Evil Needle	Chillhop Essentials Winter 2021	Chillhop Music	INDIFFERENT		2021.0	Album	
fjLF0CsaxNg	Kiss You All Over	Exile	Kiss You All Over	Exile	INDIFFERENT		2009.0	Album	
RXT5OvdtTT0	Kiss You All Over	Exile	Mixed Emotions	Exile	INDIFFERENT		1978.0	Album	297.0
5y7xC6bG2R8	The Sea	Exitmusic	From Silence	Exitmusic	INDIFFERENT	4.0292888	2011.0	EP	
AjUOUt7cfBY	How's That	FKA twigs	EP2	FKA twigs	INDIFFERENT	3.7833002	2013.0	EP	
tDoseU9PT6w	Tui	FKJ	.Wave, Vol. 2	Various Artists	INDIFFERENT	4.6923075	2018.0	Album	
iLWR9ZlMyZg	Skyline	FKJ	French Kiwi Juice	FKJ	INDIFFERENT	4.5541234	2017.0	Album	
ieXSGX3udHw	TUI	FKJ	TUI	FKJ	INDIFFERENT		2018.0	Single	110.0
VILtUYsW-9I	Misdemeanor	FOSTER SYLVERS	Foster Sylvers	FOSTER SYLVERS	INDIFFERENT		1973.0	Album	
XRSLqT49DX4	CRAZY DREAM	FRICTION	PASS NO PAST～EP＆シングルズ	V.A.	INDIFFERENT		2005.0	EP	
znb4MIahD3U	Take Me	Fabulous Souls	LAMP Records - It Glowed Like the Sun: The Story of Naptown's Motown 1969-1972		INDIFFERENT				
K8n_lKuIpK0	Midlife Crisis	Faith No More	Angel Dust	Faith No More	INDIFFERENT		1992.0	Album	
-t7AdYMkM0A	Landshark	Fang	Landshark / Where the Wild Things Are	Fang	INDIFFERENT		1982.0	Album	
CnkFFbLp2xk	A Dream of You	Far Caspian	A Dream of You	Far Caspian	INDIFFERENT		2019.0	Single	
mHTnpLAhV7M	Finding My Way Home	Far Caspian	Between Days	Far Caspian	INDIFFERENT	4.8504744	2018.0	EP	
V5wbgEXf0i8	Where There's a Whip There's a Way	Faster Pussycat	Wake Me When It's Over	Faster Pussycat	INDIFFERENT		1989.0	Album	
VlYKXTPILCk	My Lifestyle	Fat Joe	Jealous Ones Still Envy (J.O.S.E)	Fat Joe	INDIFFERENT		2001.0	Album	207.0
nG-SpZmTLeo	Traffic Stoppers	Fat Larry's Band	Breakin' Out	Fat Larry's Band	INDIFFERENT		1982.0	Album	
aIYVWKOWDfw	Things You Do	Fat Night	Things You Do	Fat Night	INDIFFERENT		2013.0	Single	
pQcdeogWqps	I Believe In Something Better	Fat White Family	Serfs Up!	Fat White Family	INDIFFERENT		2019.0	Album	
FWQcxwwMwBA	I'm Walkin'	Fats Domino	Golden Age of Rock 'n' Roll (Volume 1)	Fats Domino	INDIFFERENT		2021.0	Album	
OjFVmPkGGAM	South of the Border	Fats Domino	Rock Masters - 250 Original Greatest Hits	Various Artists	INDIFFERENT		2011.0	Album	
NbqSbTRCBl4	I'm Walkin'	Fats Domino	The Fats Domino Jukebox: 20 Greatest Hits The Way You Originally Heard Them	Fats Domino	INDIFFERENT		2002.0	Album	
inV69OghZ18	Kansas City	Fats Domino	The First King of Rock and Roll Volume 1	Fats Domino	INDIFFERENT		1963.0	Album	
oUBMO4n_0UY	Slow Boat to China	Fats Domino	The First King of Rock and Roll Volume 1	Fats Domino	INDIFFERENT		1963.0	Album	
sC0EUxXJl2k	Kansas City	Fats Domino	This is Gold, Volume 1	Fats Domino	INDIFFERENT		2009.0	Album	
mR56DXA_Cg0	(Feels Like) Heaven	Fiction Factory	Feels Like Heaven (The Best)	Fiction Factory	INDIFFERENT		2013.0	Album	
TaEfvhcJgvM	Mediterasian	Filippo Dall'asta	Mediterasian	Filippo Dall'asta	INDIFFERENT		2018.0	Single	
aH6xJmJKr_k	Sweet Dreams (Live In Chicago)	Fitz and The Tantrums	Live In Chicago	Fitz and The Tantrums	INDIFFERENT		2020.0	Album	
IrxxTvkcAA4	Moneygrabber	Fitz and the Tantrums	Pickin' up the Pieces	Fitz and the Tantrums	INDIFFERENT		2010.0	Album	
Nyr0EWSF8kM	Still Of The Night	Five Satins	Original Solid Gold Hits Volume 1	Various Artists	INDIFFERENT		2005.0	Album	
YkY04v5YNW8	Teenage Head	Flamin' Groovies	Teenage Head	Flamin' Groovies	INDIFFERENT	4.444068	1971.0	Album	
YY-jVXG9JqY	Gnu Song	Flanders & Swann	The Best Of Comedy & Music	Flanders & Swann	INDIFFERENT		2011.0	Album	
oMhjrj7wlSg	Small Beginnings	Flash	Flash	Flash	INDIFFERENT		1972.0	EP	
KOVyBhVsOV0	Sara	Fleetwood Mac	Greatest Hits	Fleetwood Mac	INDIFFERENT		1988.0	Album	
KeLY7sP345k	Go Your Own Way (Live 1980, Cleveland, OH)	Fleetwood Mac	Live	Fleetwood Mac	INDIFFERENT		1980.0	Album	
yaGFwKIJR7c	Hold Me	Fleetwood Mac	Mirage	Fleetwood Mac	INDIFFERENT		1982.0	Album	
e52xfRzUCpU	Smile at You (Outtake)	Fleetwood Mac	Mirage (Deluxe Edition)	Fleetwood Mac	INDIFFERENT		2016.0	Album	
SLlYUlS_Awo	Second Hand News (2004 Remaster)	Fleetwood Mac	Rumours	Fleetwood Mac	INDIFFERENT		1977.0	Album	177.0
abticFBnddk	Oh Daddy (2004 Remaster)	Fleetwood Mac	Rumours	Fleetwood Mac	INDIFFERENT		1977.0	Album	237.0
bLfcwDZ5GzQ	Second Hand News (2004 Remaster)	Fleetwood Mac	Rumours (Deluxe)	Fleetwood Mac	INDIFFERENT	4.6137719	1977.0	Album	
kVE4aOUX2iM	Silver Springs (2004 Remaster)	Fleetwood Mac	Rumours (Deluxe)	Fleetwood Mac	INDIFFERENT	4.7074084	1977.0	Album	
zLAXk8KSxsU	Oh Daddy (2004 Remaster)	Fleetwood Mac	Rumours (Deluxe)	Fleetwood Mac	INDIFFERENT	4.6224937	1977.0	Album	
tqOLTlZ_CcM	Silver Springs (2004 Remaster)	Fleetwood Mac	Rumours (Super Deluxe)	Fleetwood Mac	INDIFFERENT		1977.0	Album	289.0
ScSsOA4UVr8	Sara (2002 Remaster)	Fleetwood Mac	The Very Best Of Fleetwood Mac	Fleetwood Mac	INDIFFERENT		2002.0	Album	
AdY93EljQ1I	Foreign Language (Flight Facilities Extended Mix) (feat. Jess)	Flight Facilities	Foreign Language (Remixes)	Flight Facilities	INDIFFERENT		2011.0	Single	
5R-PfDNsoT8	Way Of The World	Flipper	Album - Generic Flipper	Flipper	INDIFFERENT		1981.0	Album	
IQu_pFOzZ50	Dying Punch (Dub Version)	Floating Action	Floating Version	Floating Action	INDIFFERENT		2023.0	EP	198.0
QpHMp_thBoE	K&G Beat	Floating Points	J&W Beat	Floating Points	INDIFFERENT		2009.0	Single	
PA5Ym2bcnTY	Happy Together	Floor Cry	Covers	Floor Cry	INDIFFERENT		2018.0	Single	
2Kcy3eIubG0	Cosmic Love	Florence + The Machine	Lungs (10th Anniversary Edition)	Florence + The Machine	INDIFFERENT		2009.0	Album	
Bv7kaJ1WWMs	Cosmic Love	Florence + The Machine	Lungs (Digital Deluxe Version)	Florence + The Machine	INDIFFERENT		2009.0	Album	
M5qYBhacTLo	Satori Part I	Flower Travellin' Band	Satori	Flower Travellin' Band	INDIFFERENT		1971.0	Album	
h2NKR1xt8pU	Icehouse	Flowers	Icehouse (30th Anniversary Edition)	Flowers	INDIFFERENT		1982.0	Album	
apy6d_coAFY	Long Road To Ruin	Foo Fighters	Echoes, Silence, Patience & Grace	Foo Fighters	INDIFFERENT		2007.0	Album	
yu25wba5Eyg	I'll Stick Around	Foo Fighters	Foo Fighters	Foo Fighters	INDIFFERENT		1995.0	Album	
gJgJSizbH2g	Weenie Beenie	Foo Fighters	Foo Fighters	Foo Fighters	INDIFFERENT		1995.0	Album	
xt7pS769Ay0	Waiting On A War	Foo Fighters	Medicine At Midnight	Foo Fighters	INDIFFERENT		2021.0	Album	
IipJAYA1p4I	New Way Home	Foo Fighters	The Colour And The Shape	Foo Fighters	INDIFFERENT	4.403419	1997.0	Album	
2Psg8CaJkUQ	Aurora	Foo Fighters	There Is Nothing Left To Lose	Foo Fighters	INDIFFERENT		1999.0	Album	
rNo5LkUnNEs	Underwater Girl	For Tracy Hyde	he(r)art	For Tracy Hyde	INDIFFERENT		2017.0	Album	
RIdfPBmUAXc	Waiting for a Girl like You	Foreigner	4 (Expanded)	Foreigner	INDIFFERENT		1981.0	Album	290.0
ShHoIRaa0lw	Feels like the First Time	Foreigner	Foreigner (Expanded)	Foreigner	INDIFFERENT		1977.0	Album	193.0
BxxZUgiH-oo	Waiting for a Girl Like You	Foreigner	Records	Foreigner	INDIFFERENT		1982.0	Album	
8tMKanAqkbc	Sit Next to Me	Foster The People	Sacred Hearts Club	Foster The People	INDIFFERENT		2017.0	Album	
JoylmpPkEB0	Reach Out I'll Be There	Four Tops	20th Century Masters - The Millennium Collection: The Best Of The Four Tops	Four Tops	INDIFFERENT		1999.0	Album	
Y9l4MGwpQS0	Bernadette	Four Tops	20th Century Masters - The Millennium Collection: The Best Of The Four Tops	Four Tops	INDIFFERENT		1999.0	Album	185.0
oZLG9MV5GvQ	It's The Same Old Song	Four Tops	Four Tops Second Album	Four Tops	INDIFFERENT	4.7157207	2016.0	Album	
CoZayIuTrf4	Reach Out I'll Be There (Single Version / Mono)	Four Tops	Hitsville USA - The Motown Singles Collection 1959-1971	Various Artists	INDIFFERENT		1992.0	Album	
MHOly1URJjw	It's The Same Old Song (Single Version / Mono)	Four Tops	More Songs From The Original Soundtrack Of The Big Chill 15th Anniversary	Various Artists	INDIFFERENT		1984.0	Album	
AUZ3INx3-KA	Reach Out I'll Be There	Four Tops	Reach Out	Four Tops	INDIFFERENT	4.650764	1967.0	Album	
vQ4eRsEjIFY	Bernadette	Four Tops	Reach Out	Four Tops	INDIFFERENT		1967.0	Album	
1v4twH9KbnU	Reach Out I'll Be There (Single Version / Mono)	Four Tops	The Ultimate Collection: Four Tops	Four Tops	INDIFFERENT		1997.0	Album	
3AKj2W4e-BQ	Can't Seem To Get You Out Of My Mind	Four Tops	Yesterday's Dreams	Four Tops	INDIFFERENT		1968.0	Album	
Z8oTvIaWH7s	Poupée de cire, poupée de son	France Gall	Mes Débuts	France Gall	INDIFFERENT		2019.0	Album	
zQTlrC6FUlQ	Fever	Frances Faye	Caught In The Act (2 Albums on 1 CD)	Frances Faye	INDIFFERENT		1958.0	Album	
AuwukTd8Tzo	All My Ghosts	Frank Black And The Catholics	Frank Black & The Catholics	Frank Black & the Catholics	INDIFFERENT		1998.0	Album	
1Dv-Bs56hDM	How Long Has This Been Going On	Frank Rosolino Quintet	Frank Rosolino Quintet	Frank Rosolino Quintet	INDIFFERENT	4.3702126	1995.0	Album	
hWG6p92LIk0	Together	Frank Sinatra	All Alone	Frank Sinatra	INDIFFERENT		1962.0	Album	
i6AQpAn7luU	In The Wee Small Hours Of The Morning (Remastered 1998)	Frank Sinatra	Classic Sinatra - His Great Performances 1953-1960	Frank Sinatra	INDIFFERENT		2000.0	Album	
j7Jfs9MY0hg	In The Wee Small Hours Of The Morning (Remastered 1998)	Frank Sinatra	In The Wee Small Hours	Frank Sinatra	INDIFFERENT		1955.0	Album	181.0
TeDfgUvyKHk	It Was A Very Good Year (Remastered 2008)	Frank Sinatra	Nothing But The Best	Frank Sinatra	INDIFFERENT		2008.0	Album	
YFham2Xu6nA	The Way You Look Tonight (Remastered 2008)	Frank Sinatra	Nothing But The Best	Frank Sinatra	INDIFFERENT		2008.0	Album	
FebPXqfHjHw	Wave	Frank Sinatra	Sinatra & Company	Frank Sinatra	INDIFFERENT	4.7726002	1971.0	Album	
J1oj7Z1IN8A	I've Got You Under My Skin	Frank Sinatra	Sinatra's Sinatra	Frank Sinatra	INDIFFERENT		1963.0	Album	
fjKp0G3dOK0	Pennies from Heaven	Frank Sinatra	Songs for Swingin' Lovers!	Frank Sinatra	INDIFFERENT		1956.0	Album	
8XuL5xSVL7s	You Make Me Feel so Young	Frank Sinatra	Songs for Swingin' Lovers!	Frank Sinatra	INDIFFERENT		1956.0	Album	
BTOeRwIUnG0	Strangers In The Night	Frank Sinatra	Strangers In The Night (Expanded Edition)	Frank Sinatra	INDIFFERENT		1966.0	Album	
nqISqqbMhls	Summer Wind	Frank Sinatra	Strangers In The Night (Expanded Edition)	Frank Sinatra	INDIFFERENT	4.6480284	1966.0	Album	
SoAQg9hVy9o	Cherry Pies Ought to Be You	Frank Sinatra	The Columbia Years (1943-1952): The Complete Recordings: Volume 11	Frank Sinatra	INDIFFERENT		1993.0	Album	
gpeiuVL5hLs	Love And Marriage	Frank Sinatra	Ultimate Sinatra	Frank Sinatra	INDIFFERENT		2015.0	Album	
LWXUdqvVO8Y	Somethin' Stupid	Frank Sinatra & Nancy Sinatra	The World We Knew	Frank Sinatra	INDIFFERENT		1967.0	Album	
684barVZEg4	Dede Dinah	Frankie Avalon	Greatest Hits	Frankie Avalon	INDIFFERENT		1960.0	Album	
ZLIZGqCZjVE	Apathy	Frankie Cosmos	Vessel	Frankie Cosmos	INDIFFERENT	4.4693875	2018.0	Album	
-4UDn2owJQE	Sea Cruise	Frankie Ford	For the Love of Doo Wop, Vol. 3	Various Artists	INDIFFERENT		2016.0	Album	
0N0UekNR-FY	Sea Cruise	Frankie Ford	Louisiana & The Old New Orleans Sound	Various Artists	INDIFFERENT		2012.0	Album	
PQaisBIv6ng	Sea Cruise	Frankie Ford	Pop & Doo Wop One Hit Wonders	Various Artists	INDIFFERENT		2015.0	Album	
EJg3hOJSBnk	I Believe	Frankie Laine	Command Performance	Frankie Laine	INDIFFERENT		1955.0	Album	
4lkTe_0hIJ0	Tell Me a Story (Single Version)	Frankie Laine	The Essential Frankie Laine	Frankie Laine	INDIFFERENT		2014.0	Album	
oZTBNzNkTpw	Moonlight Gambler	Frankie Laine	The Very Best of Frankie Laine	Frankie Laine	INDIFFERENT		1977.0	Album	
t5NML9XwT_s	Why Do Fools Fall In Love	Frankie Lymon	Modern Art of Music: Wedding Album	Various Artists	INDIFFERENT		2012.0	Album	
Wb27div_K4k	Why Do Fools Fall in Love	Frankie Lymon	The Abc's of Love	Frankie Lymon	INDIFFERENT		2013.0	Album	
bL_WVdYfVgo	The Abc's of Love	Frankie Lymon	The Abc's of Love	Frankie Lymon	INDIFFERENT		2013.0	Album	
3e_qZCOaw3A	I 'm Not A Juvinile Delinquent	Frankie Lymon	The Summer Of '57	Various Artists	INDIFFERENT		2008.0	Album	
9fUG1LGE2pM	Why Do Fools Fall In Love	Frankie Lymon & The Teenagers	Rock'n'Roll & Jukebox Hits - 60 Originals From The 50s	Various Artists	INDIFFERENT		2012.0	Album	
KqX6r3KPEGY	I'm Not A Juvenile Delinquent	Frankie Lymon & The Teenagers	Rock, Rock, Rock	Various Artists	INDIFFERENT		1956.0	Album	
RpC508eA2-A	Why Do Fools Fall In Love	Frankie Lymon & The Teenagers	Vintage Rock 50's	Various Artists	INDIFFERENT		2018.0	Album	
RU9OTKk-lZ8	Moon in My Mind	Frankie Rose	Interstellar	Frankie Rose	INDIFFERENT		2012.0	Album	
h1ZheD9McPo	Candy	Frankie Rose and the Outs	Frankie Rose and The Outs	Frankie Rose and the Outs	INDIFFERENT		2010.0	Album	
l56yROUf9bE	Double Dutch Bus	Frankie Smith	Double Dutch Bus	Frankie Smith	INDIFFERENT		1981.0	Single	
Xtyaf7AZpU0	She's Long and Tall	Frankie St. John & the Star-Fires	The Raging Teens, Vol. 3		INDIFFERENT				
q7R9-e4f8Kw	Working My Way Back to You (2007 Remaster)	Frankie Valli & The Four Seasons	Jersey Beat: The Music Of Frankie Valli and The Four Seasons	Frankie Valli & The Four Seasons	INDIFFERENT	4.7596998	2007.0	Album	
0Ae-TCYR82I	Rag Doll	Frankie Valli & The Four Seasons	Jersey Boys: Music From The Motion Picture And Broadway Musical	Jersey Boys	INDIFFERENT		2014.0	Album	
LVAsnD969qs	Sherry	Frankie Valli & The Four Seasons	Sherry and 11 Other Hits	The Four Seasons	INDIFFERENT		1962.0	Album	
vJE2EEP8t6M	Let's Hang On (2006 Remaster)	Frankie Valli & The Four Seasons	The Definitive Pop Collection	Frankie Valli & The Four Seasons	INDIFFERENT	4.6750822	2006.0	Album	
FFsb9jvEik4	Walk Like a Man (2006 Remaster)	Frankie Valli & The Four Seasons	The Definitive Pop Collection	Frankie Valli & The Four Seasons	INDIFFERENT		2006.0	Album	
AbQ1rDc3Cx0	Who Loves You	Frankie Valli & The Four Seasons	Who Loves You	The Four Seasons	INDIFFERENT		1975.0	Album	
wIKrPIKk_M4	Simulator (Live)	Frankie and the Witch Fingers	Levitation Sessions (Live)	Frankie and the Witch Fingers	INDIFFERENT		2020.0	Album	
_sQaaaoPHe8	Realization	Frankie and the Witch Fingers	ZAM	Frankie and the Witch Fingers	INDIFFERENT	4.7185931	2019.0	Album	
jZxZW_2tUb4	Underneath You	Frankie and the Witch Fingers	ZAM	Frankie and the Witch Fingers	INDIFFERENT		2019.0	Album	
rZ0JDJbevOM	The Fallen	Franz Ferdinand	You Could Have It So Much Better	Franz Ferdinand	INDIFFERENT		2005.0	Album	
8IkUZeHVAfQ	Other Side to This Life	Fred Neil	Bleecker And McDougal	Fred Neil	INDIFFERENT		2005.0	Album	
s0_fy6v3fas	Peace Power	Fred Wesley	Amalgamation	Fred Wesley & Fred Wesley	INDIFFERENT		1994.0	Album	
BabBU_swvEg	High Times (feat. F.T. & Eastsidaz)	FredWreck	Greatest Hits Vol. 1	FredWreck	INDIFFERENT		2013.0	Album	
Ts0gMDUzEag	Do the Freddie	Freddie & The Dreamers	The Ultimate Collection	Freddie & The Dreamers	INDIFFERENT		2006.0	Album	
ENsSN2EFyZ0	The Young Ones (2005 Remaster)	Freddie & The Dreamers	The Very Best Of	Freddie & The Dreamers	INDIFFERENT	3.8370044	2008.0	Album	
OPNumqiy-RE	Do the Freddie	Freddie & The Dreamers	The Very Best Of	Freddie & The Dreamers	INDIFFERENT	3.6224067	2008.0	Album	
3XUfOiOJMFk	Snatch It And Grab It	Freddie Hart	Whistle Bait: 25 Rockabilly Rave-Ups	Various Artists	INDIFFERENT		2000.0	Album	
Hv3x4bIUjoQ	Lowdown In Lodi	Freddie King	Texas Cannonball	Freddie King	INDIFFERENT		1972.0	Album	
H_wC5oFiGcw	Crazy Girl (Part 1)	Freddie Love	The Funky Side of Goldband/ANLA Records	Various Artists	INDIFFERENT		2014.0	Album	
qXDc5COhye8	Picture on the Wall	Freddie McKay	Picture on the Wall (Deluxe Edition)	Freddie McKay	INDIFFERENT		1971.0	Album	
70_YD31vSbc	Band of Gold	Freeda Payne	Soul Music Finest, Vol. 1	Various Artists	INDIFFERENT		2000.0	Album	
PfYG9W-HCpY	Location	Freelance Whales	Weathervanes	Freelance Whales	INDIFFERENT	4.3739457	2009.0	Album	
Rvv3a5iq9pQ	Friday Nights	French Horn Rebellion	Next Jack Swing	French Horn Rebellion	INDIFFERENT	4.489933	2014.0	Album	
h7sAMm6fWD4	Our Lordship Has Devised a New Billing System	Frog Eyes	Ego Scriptor	Frog Eyes	INDIFFERENT	5.0	2004.0	Album	
gxKo4RMiJxM	Idle Songs	Frog Eyes	Tears Of The Valedictorian	Frog Eyes	INDIFFERENT	5.0	2007.0	Album	
A0rfQz27iEw	If You Feel It, Say Yeah	Fruit	Fruit	Fruit	INDIFFERENT		2016.0	Album	
n_QLIgLvulo	Love So Cold	Fryars	Power	Fryars	INDIFFERENT	3.9575758	2014.0	Album	
IBg0wXPZagQ	Motions	Fujitsu	Corals	Fujitsu	INDIFFERENT	4.6589985	2017.0	EP	
GTeEmo5uVNg	One of a Kind	Funk Leblanc	One of a Kind	Funk Leblanc	INDIFFERENT		2018.0	EP	
jn52ojCCPWI	Cosmic Slop	Funkadelic	Cosmic Slop	Funkadelic	INDIFFERENT		1973.0	Album	
9zZfbkUkodY	Free Your Mind And Your Ass Will Follow	Funkadelic	Free Your Mind... And Your Ass Will Follow	Funkadelic	INDIFFERENT		1970.0	Album	
8wQBffjTt8c	Hit It and Quit It	Funkadelic	Maggot Brain	Funkadelic	INDIFFERENT		1971.0	Album	
gQw7b489DlE	One Nation Under a Groove	Funkadelic	Young Soul Rebels	Various Artists	INDIFFERENT		2010.0	Album	
