	title	artist	album	likeStatus	videoId	albumId	artistId
126	Rock And Roll Music (Remastered 2009)	The Beatles	Beatles For Sale	LIKE	IRF6nmqcbxo	MPREb_GOFIhgRPUsi	UC2XdaAVUannpujzv32jcouQ
117	Louisiana Blues	Muddy Waters	The Best Of Muddy Waters	LIKE	0nf_bjcYRpI	MPREb_T87ZmgoFEyP	UCZ5YpKcmxGptLgRRW8ujxHA
119	Don't You Just Know It	"Huey ""Piano"" Smith & His Clowns"	Having a Good Time	LIKE	3P3yqQ4vgHA	MPREb_mal9t1n48j1	UClceSz3Mfi1R8BZypVj2egQ
118	Matchbox	Carl Perkins	Deluxe: Greatest Hits - Carl Perkins	LIKE	OTA8m_luor4	MPREb_T0rm9ZXoIpI	UCO46V98c7Ib6Un4Y1mMpqbg
94	Somethin' Else	Young Dolph	Dum and Dummer 2	INDIFFERENT	BRWIBYSKNGs	MPREb_nSADvdBIArV	UCvUZUUxWhwtKLVQ9bVRjLEA
79	I'm A Fool About Your Love	Werly Fairburn	Rockin' R&B Classics	INDIFFERENT	vClrYGoMbFw	MPREb_D26yS4M8cGU	UCLC5WvSCgX9jAWjZQgWy8hQ
91	Them There Eyes-	Varetta Dillard	New York City Blues & R&B 1949-54	INDIFFERENT	LntXoVb-tw0	MPREb_wCvfk6ejgPp	UCMK2zBlJpM3JPTKnKT5Qb7w
71	Looped	Tommy Ridgley	Giving You R'n'B!	INDIFFERENT	nVx2im37xqI	MPREb_VfLImuWAtxy	UCVC_5f_s9qdB1Ts4BZJO-kA
90	Lord Hoody	Tommy Blake	Sun Rock 'n' Roll Vol.3	INDIFFERENT	8DPKmSF3R4c	MPREb_wDhWqa0MAb7	UCJhpkc9yEpvx6YQVZi-Y4Sg
116	When You Dance	The Turbans	The Only Doo Wop Album You'll Ever Need	INDIFFERENT	7Ce4nBTHNx8	MPREb_Mhn4JSlf0L9	UCilzjsjZwn4Cf_xXjsmDjUg
82	It Ain't the Meat	The Swallows	Vintage Songs of Sex, Drugs & Cigarettes	INDIFFERENT	1MyRTmIMN2Q	MPREb_6emp83bmaGX	UCtvhzkgNeLeB5CkSpDpBwqw
65	Phantom Stage Coach	The Ravens	Rarities	INDIFFERENT	MGQPoK0_X4o	MPREb_zzPlFsN7KVg	UCfV4jgeKX-0CiZ-LridgH3w
61	The Death of Emmett Till, Pt. 1	The Ramparts	The Death of Emmett Till	INDIFFERENT	V3LDGJ_PMG4	MPREb_aozsKtC8dU8	UC0IUgJB8j81UTJ9kyeaR52A
70	Softly and Tenderly	The Prisonaires	Sun Records Originals: Just Walkin' In The Rain	INDIFFERENT	Zer_qDV_Dnw	MPREb_7tHyqdgGgGc	UC9a7aHayKUTza9_k8oo9wZg
111	Love Me	The Phantom	HALLOWEEN Party: Vintage Hits From Hell, Vol. 1	INDIFFERENT	KEoNpGcPt7I	MPREb_HQ4bBf2QL1g	UCeYC37bZA_8hrMj1cyl7Fsw
64	Chanson d'Amour	The Manhattan Transfer	Coming Out	INDIFFERENT	ZFok22v2AOA	MPREb_MgoRz2ARo4W	UC6xFDuPVArWFFDdq_HxxplQ
105	Hearts Of Stone	The Jewels	The Best Doo Wop Collection Ever - 100 Unforgettable Tracks	INDIFFERENT	npCb-8GilRE	MPREb_kzeTDccDKwq	UCOGfKBc45bkq-bSmtRnefdw
86	Love I You	The Gaylords	The Best Of The Gaylords	INDIFFERENT	BxcxGiyf4bk	MPREb_GDiUt4jpE4I	UCxQ1wmMPQJrFuKMJCJelQJA
73	Big Man	The Four Preps	The Best of the Four Preps	INDIFFERENT	xmF0dSVmqtY	MPREb_BoUgxjwncZv	UC9J0TACPReX2IRCFPgDStZw
127	Jump Children (Vooit-Vooit)	The Flamingos	The Flamingos Meet The Moonglows On The Dusty Road Of Hits	INDIFFERENT	7e7dfLYWn1U	MPREb_XSxnccws5vZ	UCo8CAd5fWONAwHClRqVtLmA
76	White Christmas (feat. Clyde McPhatter & Bill Pinkney)	The Drifters	Christmas: The Collection (50 of the Greatest Original Xmas Hits)	INDIFFERENT	zZzjC0NzGOw	MPREb_DyAfaUadNoJ	UCo55cRv8wdnMdwWFMgnDYpA
96	Whispering Bells (feat. Krips Johnson)	The Del-Vikings	Come Go With Me: The Best Of The Del-Vikings	INDIFFERENT	rw4UAQeFDNw	MPREb_YQGOHX8Tyk0	UCJ2gRotmZhgK3u0mTNQJyaw
74	Charlie Brown	The Coasters	Down in Mexico - Very Best Of	INDIFFERENT	0MWT6y68Fqk	MPREb_0Enbmn8tHUZ	UCpgE45UhoSDJ6na4UP4KEQw
106	Poison Ivy (2007 Remaster; Remastered)	The Coasters	There's A Riot Goin' On: The Coasters On Atco	INDIFFERENT	lbrtRlAtNys	MPREb_fCBJ4B4pMVm	UCpgE45UhoSDJ6na4UP4KEQw
85	Mr. Sandman	The Chordettes	"La discothèque idéale / Nos années 60 !: Vol. 7 ""Les crooners"", Pt. 1"	INDIFFERENT	4mR_VbMrbIs	MPREb_1dJcYR0qS5W	UCbN48WfBpHTGcj4yxl8Revg
23	She's The One For Me	The Aquatones	Doo-Wop Classics Vol. 2 (Fargo Records)	INDIFFERENT	LRWRB6urVkg	MPREb_lqRu2uwE7sl	UCEvxqgNQjgSNPYCzzyRtu1A
77	Till I Waltz Again With You	Teresa Brewer	A Sweet Old-Fashioned Girl	INDIFFERENT	B8E6p-l2ImQ	MPREb_20PVD5u2K0y	UC80CxqxtRFgMV5-Y0X9_Jmw
114	Africa	Sun Ra	The Nubians of Plutonia	INDIFFERENT	wWoORtYvqqY	MPREb_IprPV0kSMKE	UChUQgC_KvNmK6Na3Zt9o-0Q
110	(Remember Me) I'm The One Who Loves You	Stu Hamblen	Columbia Country Classics               Volume 2:  Honky Tonk Heroes	INDIFFERENT	0QliD190f3g	MPREb_AlUSajxRKtp	UC_iX4bKwJ6Fg85u778fOwYg
89	Abdullah (feat. AFO & Ursacian)	Specii	Usile, Vol. 1	INDIFFERENT	16_ockloOUQ	MPREb_dg9L2u3HqV3	UCLEvFcsht7haFpIHIFuNKlw
30	That's Happiness	Special EFX	Play	INDIFFERENT	PQy7Ftploqw	MPREb_YaXcUV2rJDz	UCbrlajktZSFr9Ft2ITnqBFA
60	Hearts of Stone	Southside Johnny and The Asbury Jukes	Hearts of Stone	INDIFFERENT	6Cqo8LOPDE0	MPREb_rRjTIVawggI	UCj937hGZc2UwMCtsh5sQ9zw
97	Jingle Bell Rock	Sounds Of Christmas	101 Christmas Songs	INDIFFERENT	y3E1GDSzIak	MPREb_Edrndiquwud	UC6UpTp4RK-THxh4P69XrkmA
3	No Nights By Myself	Sonny Boy Williamson	I Ain't Beggin' Nobody	INDIFFERENT	v5kG83M03DQ	MPREb_fx0HHrffOA8	UCWEMaF6bf_6V2swH692S1EQ
81	The Signifying Monkey	Smokey Joe Baugh	Yellow Sun Blues (Vol. 1)	INDIFFERENT	RvLUZ8ycNv4	MPREb_8BqZdMEaw5D	UCgJ5S_sKadoJZB2aod1P0Tw
52	Rose Marie	Slim Whitman	The Outstanding Fifties 1955 Vol. 1	INDIFFERENT	zQjlfaDLieI	MPREb_tT37cuaXDAw	UCrlzwdn3boPyXi_XM3A83Qw
