	title	artist	album	likeStatus	videoId	albumId	artistId
9	Future Blues	Willie Brown	Masters Of The Delta Blues: The Friends Of Charlie Patton	INDIFFERENT	WEPC2NHRxPs	MPREb_vmduvwpUpRK	
0	Can't Stay Here	Tucker Beathard	KING	INDIFFERENT	p76jnsQoBZI	MPREb_8Y6z3Oml9iS	UCdhTXQj_oFfHk05EdonvLMA
25	I'm A King Bee	The Stone Foxes	I'm A King Bee	INDIFFERENT	WYPBnUuMehU	MPREb_orypSf5RVuw	UC4hgyKBeNs645bYQoaf-5sQ
84	Virginia (feat. Warren Haynes)	The Marcus King Band	The Marcus King Band	INDIFFERENT	VgLdtJ2gSyA	MPREb_2EGHtzTo1uQ	UC5xpuW4UI520aDhKXGaJYgQ
53	How You Like Me Now	The Heavy	The House That Dirt Built	INDIFFERENT	PgeluJltn8w	MPREb_hRwjXfWlHH0	UCbGFbVqBTN3aCjUwz3FChFw
67	Rock Me (Live in Vancouver, 1970)	The Doors	Strange Nights of Stone	INDIFFERENT	N1Ui_uAhnns	MPREb_csfR6eZuEyY	UCdx4iSJpg33jNmd9auQT04Q
62	Endless Sleep (Remixed)	The Blackwater Fever	Sweet Misery (Remixed & Remastered)	INDIFFERENT	zKKYC0Kcias	MPREb_2txb09jYxu0	UCd6SOly-og7Eei1d2_KJXYg
96	When The Night Comes	The Blackwater Fever	The Depths	INDIFFERENT	_rDwebJV2TI	MPREb_Whvh9S7UyNo	UCd6SOly-og7Eei1d2_KJXYg
99	In Stereo (Remixed)	The Blackwater Fever	In Stereo (Remixed & Remastered)	INDIFFERENT	FkTIYZCHfNg	MPREb_1aG5pEUqCpH	UCd6SOly-og7Eei1d2_KJXYg
57	Swords Of A Thousand Men	Tenpole Tudor	Wünderbar (The Stiff Records Singles Collection)	INDIFFERENT	KdgPEpXxq0A	MPREb_SKF02W69wnx	UC4rBDQa-QrtcTWfA8aT3Y6Q
11	Learn How to Love	Tedeschi Trucks Band	Revelator	INDIFFERENT	oPdwxSBNt-E	MPREb_1FsX6GsxA1L	UCpShvKHfjSUx1cLpH2wlHGA
42	Cakewalk into Town	Taj Mahal	Recycling the Blues & Other Related Stuff	INDIFFERENT	WU764hR3I7Q	MPREb_ypmfql2GTJ3	UCylg6tzCZVAJrq5z4i1bgpg
38	Night Train	Tab Benoit	Fever For The Bayou	INDIFFERENT	FS3ALZwXOD8	MPREb_UTJNhglhh2u	UC-hP6kXrX4IReIABLhiy9IQ
22	Fishnet Stockings	Stray Cats	Runaway Boys: A Retrospective '81 To '92	INDIFFERENT	wYibCOkp9so	MPREb_GuoN8gDkn8P	UC0gJ5apzM5borvq4HHWxpxQ
35	Little Miss Prissy	Stray Cats	Built For Speed	INDIFFERENT	lYUXweUXfic	MPREb_P0VaFSw89YB	UC0gJ5apzM5borvq4HHWxpxQ
54	Look At That Cadillac	Stray Cats	Rant N' Rave With The Stray Cats	INDIFFERENT	gTuok4LHscI	MPREb_dyZJHjwQLik	UC0gJ5apzM5borvq4HHWxpxQ
55	Built For Speed	Stray Cats	Built For Speed	INDIFFERENT	CqVTfl6hZsM	MPREb_P0VaFSw89YB	UC0gJ5apzM5borvq4HHWxpxQ
58	Gene And Eddie (Remaster 2000)	Stray Cats	Greatest Hits	INDIFFERENT	iutXQ6y2qs4	MPREb_yHinGagomKP	UC0gJ5apzM5borvq4HHWxpxQ
59	Hotrod Gang	Stray Cats	Rant N' Rave With The Stray Cats	INDIFFERENT	SEnAKhDMyxY	MPREb_dyZJHjwQLik	UC0gJ5apzM5borvq4HHWxpxQ
63	You Don't Believe Me	Stray Cats	Built For Speed	INDIFFERENT	cjafKRO04J8	MPREb_P0VaFSw89YB	UC0gJ5apzM5borvq4HHWxpxQ
69	Rockin' All Over The Place	Stray Cats	Blast Off	INDIFFERENT	wmiebSATi94	MPREb_ymquIfHf3dI	UC0gJ5apzM5borvq4HHWxpxQ
71	Jeanie, Jeanie, Jeanie	Stray Cats	Built For Speed	INDIFFERENT	ldRrf8NzdPs	MPREb_P0VaFSw89YB	UC0gJ5apzM5borvq4HHWxpxQ
77	18 Miles To Memphis	Stray Cats	Rant N' Rave With The Stray Cats	INDIFFERENT	jzDL0kj0RyU	MPREb_dyZJHjwQLik	UC0gJ5apzM5borvq4HHWxpxQ
83	Gina	Stray Cats	Gina	INDIFFERENT	yewiC1FIYAE	MPREb_z6vCuJMQOhm	UC0gJ5apzM5borvq4HHWxpxQ
24	Tightrope	Stevie Ray Vaughan & Double Trouble	In Step	INDIFFERENT	KYZcaAqZQDY	MPREb_v8PWAd4HtbF	UCG47N6MrGcPaJpVRgBoAVAQ
65	Collins Shuffle (Live at Montreux Casino, Montreux, Switzerland - July 1982)	Stevie Ray Vaughan & Double Trouble	Live At Montreux 1982 & 1985	INDIFFERENT	4b7Gf6md1GE	MPREb_l0ySyefjP9p	UCG47N6MrGcPaJpVRgBoAVAQ
6	I've Got Love If You Want It	Slim Harpo	Best Of Slim Harpo	INDIFFERENT	fXLhbwSHK30	MPREb_ZGAHrbkP9wx	UCrcFb_S9sHwwfAkfijuNxrg
14	Didn't It Rain	Sister Rosetta Tharpe with Marie Knight	Sister Rosetta Tharpe Vol. 3 (1946-1947)	INDIFFERENT	oJLSbDPqfCE	MPREb_Z70J5hMe4Pv	UCM8MNT2OAyMhnnZWJHkE69Q
12	Dog House Boogie	Seasick Steve	Dog House Music	INDIFFERENT	Sok_2dakI_s	MPREb_Lwn19OWVeAs	UCn77gq35xOOkMhYkRvqX7mA
19	Don't Know Why She Love Me But She Do	Seasick Steve	You Can't Teach An Old Dog New Tricks	INDIFFERENT	y3rLCz7JtlI	MPREb_U04znRFVyeO	UCn77gq35xOOkMhYkRvqX7mA
52	Bring It On	Seasick Steve	Sonic Soul Surfer (Deluxe)	INDIFFERENT	gSbNJsXBzSI	MPREb_x317eVXFP33	UCn77gq35xOOkMhYkRvqX7mA
2	Everybody Ought To Treat A Stranger Right	Ry Cooder	The Prodigal Son	INDIFFERENT	6c-heufZ0UY	MPREb_HRwwP8KFm6Q	UCpVcS5v4aswxvZ2U_lwFDWA
47	The Prodigal Son	Ry Cooder	The Prodigal Son	INDIFFERENT	5rahZMMdBpM	MPREb_HRwwP8KFm6Q	UCpVcS5v4aswxvZ2U_lwFDWA
10	Jumper Hanging out on the Line	R.L. Burnside & The Sound Machine	Sound Machine Groove	INDIFFERENT	NSz_XUqFU3c	MPREb_Z6mqIAGfTM7	UCknf9wZF2_lNW40-uMMcNYA
26	Jumper on the Line	R.L. Burnside	Mississippi Hill Country Blues	INDIFFERENT	R8FoLI_j82I	MPREb_88QCbpv1hqd	UCknf9wZF2_lNW40-uMMcNYA
43	Rollin' & Tumblin'	R.L. Burnside	Mr. Wizard	INDIFFERENT	GxOruGZn8z0	MPREb_4t2lcAAaIQT	UCknf9wZF2_lNW40-uMMcNYA
48	House up on the Hill	R.L. Burnside	Mississippi Hill Country Blues	INDIFFERENT	LjV0MLPLweM	MPREb_88QCbpv1hqd	UCknf9wZF2_lNW40-uMMcNYA
60	Just Like a Woman	R.L. Burnside	Mississippi Hill Country Blues	INDIFFERENT	oQqehm9O48A	MPREb_88QCbpv1hqd	UCknf9wZF2_lNW40-uMMcNYA
70	Someday Baby	R.L. Burnside	A Bothered Mind	INDIFFERENT	WkfxbUCDer4	MPREb_9HVKBmobfxo	UCknf9wZF2_lNW40-uMMcNYA
81	It's Bad You Know	R.L. Burnside	Come on In	INDIFFERENT	f1jj0dK-nxE	MPREb_yVu1WazJEZK	UCknf9wZF2_lNW40-uMMcNYA
85	Bad Luck and Trouble	R.L. Burnside	Mississippi Hill Country Blues	INDIFFERENT	5DcQAyzdpoI	MPREb_88QCbpv1hqd	UCknf9wZF2_lNW40-uMMcNYA
93	Long Haired Doney	R.L. Burnside	Mississippi Hill Country Blues	INDIFFERENT	H0y25PfV74c	MPREb_88QCbpv1hqd	UCknf9wZF2_lNW40-uMMcNYA
86	Remember to Breathe	Owen Campbell	The Pilgrim	INDIFFERENT	YPhU_DzUhZI	MPREb_cMce5CLi0eP	UCjByA8oV7xtkoNeWt8ibIyg
68	Rollin 'N Tumblin	North Mississippi Allstars	World Boogie Is Coming	INDIFFERENT	6szvux3_nv0	MPREb_MeBefQTcciJ	UCmcVqDWzfQK-FIWuhPb9rFQ
73	Brother	Murder By Death	In Bocca Al Lupo	INDIFFERENT	r0uPjg63XmQ	MPREb_jOzyoirxBK2	UCs2E8ZnFQyIXgIa885UV1iQ
5	Caledonia	Muddy Waters	Breakin' It Up, Breakin' It Down	INDIFFERENT	LVI85r4s0A4	MPREb_c3zBhu06wTG	UCZ5YpKcmxGptLgRRW8ujxHA
46	Two Trains Runnin' (Live)	Muddy Waters	The Real Chicago Blues	INDIFFERENT	6Ja2jj8V2Zo	MPREb_91V0miytxiC	UCZ5YpKcmxGptLgRRW8ujxHA
56	Mannish Boy (Live)	Muddy Waters	The Lost Tapes	INDIFFERENT	v3DLGmfXNGY	MPREb_iezBUPm9jUE	UCZ5YpKcmxGptLgRRW8ujxHA
74	Got My Mojo Working (Pt. 2 / Live At Newport Jazz Festival, 1960)	Muddy Waters	Muddy Waters At Newport 1960	INDIFFERENT	zIi753BEWmA	MPREb_fTQeRPKWnnq	UCZ5YpKcmxGptLgRRW8ujxHA
97	Tall Boogie	Moreland & Arbuckle	7 Cities	INDIFFERENT	AsEftqnYkCw	MPREb_uUlVTlY36PB	UCTZrdyuhwJdZrQaB718fpyw
98	Freight Train Blues	Mississippi Fred McDowell	Hillbilly Folk	INDIFFERENT	7m5FZjq9Kx8	MPREb_IGkWUfPGPwc	UCwoMPDH6KOAXNoVDxjjj-sw
16	Black Cat Blues (Take 2)	Memphis Minnie	Memphis Minnie Vol. 2 (1935-1936)	INDIFFERENT	JxV8L0nW9y0	MPREb_L0cwL1tS9Y2	UCEDvzPLo0OO7feD5kRv8wpg
41	Me and the Boys	Matt Minglewood	Me and The Boys	INDIFFERENT	zTGxrndNI0s	MPREb_z1u3r2NEtIy	UC91rVu3YvkuoMiuSAd-fBaA
32	Ain't Nothin' Like Whisky	Lightnin' Hopkins	An Introduction To Lightnin' Hopkins	INDIFFERENT	EYl0TnjBSIA	MPREb_R8sFYDIUlo6	UCC6-6kd-2eJJCtkHh5dCkiw
45	Lonesome Dog Blues	Lightnin' Hopkins	Houston & Shreveport Sessions '63 to '69	INDIFFERENT	BWHthI154wM	MPREb_DnG6ERFixIp	UCC6-6kd-2eJJCtkHh5dCkiw
61	Hallelujah (Live in London)	Leonard Cohen	Live In London	INDIFFERENT	-DxrGu9n4fg	MPREb_UKAonJ6PDb4	UCWVX22z2KlJCQ0XqtfHIH7w
87	The Grey Goose	Lead Belly	Where Did You Sleep Last Night, Vol 1	INDIFFERENT	kwqe12aaYAE	MPREb_GdwkBJhPPed	UC7jiqF1wzNVeZhZmJ4EKprA
18	No Good	KALEO	A/B	INDIFFERENT	ewlxEMWAx5I	MPREb_eb5lPM60vvY	UCe5SlSvnHTsnmBBXoFYXXGg
29	In the Wee Wee Hours	Junior Wells' Chicago Blues Band	Hoodoo Man Blues (Deluxe Edition)	INDIFFERENT	IkxKotHklBQ	MPREb_wlVaiLQtvyH	UCQrhthLJSPwrIkjm5N-UPAQ
3	Done Got Old	Junior Kimbrough	First Recordings	INDIFFERENT	pgufTUefVB8	MPREb_x7laM8oeTcN	UCMR1vd-SvlnAm-ZDeBYnomg
7	Keep on Braggin'	Junior Kimbrough	You Better Run: The Essential Junior Kimbrough	INDIFFERENT	7qRmt-1oWsk	MPREb_LSV2KNfvuYc	UCMR1vd-SvlnAm-ZDeBYnomg
13	Feels so Bad	Junior Kimbrough	First Recordings	INDIFFERENT	ZlGLfBn0jlE	MPREb_x7laM8oeTcN	UCMR1vd-SvlnAm-ZDeBYnomg
44	Leave Her Alone	Junior Kimbrough	Most Things Haven't Worked Out	INDIFFERENT	hADD2La6_fU	MPREb_Wmdln1ss0jl	UCMR1vd-SvlnAm-ZDeBYnomg
49	I Cried Last Night	Junior Kimbrough	God Knows I Tried	INDIFFERENT	oZaEaTwgID4	MPREb_4LUSfQC8TBz	UCMR1vd-SvlnAm-ZDeBYnomg
31	Be Careful With a Fool	Johnny Winter	Johnny Winter	INDIFFERENT	buP14Rh7eAY	MPREb_IypNc4wNgYP	UCdGP0Bisu7WfRtZdfuCqQdQ
20	Further On Up the Road (Live) (feat. Eric Clapton)	Joe Bonamassa	Joe Bonamassa Live from the Royal Albert Hall	INDIFFERENT	EviNlY_LjHA	MPREb_jbiVnv2tdA8	UCMmOiXQLPGwWUXHuLsO5Wcg
75	Take Out Some Insurance	Jimmy Reed	Rockin' With Reed	INDIFFERENT	es4WE0zH-No	MPREb_yQ16hgmmGg3	UCkJUdhq3rW7AElwDQ_omC3g
95	Take Five	Jimmy Johnson	Johnson's Whacks	INDIFFERENT	fFW_JlB4tPM	MPREb_LAYXa1UmcUt	UCvkASQrw75yO_YwGkyP9uWA
72	Unchain My Heart	Hugh Laurie	Didn't It Rain	INDIFFERENT	nO8PoE1GdWs	MPREb_RmzY8XGyQGB	UCaUs6uZhNemhGDkYpOhtG-Q
30	Moanin' At Midnight	Howlin' Wolf	Moanin' In The Moonlight	INDIFFERENT	I9lvpocL_20	MPREb_dwpSfXWcsAU	UCq7KYdlYIAjlt2NbSEZD7bg
80	Howlin' Wolf Talks #1	Howlin' Wolf	The Chess Box	INDIFFERENT	UsY_w4DNfUw	MPREb_rDEfhUOIfiF	UCq7KYdlYIAjlt2NbSEZD7bg
8	The Dog Meets The Wolf (Live) (remastered)	Hound Dog Taylor	The Best Of Hound Dog Taylor	INDIFFERENT	2pXDg75O3C8	MPREb_H7Vg0yMQzze	UCgMG7PucGglKkQlHvOoQLuw
76	Grown So Angry	Henry's Funeral Shoe	Comfortable Skin	INDIFFERENT	fyO53WbaA9U	MPREb_AsuV06WkWFI	UCUVs8At8nnKhq0FENP41e_Q
89	Jealous of Your Cigarette	Hawksley Workman	(Last Night We Were) The Delicious Wolves	INDIFFERENT	Do5HpYjfYfA	MPREb_7yaUKKtrgqR	UCXkPIRpEIfESXft7FvPTI7w
15	I Believe I'll Go Back Home	Gregg Allman	Low Country Blues	INDIFFERENT	jCtuOObzjoQ	MPREb_L3RMRjdRgRm	UCi0Sp5G_Y0nyA3_rcVA25bA
79	Don't Owe You a Thang	Gary Clark Jr.	The Bright Lights EP	INDIFFERENT	sabdjb3R8rU	MPREb_RMoHEStqXTi	UCVR9bXK4dTfX-UbBO05Lwlw
4	Big Legged Woman	Freddie King	The Best Of Freddie King: The Shelter Years	INDIFFERENT	RoUk7u40eSg	MPREb_bLKISiNcMTl	UCj1uIBa_uRRMR9GQ6wviIMw
39	Reconsider Baby	Freddie King	Texas Cannonball	INDIFFERENT	HiaFxVzGfhA	MPREb_l1Gpu7Z5ajn	UCj1uIBa_uRRMR9GQ6wviIMw
36	I Got Mine	Frank Stokes	The Victor Recordings (1928 - 1929)	INDIFFERENT	D6l4fh1IVMw	MPREb_sqGPevW6b8Z	UC_B8o4XKo0AYSh8_Q0Yj2-g
17	Too Young to Remember	Florrie	Too Young to Remember	INDIFFERENT	1GtYSrAinnY	MPREb_dXGk8fNJ1rw	UCcAa1_hlf3ceeuNkiSXvPOg
40	I'm Tore Down	Eric Clapton	From the Cradle	INDIFFERENT	l0PA4odSczU	MPREb_TZDA6Xt28xU	UCXmEE051j5RhUENn7saUF3g
88	Ain't Got No Cadillac	Eddie Meduza	Ain't Got No Cadillac	INDIFFERENT	zt92ZlSVLIU	MPREb_x0oS6vEho1x	UC7vCv7i9vmGbVblYYrdPNIw
28	Whatever Turns You On	Daniel Norgren	Buck	INDIFFERENT	lPAXRDo_JE0	MPREb_1AntgjwzAhy	UCJ7wFMGCj6aYM0rIHi96T6Q
91	Sitting On Top Of The World (Live At The Royal Albert Hall, UK / 1968)	Cream	Goodbye Tour – Live 1968	INDIFFERENT	0qOID7kQtLg	MPREb_TFQwFKAxIRd	UC_oKib7DXJ7JE5erWrFUbEQ
33	I Got My Mojo Working	"Clarence ""Gatemouth"" Brown"	Standing My Ground	INDIFFERENT	mQbh0isgUu8	MPREb_LbrdqrVfBzi	UCCfmfyh9pu5PEpwLQrSR7fA
37	Going To Move To Alabama (2010 Remastered)	Charlie Patton	Founder of the Delta Blues (2010 Remastered)	INDIFFERENT	tT99qIV-tvI	MPREb_kMSjQww8hyM	UChgqUv_teGypvyjv4BpsLEA
78	High Sheriff Blues	Charley Patton	Charley Patton Vol. 3 (1929 - 1934)	INDIFFERENT	62REtGF7HOQ	MPREb_4pKb84hvlES	UChgqUv_teGypvyjv4BpsLEA
34	The Girl Who Wept Stones	Brother Dege	Folk Songs of the American Longhair	INDIFFERENT	4WaivvBsMuI	MPREb_91ESPUrnGLS	UCW94JZbM8gWkagHeKqz_jDw
82	Searching the Desert for the Blues	Blind Willie McTell	The Ultimate Collection	INDIFFERENT	NeIeT0OPXAE	MPREb_7jPUvuBgzyY	UCeeVehlv3IgwMwZjkSwk2kA
90	The Soul Of A Man	Blind Willie Johnson	The Soul Of A Man - A Film By Wim Wenders	INDIFFERENT	TAr66PWB8VQ	MPREb_XC0UJgHqhna	UCp_csxupcgSwZa1glwDo2eQ
23	One Dime Blues	Blind Lemon Jefferson	King Of The Country Blues	INDIFFERENT	hbmLRm5i1WY	MPREb_dJkKdNLIHOd	UCqEC0bHBR68AYm4b9wRCG0w
27	Bad Luck Blues	Blind Lemon Jefferson	Blind Lemon Jefferson	INDIFFERENT	pK_wJY-wxPg	MPREb_HyBTxLZ2iS5	UCqEC0bHBR68AYm4b9wRCG0w
64	See That My Grave's Kept Clean	Blind Lemon Jefferson	The Complete Classic Sides Remastered: Chicago 1928 Disc C	INDIFFERENT	yIY9LeDcXp0	MPREb_tHC1jE4VTVh	UCqEC0bHBR68AYm4b9wRCG0w
66	Hipster Shakes	Black Pistol Fire	Hush or Howl	INDIFFERENT	6uiRWq9ppyA	MPREb_t0kA0gTPZUI	UCs-oREruC-RD88K2CFAsctw
94	Suffocation Blues	Black Pistol Fire	Black Pistol Fire	INDIFFERENT	LoaqZasZ908	MPREb_qWRGvBWke4p	UCs-oREruC-RD88K2CFAsctw
1	The Thrill Is Gone (Live)	B.B. King	Live At Royal Albert Hall 2011	INDIFFERENT	beZXyCHC4IA	MPREb_1tSz4Hd7sLF	UCqKrqzF3eX7R17m_MIMte4w
51	Timbarma	Ali Farka Touré	Ali Farka Touré	INDIFFERENT	4s_3uSPnQyE	MPREb_ekyXQEvuz6H	UCZGcl5HEEtH3O-TqOZ9VRcQ
21	I Ain't Drunk	Albert Collins	Cold Snap	INDIFFERENT	NpM-J39Js88	MPREb_U1CxFX2cSMD	UCbwoSB3Jgv_K_IUQCj4xzUA
92	My Woman Has a Black Cat Bone (Live)	Albert Collins	Live From Austin, TX	INDIFFERENT	F0WJJEnin20	MPREb_C6UUBG6qf74	UCbwoSB3Jgv_K_IUQCj4xzUA
50	Checking on My Baby (Live)	Buddy Guy, Junior Wells, Bill Wyman, Pinetop Perkins, Dallas Taylor, and Terry Taylor	Drinkin' TNT 'N' Smokin' Dynamite (Live at the Montreux Jazz Festival)		FuPb1_J3wPc		
