title	artist	album	likeStatus	videoId	albumId	artistId	playlists
Folgers Crystals	ｊａｒｊａｒｊｒ	Folgers Crystals	LIKE	EsRuy6EyA5w	MPREb_thoHc558vuX	UCFaq5BDc9tjq-peJMwFXfGw	beats instrumental
Vanishing Point	woosta	Vanishing Point	LIKE	bD41ukecwvY	MPREb_B1Dnr1COX2V	UCT67l6L5kysSco2-j5FoPeQ	beats instrumental
Last Summer	warmkeys.	happysad	LIKE	bJ-hxcxoNmw	MPREb_luz4Ge6w9hH	UCTrmydOBT5SpnDkIuUdWCtw	beats instrumental
m o o n l i g h t	ultmt.	m o o n l i g h t	LIKE	rXz47uaHrUM	MPREb_RdxO5mgwfUB	UCg7NB0IoSTp8ZinBzMghlLg	beats instrumental
On My Mind	shue	On My Mind	LIKE	vfTSMFZbsiM	MPREb_5W2W7KQGiHe	UCClbznvurOjCo4rTqixROGw	beats instrumental
circles	sagun	circles	LIKE	XJEwyRZyeAE	MPREb_1SU4lERYURr	UCbCaTD_fc4RNzkZKzecw6DA	beats instrumental
Geige	paris91	Geige	LIKE	e5evdvC6gV4	MPREb_YVtgP5M9q3L	UCSV7t8Oy2wLh-P4LGYJ_h8g	beats instrumental
biiig bannd beat	letherette	BTS Radio	LIKE	FV_Zqa7U2OY	FEmusic_library_privately_owned_release_detailb_po_CKCA4sLKgvb7CBIJYnRzIHJhZGlvGgpsZXRoZXJldHRlIgNncG0	FEmusic_library_privately_owned_artist_detaila_po_CKCA4sLKgvb7CBIKbGV0aGVyZXR0ZQ	beats instrumental
coastal	knowmadic	spring	LIKE	zGYP7u8-caE	MPREb_QgkLUO9xBKK	UCJmS1vtGoBGPSSkCWCJycpg	beats instrumental
mideeedevil chop - Hot Suga (edit)	hot sugar	mixtape	LIKE	NpETpsetTzA	FEmusic_library_privately_owned_release_detailb_po_CKCA4sLKgvb7CBIHbWl4dGFwZRoJaG90IHN1Z2FyIgNncG0	FEmusic_library_privately_owned_artist_detaila_po_CKCA4sLKgvb7CBIJaG90IHN1Z2Fy	beats instrumental
Abu Dhabi	halfpastseven	Abu Dhabi	LIKE	aD9Y-IAJmnQ	MPREb_4IUha24eYaY	UC4Zh7pd9v9PhDGWWQd7e1cg	beats instrumental
The Giraffe Can Sprint	glue70	After School	LIKE	I89Sk9bqHWk	MPREb_9GlGyPhoS1A	UCB4JZ3z7NjEzy82AupEGWNg	beats instrumental
Look Out	glue70	After School	LIKE	8bimpbTttNQ	MPREb_9GlGyPhoS1A	UCB4JZ3z7NjEzy82AupEGWNg	beats instrumental
get yourself together.mp3	get yourself together		LIKE	9M_ehBVLa_o		FEmusic_library_privately_owned_artist_detaila_po_CKCA4sLKgvb7CBIVZ2V0IHlvdXJzZWxmIHRvZ2V0aGVy	beats instrumental
exact space	fat jon	Humanoid Erotica	LIKE	HoxJbJzPhuM	MPREb_ZjmYCbK4fQI	UCftZ6qwhqoRC-V85EXThRYA	beats instrumental
14 years	fat jon	Humanoid Erotica	LIKE	2oT_BrQlB8Q	MPREb_ZjmYCbK4fQI	UCftZ6qwhqoRC-V85EXThRYA	beats instrumental
forget it	chief.	forget it	LIKE	hDA-t1BLd3c	MPREb_UJNsA2RQWMS	UCFjwfU80y_U8o_Zw6srx-Ng	beats instrumental
Spanish Harlem	_91nova	Spanish Harlem	LIKE	oilV5qHBNm8	MPREb_lNms6ROaHJ3	UCoYeYpMGi_4nj2ywtNGjJeQ	beats instrumental
Storm (Instrumental) (feat. Abstract Orchestra)	Young RJ	2 Hands Up (Instrumentals)	LIKE	tERgYn5aaBA	MPREb_nfSJ1dyQxCx	UC6IOxcJBjybXiF03c8HQStA	beats instrumental
2050 (Instrumental)	Young RJ	2 Hands Up (Instrumentals)	LIKE	nOLa7kJNDng	MPREb_nfSJ1dyQxCx	UC6IOxcJBjybXiF03c8HQStA	beats instrumental
Go Crazy (Remix / Instrumental) (feat. JAŸ-Z)	Young Jeezy	Let’s Get It: Thug Motivation 101 (Deluxe Edition)	LIKE	kRGRud9DfRs	MPREb_RFYtDNs8VCd	UCpo3AnV4YNbdNhbbscuB46w	beats instrumental
1 of a Kind	Yomoti	1 of a kind	LIKE	hDBUUlR8DNo	MPREb_V5IvQMEXF0P	UC3hbvLdBLbSivYuFM-0C1Ow	beats instrumental
Always	YellaJam	Always	LIKE	DWGAWW9SvtQ	MPREb_epDuu0wmN2v	UCfjEj7fzDy4B_AELHkIZHHA	beats instrumental
InSanitizer	Xmies	While I Was Gone	LIKE	QSeUmstgsSI	MPREb_pBrOuZcV9cA	UCRD18VlzSfcgdmiRHcNBoGQ	beats instrumental
Home (feat. Kida)	X&G	4am-WEB	LIKE	DJg-4rWQDV0	FEmusic_library_privately_owned_release_detailb_po_CKCA4sLKgvb7CBIHNGFtIHdlYhoCeGciA2dwbQ	FEmusic_library_privately_owned_artist_detaila_po_CKCA4sLKgvb7CBICeGc	beats instrumental
Gods (feat. Pilot J.E.M.A.R)	Wax Roof	re(P)layer	LIKE	nKdb4Drns_Q	MPREb_hNg4i39Frr3	UCkpFVD3ueSz6OnGWGWDBAQg	beats instrumental
Modern Day Mugging (Instrumental Version)	Viktor Vaughn	Mr. Clean / Modern Day Mugging	LIKE	Iq7sQUPI9Jc	MPREb_pGjVcEUcr5M	UCooTDYkIERWBwDC1JKyoElQ	beats instrumental
This Time	Vanilla	For What It's Worth	LIKE	dm2To4Pi2UA	MPREb_H17xVWYp1Zd	UCk016mS_vJoj1sWvbFU2JYw	beats instrumental
Down Sout'	Unipod Particles	Subterranean Hitz, Vol. 3: The Ill School	LIKE	4jci0CERBTY	MPREb_VtTk8hX40Ao		beats instrumental
TroyBoi - Do You	TroyBoi		LIKE	v9rOTQux1O4		FEmusic_library_privately_owned_artist_detaila_po_CKCA4sLKgvb7CBIHdHJveWJvaQ	beats instrumental
Livin	Tripp St.	Livin	LIKE	LhHSYEo8HtA	MPREb_E9AABcIbuUa	UCXx97nJy_v2Zk2GG5LApNPw	beats instrumental
Fog	Timothy Infinite	Fog	LIKE	oDG5O5MyZTs	MPREb_wHFrHvdm3xM	UCxpgbDLyAY3G_t1ae7BEWrA	beats instrumental
Soulful Strut	The Young-Holt Unlimited	The Definitive Young-Holt Unlimited	LIKE	Ygv4RMGwqMs	MPREb_3lwsA6jVQlV	UCTD25Heip4epnA7lTLMYHwQ	beats instrumental
Handsome Boy Modeling School	The Truth	Handsome Boy Modeling School	LIKE	7qe1Jtn0zh8	FEmusic_library_privately_owned_release_detailb_po_CKCA4sLKgvb7CBIcaGFuZHNvbWUgYm95IG1vZGVsaW5nIHNjaG9vbBoFdHJ1dGgiA2dwbQ	FEmusic_library_privately_owned_artist_detaila_po_CKCA4sLKgvb7CBIFdHJ1dGg	beats instrumental
One Shine (feat. Cassandra Wilson)	The Roots	Illadelph Halflife	LIKE	aBJxikzu3eg	MPREb_eZxSxHuWOGR	UCkOV250OgD1qUOAvGYgCSvA	beats instrumental
Runnin' (Instrumental)	The Pharcyde	Labcabincalifornia (Deluxe Edition)	LIKE	b_cGS3bGtcY	MPREb_3djkkPIVwWH	UCPBVpB_roy80QRKWi4vwRVQ	beats instrumental
Somethin' That Means Somethin' (Instrumental)	The Pharcyde	Jay Deelicious 95-98 - The Delicious Vinyl Years (Originals, Remixes & Rarities)	LIKE	_C7ryHS0pLk	MPREb_4DlwfKxCv0i	UCPBVpB_roy80QRKWi4vwRVQ	beats instrumental
Mercury's Odyssey	The Olympians	The Olympians	LIKE	ta4G1xOUcrE	MPREb_uIvIIC0SuA4	UCFE7df6PR_vdTFK4w73_9TQ	beats instrumental
Sugarcane (Instrumental)	The M.G.'s	The MGs	LIKE	sNeZojDLTcc	MPREb_fgPpA0hZQMx	UCMO9n4XorIRdW3GnzWHBIvA	beats instrumental
Styles	The Herbaliser	Remedies	LIKE	s_VdzE9wpVw	MPREb_M8jCFytemU5	UCmsRSs4fe9DkzUUQxtjIZ3A	beats instrumental
Haunted Sea	The Budos Band	Long in the Tooth	LIKE	ceCgxReQCl0	MPREb_vW7T45ip7Jk	UCvQgxMD5WBq3JfJLHQkpcKA	beats instrumental
Since I Left You	The Avalanches	Since I Left You (20th Anniversary Deluxe Edition)	LIKE	TyOfYE5cqNk	MPREb_cNK9GhEZbWX	UCLXF7R57nHd3Q2PcAAtdPcA	beats instrumental
Since I Left You	The Avalanches	Since I Left You	LIKE	EcPxiunbzb4	FEmusic_library_privately_owned_release_detailb_po_CKCA4sLKgvb7CBIQc2luY2UgaSBsZWZ0IHlvdRoKYXZhbGFuY2hlcyIDZ3Bt	FEmusic_library_privately_owned_artist_detaila_po_CKCA4sLKgvb7CBIKYXZhbGFuY2hlcw	beats instrumental
Stuck To U	The Alchemist	Rapper's Best Friend (An Instrumental Series)	LIKE	VfZ0zQzo4hg	MPREb_UuiqQrAu3qD	UCk1i5sYwUIEAvaq2R77Tb3Q	beats instrumental
Bring You Light	The Alchemist	Rapper's Best Friend (An Instrumental Series)	LIKE	km0Gboti9SE	MPREb_UuiqQrAu3qD	UCk1i5sYwUIEAvaq2R77Tb3Q	beats instrumental
The Beginning & the End	The Alchemist	A Doctor, Painter & An Alchemist Walk Into A Bar	LIKE	8LQEigambzY	MPREb_Q5YgzCwrohC	UCk1i5sYwUIEAvaq2R77Tb3Q	beats instrumental
Trail Mix (feat. Buddy & Rose Gold)	Terrace Martin	Trail Mix (feat. Buddy & Rose Gold)	LIKE	4TQ5TFGb-BQ	MPREb_zdsI18Z5UGg	UCN5vXTdu4G2NyDoWS5MnRSA	beats instrumental
TT (Turmeric Touch)	Terrace Martin	Soul Juice	LIKE	O_LTIG6Dqko	MPREb_TxLDjoRHfX6	UCN5vXTdu4G2NyDoWS5MnRSA	beats instrumental
Cucumber Melon	Terrace Martin	Soul Juice	LIKE	xOg5uiibPjg	MPREb_TxLDjoRHfX6	UCN5vXTdu4G2NyDoWS5MnRSA	beats instrumental
Holiday (feat. Jonti)	Teebs	E s t a r a	LIKE	FxftV4lCt0o	MPREb_tZsF8yGFYng	UC_ioFVKCiroFVULYhOBfZvg	beats instrumental
Pretty Poly	Teebs	Collections 01	LIKE	iknSdPmLVEw	MPREb_OahPDUQBpbh	UC_ioFVKCiroFVULYhOBfZvg	beats instrumental
The Yes Strut	Teams	Teams vs. Star Slinger	LIKE	d7dNAH8iih0	MPREb_wn2xVjjuKU9	UCYqlW3lgQYgCJJjbJ6oyjAw	beats instrumental
Already There (feat. Robert Glasper, Thundercat & Marcus Gilmore)	Taylor McFerrin	Early Riser	LIKE	VotqDuOSyfI	MPREb_5b1nEzQfOWI	UC3n51lqqveGPytJEkI4Ty1Q	beats instrumental
Higher (Flume Remix)	Ta-ku	futureclassic.com.au	LIKE	20ISyCuwSJs	FEmusic_library_privately_owned_release_detailb_po_CKCA4sLKgvb7CBISZnV0dXJlY2xhc3NpY2NvbWF1IgNncG0	FEmusic_library_privately_owned_artist_detaila_po_CKCA4sLKgvb7CBIFdGEga3U	beats instrumental
Day 30	Ta-ku	50 Days For Dilla Vol. 2	LIKE	-2tDXTr9cH4	MPREb_cjmWhA67PNI	UCoEatCmNiM2XV-OVxle0RpQ	beats instrumental
Day 8	Ta-ku	50 Days For Dilla Vol. 1	LIKE	s47oO6skAW0	MPREb_o5roBo6Wmto	UCoEatCmNiM2XV-OVxle0RpQ	beats instrumental
Day 15	Ta-ku	50 Days For Dilla Vol. 1	LIKE	TwhvpznCVCY	MPREb_o5roBo6Wmto	UCoEatCmNiM2XV-OVxle0RpQ	beats instrumental
Aching Nodes	TOKiMONSTA	Cosmic Intoxication	LIKE	nGYLmVET4ao	MPREb_YRWwFK7MqcM	UCg-MiMmT50XZnbSCllzhyuA	beats instrumental
The Crusade	TEK.LUN	The Crusade	LIKE	dxo6zWlslYU	MPREb_qanOqLu7J6a	UC0IJLgvhmt3kGhf5MySWNgA	beats instrumental
Sleepy Peeple	TEK.LUN	ALLOW IT!	LIKE	TZKK8abQYds	MPREb_BeoFQUw5iBK	UC0IJLgvhmt3kGhf5MySWNgA	beats instrumental
Watch What You Say To Me (Instrumental)	T.I.	T.I. vs. T.I.P. (Instrumental)	LIKE	dycwTgDm0KE	MPREb_ATlXtiUmiSS	UCwwHxdscieNH0dzWmOwnuqw	beats instrumental
There'll Never Be (Solidified Soul Mix)	Switch	Lord Finesse Presents - Motown State Of Mind	LIKE	uLiJIZg88V8	MPREb_BwBtuZpOItH	UCSLxdCb3R2OHeh8QWJwn7zA	beats instrumental
Summer Fruits	Swindle	unsorted	LIKE	jSn27l8LNk0	FEmusic_library_privately_owned_release_detailb_po_CKCA4sLKgvb7CBIIdW5zb3J0ZWQaB3N3aW5kbGUiA2dwbQ	FEmusic_library_privately_owned_artist_detaila_po_CKCA4sLKgvb7CBIHc3dpbmRsZQ	beats instrumental
Summer Fruits	Swindle	Brownswood 10	LIKE	cQbUpkmiULk	MPREb_dxx3qb4IBtX	UCTLLkLVz9-JfZ3y6ucLN-sQ	beats instrumental
eyes closed	Sweeps	eyes closed	LIKE	y52T1RTXhcE	MPREb_7fUgjTFPLRC	UCH-HWMp3np-eWfybK03BZ8g	beats instrumental
The Thrill Is Gone (Instrumental)	Statik Selektah	Critically Acclaimed b/w The Thrill Is Gone	LIKE	rnkxSSv4syg	MPREb_hmULl5EJPlt	UC4ZaPSe-xixJIDKRrSgYjqg	beats instrumental
Pain	Star Slinger	Volume 2	LIKE	e_XKN6Z5wbs	MPREb_CpQPXjZRehv	UCqMesM2j_VWt0tqZmX2NkEA	beats instrumental
Mornin'	Star Slinger	Volume 1	LIKE	d2qNQ7MBw2E	FEmusic_library_privately_owned_release_detailb_po_CKCA4sLKgvb7CBIIdm9sdW1lIDEaDHN0YXIgc2xpbmdlciIDZ3Bt	FEmusic_library_privately_owned_artist_detaila_po_CKCA4sLKgvb7CBIMc3RhciBzbGluZ2Vy	beats instrumental
Mornin'	Star Slinger	Volume 1	LIKE	VPPz1nUol-Q	MPREb_yItKN9xEjZM	UCqMesM2j_VWt0tqZmX2NkEA	beats instrumental
Minted	Star Slinger	Volume 1	LIKE	jUc8Sr8tIDI	MPREb_yItKN9xEjZM	UCqMesM2j_VWt0tqZmX2NkEA	beats instrumental
Minted	Star Slinger	Volume 1	LIKE	9FxgwBToWfg	FEmusic_library_privately_owned_release_detailb_po_CKCA4sLKgvb7CBIIdm9sdW1lIDEaDHN0YXIgc2xpbmdlciIDZ3Bt	FEmusic_library_privately_owned_artist_detaila_po_CKCA4sLKgvb7CBIMc3RhciBzbGluZ2Vy	beats instrumental
Family Friend	Star Slinger	Volume 1	LIKE	mliaHHA9it4	MPREb_yItKN9xEjZM	UCqMesM2j_VWt0tqZmX2NkEA	beats instrumental
Apple Juice	Stan Forebee	Apple Juice	LIKE	hp1QOji0E4o	MPREb_B601oBsJSZQ	UCElEu0LB88ljPUQdk-jVnaA	beats instrumental
Innermission	Stalley	Reflection of Self: The Head Trip	LIKE	4-xqHPw46xg	MPREb_bXOcMwvc35Q	UCBhRNvvqFfRaxbxHusDxm5w	beats instrumental
The Greedy Will Always Want More (Instrumental Version)	Spoek Mathambo	Instrumental Tales from the Lost Cities of Azania	LIKE	lWsS7Lw4EPQ	MPREb_pEp0SIbNize	UCVmIeMrn2MhMbHbfdokO6BA	beats instrumental
Floating	Smuv	Floating	LIKE	-TbB7n6ryX4	MPREb_jqVOywXLVdB	UCG4_qciHpsQ7_dhmRK6KSjQ	beats instrumental
Players (Instrumental Mix)	Slum Village	Fantastic, Vol. 2.10	LIKE	sWQ-JDHffA8	MPREb_PUDetHuqP9O	UChjec6PW8WND5h9qjdRBKyQ	beats instrumental
Helping Hand (Instrumental)	Shungu	The Blue Tape (Instrumentals)	LIKE	_7lDnWd3hL0	MPREb_JN7nlWsXWgO	UC8Zy-kQE95c51kLy9FVUz1Q	beats instrumental
You Will Carry This With You Forever	Shortcircles	Between Waves	LIKE	6xsjxHgiuZA	MPREb_X6IYWpUiteR	UCOfJKfGDaX64YrIkzNBUooA	beats instrumental
