	title	artist	album	likeStatus	videoId	albumId	artistId
13	Louie, Louie	Toots & The Maytals	Funky Kingston	LIKE	BlFGvTtGMBI	MPREb_gvvgAulHpvF	UC2863SnaB0ZHk7G9KwjGvMA
18	Country Road	Toots & The Maytals	Funky Kingston	LIKE	raH3gShAylo	MPREb_gvvgAulHpvF	UC2863SnaB0ZHk7G9KwjGvMA
29	Red Red Wine	Tony Tribe	Cousins Records Presents Classic Reggae Vol 1	LIKE	25r1eHJx39c	MPREb_jgdvoMeW2TY	UCEjG5ieC99a68k2vSYWee7Q
33	Suspicious Minds	The Heptones	Better Days	LIKE	O9NP2Ea4oH8	MPREb_6zY6UnqLu4m	UCJpH5auKJk7w9_dsXOe_n8w
4	Yesterme, Yesteryou, Yesterday	The Gaylets	Original Reggae Hits of the 60's and 70's Vol. 2	LIKE	X6eR_RcIeaE	MPREb_XZ1EtXuS7ns	
20	Baltimore	Tamlins	Sly & Robbie Hits 1978-1990	LIKE	AMjwpTpcdFc	MPREb_DDQMBbD0VXb	UCL5a7Dp7fzpfyWVx_w2qypQ
27	Lonely Boy (feat. Birdy Nixon)	Taggy Matcher	Singasong	LIKE	2UD3Mi_i7UM	MPREb_8lJiYQVpdpB	UCW8evrzNs08MwJRUbUrYcNg
31	These Boots Are Made for Walking	Symarip	Skinhead Moonstomp (Deluxe Edition)	LIKE	znLnaEcSgdY	MPREb_kPxfFdoVePY	UChOedJ1EckMv35yAEyZT-Eg
5	Ain't to Proud to Beg	Slim Smith	Essential Slim Smith & Dubs	LIKE	2FtGdUsrFL0	MPREb_PCeqaiYB69Y	UCVsaO88VqtXBSYqUKR1u5Ow
30	Picture on the Wall	Phyllis Dillon	Don't Stay Away	LIKE	JOP1lo0YhW4	MPREb_FvX6Z62K9fF	UCZ7_sGknInefT53kqKrSVWQ
14	Midnight Rider	Paul Davidson	Antologia Del Reggae (Grandes Exitos)	LIKE	vBYflSbpFDk	MPREb_7X07nJECu95	UC3Nm_hOEGreCB4ODFjGu9SA
36	Bummin' (Ain't No Sunshine)	Mother Funk	Eternal	LIKE	Mpjw8joWii4	MPREb_lXtwA60g4F3	UCrI0l45ClO5N6zb-gyDOtxA
3	Don't Let Me Down	Marcia Griffiths	Pied Piper - The Best of Bob & Marcia	LIKE	8RYMVQC7xYE	MPREb_s7zeSjU3rwq	UCEhRqd-JgC6_bw4vT3Xe6XA
12	Band of Gold	Marcia Griffiths	Reggae Anthology: Melody Life	LIKE	cX2kC_jvTwU	MPREb_1g7ILjp0SzC	UCEhRqd-JgC6_bw4vT3Xe6XA
24	Don't Let Me Be Lonely	Kofi	Wishing Well	LIKE	HnSsuFB3Ajk	MPREb_oVy8JPedETE	UCqbp0V2KfaFY4rxsD8y0lhg
32	A Change Gonna Come	Ken Parker	A Change Gonna Come	LIKE	Yv3v0X_JmnU	MPREb_pBQdxGuvew7	UCSaBM5j49HOIJhiren4nNBA
11	In the Summertime	Ken Boothe	In the Summertime	LIKE	ueqCKl0nff4	MPREb_taIS61yG7ol	UCfznoAO4NjbJXV0qz2XNQUQ
19	Satisfaction	Ken Boothe	Freedom Street	LIKE	5jgN8Cf4rlM	MPREb_OpBG9tbybmN	UCfznoAO4NjbJXV0qz2XNQUQ
26	Ain't No Sunshine	Ken Boothe	The Ken Boothe Collection: Eighteen Classic Songs	LIKE	HoAupOvadNQ	MPREb_pOfxrBSgvpS	UCfznoAO4NjbJXV0qz2XNQUQ
16	Ready Or Not	Johnny Osbourne	Reggae Anthology: Winston Riley - Quintessential Techniques	LIKE	bot05ZbHOAE	MPREb_WFnf31v60X7	UCJ9J7ee2dYaX5--eiY3SXtw
0	Hey Jude	John Holt	Hey Jude	LIKE	4stC0c1bEWs	MPREb_MpvWKCcEMiU	UCWQE-hOHyY1_rt7QJsM-iJA
22	Girl from Ipanema	John Holt	1000 Volts of Holt (Bonus Tracks Edition)	LIKE	JHdb7KWXsLw	MPREb_7vnLledXhJU	UCWQE-hOHyY1_rt7QJsM-iJA
25	Loving You	Janet Kay	The Definitive Hits Collection (1977-1985)	LIKE	uN94XCh1fP8	MPREb_rXoB40q8Iiy	UC2mUaFfl3HG3YiKWv1FJMDQ
8	I Shall Be Released	Jacob Miller	Song Book: Chapter a Day	LIKE	c8q5r8-e9S8	MPREb_BMWrJn84Huc	UCpwR2dhAPq62yFKrgUaQZdA
10	The Girl Is Mine	Horace Andy	The Wonderful World Of Horace Andy	LIKE	mNTUih96fjs	MPREb_r1tomaYZ4O8	UC6FtczJEj05c3bLscIiyjKA
6	Everybody's Talkin'	Ernie Ranglin	Boss Reggae	LIKE	RE0cUBBrX0c	MPREb_v0CHZQKrj0C	UC-3KUoTjk_WV3lpAhltm2_g
7	Groovy Situation	Derrick Harriott	Groovy Situation	LIKE	fZHlO24ftRk	MPREb_8lk7yn4eT6B	UCdzcAE7vTuRzmQ4M0stRcnA
9	Dock of the Bay	Dennis Brown	Reggae For Big People Vol 4	LIKE	PLiGQ979e4k	MPREb_VkznR5gjqUq	UCLK2R_T3L5uKOgVnJQvEIAg
21	It's A Shame	Delroy Wilson	The Very Best Of Delroy Wilson	LIKE	mpE-ycgppZA	MPREb_pY7V2jCvPUl	UCILEh4RNDNcZxEKzBXSqEDQ
28	Get Ready Here I Come	Delroy Wilson	Delroy Wilson Anthology	LIKE	UaSPy9K_QPo	MPREb_XE0rujNhW0h	UCILEh4RNDNcZxEKzBXSqEDQ
17	Hotel California	Countdown Studio Band	Reggae Rocks, Vol. 1	LIKE	NckFkylAhjA	MPREb_0XVA0Wr5dvJ	UCPG4efZm8LrEOfrC44aLxTw
23	Hey Joe	Black Uhuru	Now	LIKE	EZ5gASjl568	MPREb_tc9pE5HOMHY	UCKaO8ruDg6f826oeB7h_AjA
35	Too Late to Turn Back Now	Alton Ellis	Randy's Superstar Singers	LIKE	_Yqmc27JWDs	MPREb_eFl4LtpcjiN	UC3IQ-dMKHHq18SJdb2oiQTA
15	Here I Am Baby	Al Brown	Total Recall - Calling The Classics	LIKE	_e9mh-ttvxk	MPREb_OTn7jra3wf9	UC76_-0zzEZw5QnW0X_mk-pA
34	I Wish It Would Rain	The Techniques	Little Did You Know	INDIFFERENT	81cOzW5gYtc	MPREb_p3sMkhh5qoN	UCZepgn8lkKhGy20EAIVR4qg
1	Dream Lover	Horace Andy	Super Best		KA4S_g5_b4I		
2	Eighteen with a Bullet	Derrick Harriott	Reggae Chartbusters Vol. 5		dwEo0Nh3TxE		
