	title	artist	album	likeStatus	videoId	albumId	artistId
10	I Never Will Marry	The Carter Family	The Essential Carter Family	LIKE	ftm1wM-AOro	MPREb_K7lajakC1uN	UCv_9IkaKaqx0JiGT4AhUc7Q
21	Homesick	Jimmy Martin	"Don't Cry To Me - Songs From The Film ""King Of Bluegrass"""	LIKE	b6l3hIQ34aY	MPREb_IsfSyMEAjds	UCzkPx0pYhAfOk6wjvPnHYJw
7	The Drunkard's Hiccups	Bruce Molsky	Lost Boy	LIKE	Z8llXZuAsGc	MPREb_pMV5MNAGMph	UCKR0NLAs1sqEcRGs-J6InCw
6	Scared of Dying	Baby Grand	50 Cent Songs All About Death and Other Life Lessons	LIKE	6Y4jW1KNojo	MPREb_UHH10gmmsQ4	UClQ2don4_l-VmtMsnZWyvpw
2	Shaking off the Acorns	Ånon Egeland	Rauland Rambles	INDIFFERENT	WFQG6Kv-2Rc	MPREb_rCaChLnwE7i	UCzzcPSedA8i-Yii4EeqO2Gg
56	Clear My Mind	YSRenoo	(	INDIFFERENT	ligjrzRZlCY	MPREb_u9vxPzaSKl0	UCDI--15xU6KhIt4b3h-cRTw
12	The Rain Is Falling	Warsaw Village Band	People's Spring	INDIFFERENT	6Zps9Q9lyds	MPREb_s0oorbdNhtw	UCATWvjjBcsgH5W4uEbE_51w
34	Bonaparte's Retreat	W.M. Stepp	The Music Of Kentucky: Early American Rural Classics 1927-37, Vol. 1	INDIFFERENT	nMEfyacuRnU	MPREb_dGSq4OGKl9G	UC4vzGmn4jvXgebwHDcXhYpg
41	Sail Away Ladies	Uncle Dave Macon and His Fruit-Jar Drinkers	American Epic: The Collection	INDIFFERENT	kSQNP2wKTYo	MPREb_JnqYNpXmIJj	UCfIjE314x7MtXoSxMrJLLiw
58	The Angry Monk	Tony Furtado	Bare Bones	INDIFFERENT	5zBlyQCy3EQ	MPREb_QGfmLe6zlpY	UC6rjD9w5bIRTVy9qOxgUkcg
0	Change the World	The Wildwoods	Sweet Nostalgia	INDIFFERENT	ExW84eaaV6Y	MPREb_TiqutvFuJ9q	UCCL1PyW4Unvi1GXthcQIfqQ
29	Todays Empires, Tomorrows Ashes	The Magnificent 7's	Dirty Roads	INDIFFERENT	bna4lV8JvPA	MPREb_cqzJx5hrUXF	UCd8tPZF2quxhUdTGkMTy6Og
71	Miss Serene	The Ground Will Shake	Miss Serene	INDIFFERENT	84RS80ng4O4	MPREb_4eXkUUtyBEd	UCDkKIXEndX5IOgO-d7UiSbQ
76	Lungs	The Dirty River Boys	Science Of Flight	INDIFFERENT	h5jiagIMj6Y	MPREb_Sh83UKpODUU	UCY5d_vQJF9jvzCnegL36nDg
25	High and Low	The Dirt Daubers	Wake Up, Sinners	INDIFFERENT	ed4N_SFWc7E	MPREb_ODfuLza1srD	UCTAjPcanWWMyhn5I3kv-Rew
1	A Distant Land to Roam	The Carter Family	25 Carter Family Highlights (The Carter Family)	INDIFFERENT	cfkS5HmkLNU	MPREb_o9i4lOE1SiV	UCv_9IkaKaqx0JiGT4AhUc7Q
13	Bring Back My Blue-Eyed Boy to Me	The Carter Family	I'm Thinking Tonight of My Blue Eyes	INDIFFERENT	occ59nUx7Kg	MPREb_PkZksvqGxzC	UCv_9IkaKaqx0JiGT4AhUc7Q
