	title	trackCount	privacy	id
421	rock 1967 Monterey Pop Festival	42.0		PLWptjpDqazOxzSKVQVxysY8lj_7SDCIO5
89	rock 1960s classic	949.0	PUBLIC	PLWptjpDqazOyzOJkPqPNOLc2d55DYxACN
449	rock 1960s baroque	15.0		PLWptjpDqazOyHKGk1ne0-_4cj8S79oLUc
457	rock 1950s roots radio	394.0	PRIVATE	PLWptjpDqazOxgPRm2XzXiGc9MqydHQqzu
384	rock 1950s roots	342.0		PLWptjpDqazOxYbrMZLHelpeyp9_69YO2c
486	reggae modern	32.0		PLWptjpDqazOx14-8ys92ZOqKWXJURZACw
185	reggae covers	38.0		PLWptjpDqazOwXZbzT6DMm8Znu22BiUj4N
177	reggae classic	212.0		PLWptjpDqazOxX-tPqOCdiZ28JpscCKgoV
429	punk skate or die radio	87.0		PLWptjpDqazOwX0T8qcnUAhT63uDg2GUX6
408	punk 1970s radio	156.0		PLWptjpDqazOwY3UuxcjLLIcusraha_aTa
430	punk 1970s	38.0		PLWptjpDqazOz1eENxfi-x0fZF9YwJAF0L
82	psychedelic classic rock	757.0		PLWptjpDqazOwCaZMzvVzh3dGOEcdc8GPo
98	psych rock modern	870.0		PLWptjpDqazOymOcHuMrY9i8kdxLUzGxDx
381	psych ish rock modern	212.0		PLWptjpDqazOwRxMofWn6tLYJzBZQc1f_C
224	post rock slow core radio	419.0		PLWptjpDqazOyql9MYqQpHG7ky_--m_UtZ
121	post rock slow core	74.0		PLWptjpDqazOzOk6eB8LZft0Lrim8rcqg7
343	oldies fallout 40s	67.0		PLWptjpDqazOyga4tX6SYVlUYU3n6d5Vpv
372	oldies doo wop	83.0		PLWptjpDqazOzJW6U0xC2ios6vjvu4jnVx
225	oldies 1960s radio	459.0		PLWptjpDqazOy8qxeBRHLOG6hUp6j9nMAd
369	oldies 1960s	180.0		PLWptjpDqazOy8wO_v_YxH7pott_w7uFZ_
373	oldies 1950s radio	395.0		PLWptjpDqazOwskGgGyW-Vb5x-7gjIBQLl
374	oldies 1950s	222.0		PLWptjpDqazOzrV9Y8gRupM6uMH9scTUux
407	oldies 1930-40s naptime	29.0		PLWptjpDqazOyCYHZ9kLX-ME6LY12iwtlA
500	nudisco smooth	46.0		PLWptjpDqazOzmQVJZ2BbM_mlzCR_7LsOF
178	nudisco radio	1696.0	PRIVATE	PLWptjpDqazOywbIjIzR89yKp2BFo_l3s6
6	nudisco	685.0	PUBLIC	PLWptjpDqazOztogl3p1eqA_V22hNh-krR
473	my balls your chill	329.0		PLWptjpDqazOykMODK1rVSgaeA8p9rbqar
123	les rallizes all last ones	7.0		PLWptjpDqazOxdFjQJSoaR5SzmKPAuZlvs
395	jazz sunrise	59.0		PLWptjpDqazOyTylzec35AxMDER2jO-8co
357	jazz spiritual	31.0		PLWptjpDqazOwpjdGaU8-ZoC61IwwhpHzf
61	jazz reading radio	28.0		PLSh2MKvqX0HM
20	jazz reading	9.0		PLTqB3pWc10rU
292	jazz radio	898.0		PLWptjpDqazOwHp9kSbOE2aT7mqiHL504y
162	jazz noir	471.0		PLWptjpDqazOzXgez9315UJUUmAE_FZ2mO
386	jazz library background radio	116.0		PLWptjpDqazOydal2nfRzLqR5407BKY35o
92	jazz japanese	39.0		PLWptjpDqazOzHPiAhqv_j_xXPU4TBNeLy
62	jazz gypsy	118.0		PLWptjpDqazOyTqRfttR3nwCZBz05ayJSU
122	jazz guitar radio	127.0		PLWptjpDqazOzwhDKGzVvgS1dO8-dXROS3
17	jazz guitar	175.0		PLWptjpDqazOyi67QCmRGE7vWDua6ZGGeQ
418	jazz gloom smooth	150.0		PLWptjpDqazOw_8QcUty22-J4vdpY_blqa
302	jazz fusion cross radio	123.0		PLWptjpDqazOz6tJbbHecMni-2811S6Tyr
57	jazz fusion cross	143.0		PLWptjpDqazOx-1F-T-mIoF4sc7OOx561r
58	jazz funk disco 70s fusion	36.0		PLd8LG-sKDcYc
301	jazz funk cortex vibe	286.0	PUBLIC	PLWptjpDqazOx-vU9X5wpa0mOaLsf9lCZ2
465	jazz for spies radio	53.0		PLWptjpDqazOyj2ARv0edtYtxjiscELzT3
414	jazz cool	368.0		PLWptjpDqazOy_0iCN3M3xoLKALPm1eA_z
184	jazz blue note radio	62.0		PLWptjpDqazOykPZHM8a9wsvADeqgTT44L
411	jazz blue note latin	44.0		PLWptjpDqazOyR-KYJ2JZrP_TwySUN7TF8
183	jazz blue note	58.0		PLWptjpDqazOwGlZQ-NkB5wLclobDlMLtK
413	jazz ballads	89.0		PLWptjpDqazOxzVJ4D15es-iFdiQ-0AE-V
59	jazz	1367.0	PUBLIC	PLWptjpDqazOzLqvCA9cCkPUWjrE1-w-Kp
466	instrumental piano classical radio	72.0		PLWptjpDqazOwr-paqiRZlCtaB26xqCheu
415	instrumental ambient piano radio	135.0		PLWptjpDqazOzZp_I1RtUs6eYuuwwjwkhS
284	indie sleeze	46.0		PLWptjpDqazOy9gIDO6itVzQo1dI90mZBk
93	indie loose	1698.0	PUBLIC	PLWptjpDqazOygyoaRpT447v7SENKpPNfi
95	indie krill vibe	474.0		PLWptjpDqazOx_3UfI2hhpXc9PlSRD0-CD
3	indie folk	326.0		PLWptjpDqazOzUx53oyA5Z7HEPhf3tH8Us
9	indie banger	45.0		PLFbX6pssH0dI
2	indie	1180.0	PUBLIC	PLWptjpDqazOzPbRAeZPDeMIS0s8Zh0phK
370	hiphop wrist twistin	53.0		PLWptjpDqazOwGirBMdmQPqY1tefHRfuj4
496	hiphop trap rap dj	41.0		PLWptjpDqazOwwQoQogXsz6xq02OOomjXD
464	hiphop soul good vibe radio	91.0		PLWptjpDqazOz2wzz2RnSuracmcL6uZ3nI
383	hiphop soul good vibe	208.0		PLWptjpDqazOwJRQweUkD5pfB1D0rHEzsy
291	hiphop old school radio	696.0		PLWptjpDqazOyDleWuTJvHExPPekVqV0Y3
70	hiphop old school	1138.0	PUBLIC	PLWptjpDqazOyQKwrNZvNT6ycszr1AvlXz
182	hiphop modern radio	673.0		PLWptjpDqazOxqDpnhNMi8Mc6waEkmcVqA
75	hiphop modern	563.0		PLWptjpDqazOycPR1VtMnnVNU_b9FRZZg1
69	hiphop jazzy	284.0		PLWptjpDqazOyfO1n77MvWet0a8h5VY2Z0
444	hiphop indie	31.0		PLWptjpDqazOwxGSqsekPBl9xHsqOqGRva
404	hiphop get dumb radio	240.0		PLWptjpDqazOxjXgjb5hKM1YPQ09NdZnMQ
498	hiphop futurebeats	56.0		PLWptjpDqazOyhCB_-lCFoK06nFoF_c2ey
398	hiphop Soulquarians	43.0		PLWptjpDqazOyXToXICwFwzoA4mOcQJvUt
72	hiphop	2382.0	PUBLIC	PLWptjpDqazOxRTU_GJBmz7cicEKdLuISX
285	helvetia duster static cult	125.0		PLWptjpDqazOzjmXkauZjzas3yrbI6iGAq
447	hawaiian steel guitar	20.0		PLWptjpDqazOzlGl8-H9g93EaMn538a_TD
463	goth 1980s radio	111.0		PLWptjpDqazOy9doSKMoJ9vvXeBkhSrNN-
436	goth 1980s	15.0		PLWptjpDqazOz_A8pUDbPukvvPQWRV9BLv
116	good	87.0	PUBLIC	
236	garage rock	405.0		PLWptjpDqazOwqojQ__XYIweYTp-Uu-B5R
226	future garage	204.0		PLWptjpDqazOz3-7tjSYEpkPjtx8ItFstc
179	future beats radio	1606.0	PRIVATE	PLWptjpDqazOyLQNffYGQqgFemOOqiAVsv
7	future beats	1364.0	PUBLIC	PLWptjpDqazOzGd-Mg61nE0VYG8xmWDkRe
214	future bass	256.0		PLWptjpDqazOxP6qNE-EbnjbnPEmiG7SVV
460	folk fall indie chill	338.0		PLWptjpDqazOyByGaJGoT2hdbU1RqnAv-2
361	folk country americana	225.0		PLWptjpDqazOyQ7sqwFplwvn614JfD6c5w
272	folk acoustic radio	41.0		PLWptjpDqazOxv5a0XEcSdpXpKiERCIHZA
4	folk acoustic	239.0		PLWptjpDqazOyPoeTe6QoAKN3emcTgzt4P
78	folk 1970s	137.0		PLWptjpDqazOzCySuusDIUZWYxd0lpJ1F0
14	folk 1960s	190.0		PLWptjpDqazOzW92vQ1i-NwLhFrNv9uhxc
239	electronic witch house	67.0		PLWptjpDqazOw2eb6yfMo3GR1cthi6o_fV
402	electronic uk	277.0		PLWptjpDqazOynDagqTo9DhiHI6yfYgtiI
423	electronic soft pad	79.0		PLWptjpDqazOzGgiT8Ornv4_IhpCRs5sZc
129	electronic radio	371.0	PRIVATE	PLWptjpDqazOwTj7k2zqKNQliGC3Wy9t0l
115	electronic post dub	215.0		PLWptjpDqazOxmeskGJ9l3z5pMhMP39TNx
366	electronic new indie beats	459.0		PLWptjpDqazOwlHFPhrAZcYdNWVKmTrATJ
180	electronic jaar	41.0		PLWptjpDqazOx811f6V-BHTQ0TfKC2qaRG
443	electronic indie essentials	67.0		PLWptjpDqazOwvKerWiNoubNTSmyuRxSq-
152	electronic idm	141.0		PLWptjpDqazOxPsX3sISNYc91Yezhwb107
81	electronic house funk	143.0		PLWptjpDqazOzafsrknoXfRSODvqwEKStH
389	electronic house french touch	96.0	PUBLIC	PLWptjpDqazOxp1vZ3v3kt3nmGOHDMpgm3
492	electronic house dj	90.0		PLWptjpDqazOxyPT5Js73Rq6XaPdMJqag9
450	electronic house big bass	45.0	PUBLIC	PLWptjpDqazOzajYKZn3xg8H0uRfLeYjsa
501	electronic hard dj	28.0	PUBLIC	PLWptjpDqazOzXF1qeQkLg_PXxPj5_LH62
462	electronic frequencies radio	151.0		PLWptjpDqazOy6fsoJ2Nb6NMa1z2S9wAGl
216	electronic film scores radio	276.0		PLWptjpDqazOxf4wupFrJBRUA8UowdSQmW
273	electronic dubstep uk	54.0		PLWptjpDqazOyDGuN9AWYu2chDsC9pJzIm
112	electronic deep house radio	937.0		PLWptjpDqazOxToziCEQQnqSfupeNJmdhQ
104	electronic deep house	183.0		PLWptjpDqazOyHaToj9V5-dd-IdEFQqoaY
405	electronic chills adventure radio	304.0		PLWptjpDqazOy3ocYWfO_uPUHC3DwT1jtu
67	electronic chills adventure	198.0		PLWptjpDqazOygjjlNf3FNWI3TzAmtxvCo
277	electronic chill	468.0		PLWptjpDqazOwupmyCvkv0tOR7g7uzQSjv
227	electronic big beats radio	95.0		PLWptjpDqazOxdg3CM09vPUXPKTNJ97iwl
360	electronic big beats	18.0		PLWptjpDqazOyZ15J53QAtxSx9Jm7vNQQj
290	electronic Underjord radio	229.0		PLWptjpDqazOyptYSRY5APSKlvEmCaWXpV
22	electronic Underjord	284.0		PLWptjpDqazOxwrcVg0IbdOdJouqoRUJ5c
289	electronic Sine Language radio	1521.0	PRIVATE	PLWptjpDqazOzpvFbmM_traIiLIreurZj6
71	electronic Sine Language	774.0		PLWptjpDqazOzRhuXgE5MNv8EFkTBEkoYj
279	electronic New Wave old and new radio	281.0		PLWptjpDqazOxVn3NCQF0fuWocvSsPzq-X
281	electronic New Wave old and new	116.0		PLWptjpDqazOzOoWyB-rBEEVIDS2TdRzvl
276	electronic Innerwaves	125.0		PLWptjpDqazOzpnk1CxelsGh3nRQGRtic5
80	electronic House Special	235.0		PLWptjpDqazOwWaywV9uTtUPp4WoaxhByf
399	electronic House Soulful	20.0		PLWptjpDqazOwf1ts1nVM3d8XePobr6uqi
228	electronic Garage Bass House radio	330.0		PLWptjpDqazOzQafPMgib74I2D6BKk1ZWo
229	electronic Garage Bass House	94.0		PLWptjpDqazOxN6FjNX23c-uMyPhyb0NUC
230	electronic Focus radio	222.0		PLWptjpDqazOx1hHm5dwv_yEoSNzCbZ390
8	electronic Focus	204.0		PLWptjpDqazOwLKR-4dwYfNiZxFXMXBAZz
393	electronic Dance radio	227.0		PLWptjpDqazOyVY3NptH_z8UZ0WIgajVDd
392	electronic Dance	128.0		PLWptjpDqazOwxatsMPKRu6_kJO20YERNx
491	electronic Analog Grooves	101.0		PLWptjpDqazOxKZhxytrw8tf5-pVNWHvG2
490	electronic 2010s	50.0		PLWptjpDqazOx2x3aj9_VgQPuFzYcHH-U9
218	electronic 2000s	115.0		PLWptjpDqazOyRjHqZlep3pf9TbtP94ecM
397	electronic 1990s late 1980s House	17.0		PLWptjpDqazOwy3R5lQZALfwLNhkBmGHGG
377	electronic 1990s electronica	49.0		PLWptjpDqazOz-UCpNPOyVaFZx3U5sYlcE
73	electronic	1432.0	PUBLIC	PLWptjpDqazOwemYgzaTfMieoEZPa8KIvN
282	drunk driving	51.0		PLgXr9FU_39uXk0EyOKEfKX_6NMZQs2jdo
428	christmas crooners radio	56.0		PLWptjpDqazOx6WdsiNzxLHnAdh8v1IjTa
283	chill solar mix	98.0		PLWptjpDqazOyR-1aywTWKlo84iXCyeMhj
344	brass beats	210.0		PLWptjpDqazOymUI6DFy39OqbMELRkwRCX
12	botanica	26.0		PLKs1_1Wz_zs8
477	blues texas roots	25.0		PLWptjpDqazOw-IYjhD4XX1IRuC2P-KtDK
349	blues electric	82.0		PLWptjpDqazOyzUo3Gxa-VW8dQ131bS5x1
420	blues delta roots	112.0		PLWptjpDqazOzJvHBcfO2vfhjgrkIh2kLP
299	blues deep roots	268.0		PLWptjpDqazOwoIXfyz6-eEhhi2BvlsFbw
83	blues chicago	41.0		PLWptjpDqazOxfiqKt0LS73JCGfrRVM4BJ
119	blues	872.0		PLWptjpDqazOywwzZn-tkczbidWrMVG8_o
479	bluegrass billy	10.0		PLWptjpDqazOyYdhDuiYGDmrsu0_7RSgin
365	beats instrumental	409.0	PUBLIC	PLWptjpDqazOy8f5PCWBWS8vfgcnqZ7Kw-
382	beats dj	161.0		PLWptjpDqazOzD4FQ-hiOoCjiwsyuoN3Xe
480	beats cosmic Slop	35.0		PLWptjpDqazOy6QnNFaWZsNbyYG0s42HW0
94	beats Soulful Instrumentals	226.0		PLWptjpDqazOwxE09skYhWGeX_XSdXQSr9
417	beats 2010s wonky LA scene	420.0	PUBLIC	PLWptjpDqazOzLLRGA9sSRR0ZSu54kWdOX
364	beats	1296.0	PUBLIC	PLWptjpDqazOy1zgyOtbr6RhFOBz9GLlqq
195	ambient radio	560.0		PLWptjpDqazOyFC3gyE5CRnpUtYwvSePzA
380	ambient modular synths	36.0		PLWptjpDqazOzmBnEk3XiVJXPz5UDQg8X9
143	ambient modern radio	290.0	PRIVATE	PLWptjpDqazOwJtnBqWuVdLzhSA5iZGgnw
231	ambient modern	102.0		PLWptjpDqazOzQNt1_ELULQ5o-_S_Bb5st
346	ambient japan	50.0		PLWptjpDqazOyLja3PB-cIjAvYTBIyUcM_
482	ambient haunting harmonious	139.0		PLWptjpDqazOzFpg0kbG5h1t9-Y3Ysywtj
345	ambient grouper	72.0		PLWptjpDqazOz4HXkF9LeVtrls7lQiKrEL
278	ambient drone metal	22.0		PLWptjpDqazOy_NcVqwe-GGtDQJT84KMZK
427	ambient Indie Synths	84.0		PLWptjpDqazOwZL5VRYNEWDXheqT5N4HTx
484	ambient Dream Pop Deep Sleep	47.0		PLWptjpDqazOzp0iR2BxWYXy06nh0DqADf
503	ambient BOC	41.0		PLWptjpDqazOzITeP_G67GYyhln2-XDjjp
74	ambient	958.0		PLWptjpDqazOwWbU2NWZVGHllM-zoc9Mmy
502	ambiant electro	65.0		PLWptjpDqazOzjaFOAlWV37AywCmro60ET
424	Soul Classic Sunshine	94.0		PLWptjpDqazOybH3v1mhwlVP5MXl-Dsklw
187	Shoegaze	368.0		PLWptjpDqazOx0rD-T35zZyEBsmnOGlWZu
467	Rock modern The New Age of Classic radio	84.0		PLWptjpDqazOzYSmQJUBVPoXqUPfHsOGy-
478	Rock Sand Dunes & Guitars	31.0		PLWptjpDqazOwUOAIQGKwxi9_Rp7GpYaI9
102	Rock 1980s Pop New Wave	363.0		PLWptjpDqazOzog1yirwwXPidAuuZA4cal
103	Rock 1980s New Wave radio	1077.0	PRIVATE	PLWptjpDqazOz3ybhPdX-fwRJwFGJXpaJY
441	Rock 1970s progressive	41.0		PLWptjpDqazOxBgO-cPcU9NZha8ZOHrcvU
181	Reggae radio	1601.0	PRIVATE	PLWptjpDqazOzNok1igtOfGock3apHniTF
385	Reggae Dub radio	101.0		PLWptjpDqazOzIIPDThaBSRwcj0MNJyLWo
311	Reggae Dub	221.0		PLWptjpDqazOz2XweW6Y1li4ZTbJycyDGW
76	Reggae	544.0		PLWptjpDqazOy1OO5b_SLn4r5Rx3XxemYo
446	Psychedelic 1960s Orchestra	17.0		PLWptjpDqazOxa7oKTzyJcFSpurmMuWX6t
176	Post-Punk 1970s-1980s	167.0		PLWptjpDqazOxFl2uLHXoMidZAqgnUaAAA
371	Oldies radio	634.0		PLWptjpDqazOxgRUYrOBjGxtaA8tbLb3iA
348	Oldies	1147.0	PUBLIC	PLWptjpDqazOzPesSNSAxO4ai3uOWgeLRe
1	Music I Hump My Pillow To	85.0	PUBLIC	
0	Liked Music	20000.0	PUBLIC	LM
77	Jazz Fuzz Albums	652.0		PLWptjpDqazOxFHemSCLwmDHmKZ_Bm-Rpn
238	Japanese City Pop 70s 80s radio	105.0		PLWptjpDqazOzCjIZzHhbGUgw-31BBxOIE
391	Japanese City Pop 70s 80s	11.0		PLWptjpDqazOzhGj9yJpSXD8NacPVQrc8Q
297	Instrumentals Acoustic	31.0		PLWptjpDqazOwMnXnGBF3kAESIwBtr65tI
472	Instrumental Acoustic Guitar Explorations	56.0		PLWptjpDqazOyNVzfBsojJfmc7SsZwrZTy
439	Indie radio	281.0		PLWptjpDqazOzCz9uU6YTJGESyhtm2Ouwq
368	Indie psych	251.0		PLWptjpDqazOy8jjz1Cx1rbqZZJZBVkuAR
288	Indie Folk radio	416.0	PRIVATE	PLWptjpDqazOwnfEMm7GKZnOvVZPJjoc2e
419	Indie 2000s	233.0		PLWptjpDqazOw7NivtBEiFmg3DR1hY5xPs
437	Indie 1990s Rock radio	121.0		PLWptjpDqazOy357qk6ZUWDrPK4XOqz6LS
435	Indie 1990s Rock	76.0		PLWptjpDqazOyA6Atb_4Qub_vInxIh5cCv
105	Hip Hop Hits	274.0		PLWptjpDqazOwraNSrjGT4f0ITAgsTLn5B
422	Hip Hop 2000s southern	25.0		PLWptjpDqazOwbWvd79avLwIkyZ-Czt7BU
451	Hip Hop 2000s radio	71.0		PLWptjpDqazOwl8EYx8jwkzEQ5VvK9KCut
65	Hip Hop 2000s	114.0		PLWptjpDqazOwXKLSNYKDhj8leMgUOL_qG
130	Hip Hop 1990s west Coast	74.0		PLWptjpDqazOzG267WQ9NiRrLjvaRAq1Zj
232	Hip Hop 1990s radio	337.0		PLWptjpDqazOxkLrKWowWTFY0TwpsXwu9Q
416	Hip Hop 1990s east coast	29.0		PLWptjpDqazOzVYj9D4hjvUCVAzlPHZHs-
233	Hip Hop 1990s	796.0		PLWptjpDqazOzHJ68aXZjPD7NWQUyz8MSs
468	Hip Hop 1980s	25.0		PLWptjpDqazOycMDeqR91dJT2zRG3sgx02
378	Grunge radio	90.0		PLWptjpDqazOwrkE95qsL5LzEZtR6rCeUh
367	Grunge	103.0		PLWptjpDqazOysy5vqtqIBohfyYHH2BQmc
84	Golden Era Street Poetry		PUBLIC	
234	Folk radio	596.0		PLWptjpDqazOxVYGzs9mh2U9xhh9_fFjlw
13	Folk	622.0		PLWptjpDqazOwLX6Rge-x2VTjGdK5wkjsP
305	Discover Mix		PUBLIC	
454	Chillwave	366.0		PLWptjpDqazOwbfd6Yg0tJiNaZvqygicv_
481	Chill Supermix		PUBLIC	
96	Brass n chill	271.0		PLWptjpDqazOzjt7GdUueDnhPtst9qJ4yE
100	Bossa Nova radio	365.0		PLWptjpDqazOxycC8vFspD7a9hMy5KF4Fn
99	Bossa Nova	33.0		PLWptjpDqazOxSvAlRXI-V4t7cW94qZM3E
394	Beats Lofi radio	730.0		PLWptjpDqazOxEBjXnbzEc5oYwoarwWPos
396	Beats Lofi	141.0		PLWptjpDqazOyELVvWFRudR2Ij46725bX4
304	Archive Mix		PUBLIC	
303	2024 Recap	100.0	PRIVATE	LRYRi_M2PxQWaFRnpbkHiy64m24V14c__ITSK
410	2023 Recap	100.0	PRIVATE	LRYRcyIJ-WZRDsJ7g1jPvn1OczByk-FqFGa3t
448	2022 Recap	100.0	PRIVATE	LRYRLOrOqHpexcV9qwghTRoF_Yo5e_Iw9AmPc
