title	artist	album	likeStatus	videoId	albumId	artistId	playlists
Divine Moments of Truth	Shpongle	Are You Shpongled?	LIKE	igy8q2nWg-o	MPREb_PiArq1dusFB	UCcN7KaN9M7ne22klvNUB7Mw	xr psybient radio
M	Carbon Based Lifeforms	Interloper	LIKE	YYAMGerPNP4	MPREb_1rH37yEV4Zg	UCu8ii0rMmMqxUse8pxMMKJg	xr psybient radio
Magic Pill	Zero Cult	Tech'N'Chill II	INDIFFERENT	Z3tPISjnDY0	MPREb_DZZ7uzLtczb	UC47eYS1AfkUuHCACZRLqdEw	xr psybient radio
Turn Back	Zero Cult	Deep in Your Mind	INDIFFERENT	PuhubOUrjIU	MPREb_4ngmUbReSAR	UC47eYS1AfkUuHCACZRLqdEw	xr psybient radio
Catatonia	Zero Cult	Deep in Your Mind	INDIFFERENT	Vy0tzorFIEs	MPREb_4ngmUbReSAR	UC47eYS1AfkUuHCACZRLqdEw	xr psybient radio
Ribbon On A Branch	Younger Brother	The Last Days Of Gravity	INDIFFERENT	lNxB1Diu5Js	MPREb_xSafNlZmxby	UCVHNswitZXE2S_H-qRz-xEQ	xr psybient radio
Psychic Gibbon	Younger Brother	The Last Days Of Gravity	INDIFFERENT	td-W-olYskE	MPREb_xSafNlZmxby	UCVHNswitZXE2S_H-qRz-xEQ	xr psybient radio
Evil & Harm	Younger Brother	A Flock of Bleeps	INDIFFERENT	Wvs_RR8wQnM	MPREb_tq5v4Xw3ex1	UCVHNswitZXE2S_H-qRz-xEQ	xr psybient radio
Conduction Velocity	Will-O'-The-Wisp	Conduction Velocity	INDIFFERENT	OBGqUReuZIs	MPREb_kGtn69LNpLO	UCWNwPz6Yhmm1l_M_UmdV_DA	xr psybient radio
The Big Sleep	Vibrasphere	Downbeats	INDIFFERENT	lxiSNI4O5rU	MPREb_nw3DH6jCBQA	UCNZDoe6eNIajcmWZfRtf4cg	xr psybient radio
Turn Back	Tryhardninja	The Bite, Vol. 1	INDIFFERENT	RNXXtba510I	MPREb_2BW0jCH76kS	UCGTUcddfPpFCG6IoiiT2Z_A	xr psybient radio
Close Encounters	Treaty Oak Revival	Have A Nice Day	INDIFFERENT	QR8lGuokU0M	MPREb_zi34rX9jabb	UCAcxSTfdQyYN_69nhcXKSFA	xr psybient radio
Ethereality	Third Ear Audio	Third Ear Audio	INDIFFERENT	5AZDSr5KfO4	MPREb_PcvrPQAJWED	UCGztyxFh_0dzevUjynz06Sg	xr psybient radio
Divide! The Gospel of the Geiger	The Stupendium	Divide! The Gospel of the Geiger (A Fallout Musical)	INDIFFERENT	1xwEY851nx4	MPREb_J851HegJzOY	UCu4RfL3ws2Vdn_McCqbmQEA	xr psybient radio
Blue Chaos	Tabilonder	Blue Chaos	INDIFFERENT	X8B5_1vKavY	MPREb_RKOsBIC6iSr	UCKY5x2qcQCdH53poBd02crA	xr psybient radio
The Morning Before It All Happened	Sync24	Omnious	INDIFFERENT	vTETbMhgffo	MPREb_rH251eXr3sp	UCmVxIp6j_HZR-gVZ-K35stA	xr psybient radio
A Deep Sea Meditation Experience	Sync24	Omnious	INDIFFERENT	vgAV0zcBLuw	MPREb_rH251eXr3sp	UCmVxIp6j_HZR-gVZ-K35stA	xr psybient radio
You are Here Now	Suduaya	Starseeds	INDIFFERENT	0tHIfGbz_00	MPREb_STPLXjL2EzS	UCA3Xz4hWuw6b3mEzsRocfAw	xr psybient radio
Jeezlh (Heavy Version)	Solar Fields	Versions	INDIFFERENT	Gy289wmkqvc	MPREb_nMggjQUxO0y	UCofKjBteZYz-k4VAtkrT01A	xr psybient radio
Insum (Combination Edit)	Solar Fields	Versions	INDIFFERENT	hC1bvDeIbKU	MPREb_nMggjQUxO0y	UCofKjBteZYz-k4VAtkrT01A	xr psybient radio
Velvet Reptile	Solar Fields	RED	INDIFFERENT	-Lknlh0Qib0	MPREb_8ZScMNGg5Yi	UCofKjBteZYz-k4VAtkrT01A	xr psybient radio
Departure From Within (Origin 2009)	Solar Fields	Origin # 03	INDIFFERENT	HJjTVSHiufk	MPREb_BO6tZgc4DkV	UCofKjBteZYz-k4VAtkrT01A	xr psybient radio
Insum	Solar Fields	Leaving Home	INDIFFERENT	njYw6U8SfFo	MPREb_zW7YuoeapC1	UCofKjBteZYz-k4VAtkrT01A	xr psybient radio
Guilty Kitty	Side Liner	Guilty Kitty	INDIFFERENT	wGS7mmvPJoY	MPREb_eYx5Df1JarS	UCez5LtEI0dL19x7gdxt15rg	xr psybient radio
Every Morning You Are My Faith (Ambient Version)	Side Liner	Every Morning You Are My Faith (Ambient Version)	INDIFFERENT	AAG_n3cvHyE	MPREb_WTxaH7KgZXE	UCez5LtEI0dL19x7gdxt15rg	xr psybient radio
Once Upon the Sea of Blissful Awareness	Shpongle	Tales of the Inexpressible	INDIFFERENT	izxx1tTVkZE	MPREb_nvWStEtjsVo	UCcN7KaN9M7ne22klvNUB7Mw	xr psybient radio
