title	artist	album	likeStatus	videoId	albumId	artistId	playlists
Wu-Tang: 7th Chamber	Wu-Tang Clan	Enter The Wu-Tang (36 Chambers) [Expanded Edition]	LIKE	4mGfB5lbK-w	MPREb_eRevYdOLt8G	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
One More Chance (2005 Remaster)	The Notorious B.I.G.	Ready to Die (The Remaster)	LIKE	Ky3S7jdoiUI	MPREb_iF0uEXwERPq	UCczXQ2ehGOS2U2UnR8rY3Hg	hiphop old school radio
Church	Outkast	Speakerboxxx/The Love Below	LIKE	zacphYtrxaE	MPREb_ZCzLQS45yq5	UCpJG35xsNdMgxsXn7kqG4Ew	hiphop old school radio
Mr. Sandman (feat. RZA, Inspectah Deck & Carlton Fisk)	Method Man	Tical	LIKE	o7OxAHp4Cz8	MPREb_ciHGw3R5mJo	UCc1r7FILg1s6rXuE4quij5Q	hiphop old school radio
Meth Vs. Chef (feat. Raekwon)	Method Man	Tical	LIKE	YsL4LklccNk	MPREb_ciHGw3R5mJo	UCc1r7FILg1s6rXuE4quij5Q	hiphop old school radio
Gotta Eat	Lupe Fiasco	Lupe Fiasco's The Cool	LIKE	GlvFY_inXLg	MPREb_TZ9NaAWGimG	UCe872mgP4deADPnXtkbS-Cg	hiphop old school radio
Perverted Monks In Tha House	Jeru The Damaja	The Sun Rises In The East	LIKE	WjicHDxa4wg	MPREb_7BCMOo1QJNe	UCPG04OSqYhV-sRaCm_XqxTw	hiphop old school radio
Without Me	Eminem	The Eminem Show	LIKE	tqxRidAWER8	MPREb_6hyn9PhqicQ	UCedvOgsKFzcK3hA5taf3KoQ	hiphop old school radio
Pacifics (From The Original Motion Picture Soundtrack “N.Y. Is Red Hot')	Digable Planets	Reachin' (A New Refutation Of Time And Space)	LIKE	sanKBH1Hde8	MPREb_OyZJYxFINa0	UCyi6pisEIouLIx9i-KDcrtA	hiphop old school radio
Flavor Of The Month	Black Sheep	A Wolf In Sheep's Clothing	LIKE	Hfn_3FcyjVQ	MPREb_JOIg8XpogyB	UCJVmVTYCEaiMLCdVohRx9gg	hiphop old school radio
Song For The Man (Remastered 2009) (feat. Brooke Williams)	Beastie Boys	Hello Nasty (Deluxe Edition/Remastered)	LIKE	VL9k2-K9OK4	MPREb_jbVMm9qQyeN	UCe6E2f1FNQZ0XuCJ4GlONwQ	hiphop old school radio
Song For Junior (Remastered 2009)	Beastie Boys	Hello Nasty (Deluxe Edition/Remastered)	LIKE	XwnGHCZPUAU	MPREb_jbVMm9qQyeN	UCe6E2f1FNQZ0XuCJ4GlONwQ	hiphop old school radio
Sneakin' Out The Hospital (Remastered 2009)	Beastie Boys	Hello Nasty (Deluxe Edition/Remastered)	LIKE	HVE9pc-958M	MPREb_jbVMm9qQyeN	UCe6E2f1FNQZ0XuCJ4GlONwQ	hiphop old school radio
The Hop	A Tribe Called Quest	Beats, Rhymes & Life	LIKE	f1-oJnaN1Js	MPREb_mlFnXKcYqcN	UCiOPPAw9e2Fj-i2uMNpoRNQ	hiphop old school radio
Happiness	dead prez	Let's Get Free	INDIFFERENT	pFRk_cQIq2k	MPREb_iKUhvOJbuUA	UCtTL8izoraajUAufCZQJrAQ	hiphop old school radio
Leave You Alone (feat. Ne-Yo)	Young Jeezy	TM:103 Hustlerz Ambition	INDIFFERENT	NkXVYoioiqI	MPREb_JgKPN6uPQtk	UCpo3AnV4YNbdNhbbscuB46w	hiphop old school radio
Criminal Set	Xzibit	Weapons of Mass Destruction	INDIFFERENT	h-gid2-fTuI	MPREb_848QjrtdfPK	UCd2jm7IvcVOKFrItXjKQsbA	hiphop old school radio
Get Your Walk On	Xzibit	Restless	INDIFFERENT	xAaxeiNEctU	MPREb_pOhHw5go58Z	UCd2jm7IvcVOKFrItXjKQsbA	hiphop old school radio
Front 2 Back	Xzibit	Restless	INDIFFERENT	KroxiDaZg3k	MPREb_pOhHw5go58Z	UCd2jm7IvcVOKFrItXjKQsbA	hiphop old school radio
Don't Approach Me (feat. Eminem)	Xzibit	Restless	INDIFFERENT	kRM3V7sRlpk	MPREb_pOhHw5go58Z	UCd2jm7IvcVOKFrItXjKQsbA	hiphop old school radio
Best of Things	Xzibit	Restless	INDIFFERENT	noPsghYC7AE	MPREb_pOhHw5go58Z	UCd2jm7IvcVOKFrItXjKQsbA	hiphop old school radio
My Name (feat. Eminem & Nate Dogg)	Xzibit	Man VS Machine	INDIFFERENT	1bgpUeRpmnc	MPREb_dg4qwppP8Bj	UCd2jm7IvcVOKFrItXjKQsbA	hiphop old school radio
Multiply (feat. Nate Dogg)	Xzibit	Man VS Machine	INDIFFERENT	zTsNyYSnLis	MPREb_dg4qwppP8Bj	UCd2jm7IvcVOKFrItXjKQsbA	hiphop old school radio
Look At Me!	XXXTENTACION	Look At Me!	INDIFFERENT	I0FKqmoK56I	MPREb_U30mbVWWWdQ	UCnAcxgRZ065f_eXK1o85c1w	hiphop old school radio
We Trying to Stay Alive (feat. John Forté & Pras)	Wyclef Jean	Wyclef Jean presents The Carnival featuring Refugee Allstars	INDIFFERENT	RezYC0u3BKE	MPREb_JS1yhjhKBEp	UC0YEe09RyRkDPpEwkGbuHaA	hiphop old school radio
Wu-Revolution (feat. Poppa Wu & Uncle Pete)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	rbQ8V1Ul67A	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Visionz (feat. Method Man, Raekwon, Masta Killa & Inspectah Deck)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	ei65mpVu47s	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
The M.G.M. (feat. Ghostface Killah & Raekwon)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	407mT6NhgPI	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
The Closing (feat. Raekwon)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	4H_zvGdkb8k	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
The City (feat. Inspectah Deck)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	bySZVMc1jqw	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Second Coming (feat. Tekitha)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	5x7tiaj1nPM	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Older Gods (feat. Ghostface Killah, Raekwon & GZA)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	TRT6abI4upo	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Maria (feat. Ol' Dirty Bastard, Cappadonna & RZA)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	ZCIKNLEnjaA	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Little Ghetto Boys (feat. Raekwon, RZA, Cappadonna & Ghostface Killah)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	iU-XMAI4m8w	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Intro (feat. RZA & GZA)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	LAQgl7o79L4	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
For Heavens Sake (feat. Inspectah Deck, Masta Killa & Cappadonna)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	gAYz6gbpnx8	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Duck Seazon (feat. Raekwon, RZA & Method Man)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	95TUm-SDsLI	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Dog Shit (feat. Ol' Dirty Bastard, RZA & Method Man)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	xexyzoz5ylQ	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Black Shampoo (feat. U-God, Method Man, Tekitha & Dom Pachino)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	rB69bqvN5eA	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Bells of War (feat. U-God, Method Man, RZA & Masta Killa)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	YBo0MlJj2So	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
As High as Wu-Tang Get (feat. Ol' Dirty Bastard, GZA & Method Man)	Wu-Tang Clan	Wu-Tang Forever	INDIFFERENT	lchDG5-c3eI	MPREb_ySimBuHORNp	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
The Monument (feat. Raekwon, GZA & Busta Rhymes)	Wu-Tang Clan	The W	INDIFFERENT	V94umFjXV6s	MPREb_OveZeAsb6q3	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
I Can't Go to Sleep (feat. Ghostface Killah, RZA & Issac Hayes)	Wu-Tang Clan	The W	INDIFFERENT	o7v1UVcmQUU	MPREb_OveZeAsb6q3	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Careful (Click, Click) (feat. RZA, U-God, Masta Killa & Cappadonna)	Wu-Tang Clan	The W	INDIFFERENT	Eeh8DxoQRMg	MPREb_OveZeAsb6q3	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Seen a Lot of Things (feat. Ghostface Killah, Raekwon & Harley)	Wu-Tang Clan	Of Mics and Men (Music from the Showtime Documentary Series)	INDIFFERENT	hVQzoJFk-Fc	MPREb_HBqyz11YGsR	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Babies (feat. Ghostface Killah, Raekwon & GZA)	Wu-Tang Clan	Iron Flag	INDIFFERENT	5fr6FJU8JBg	MPREb_upfrWFz1Izy	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Windpipe (feat. RZA, Ol' Dirty Bastard & Ghostface Killah)	Wu-Tang Clan	Belly (Original Motion Picture Soundtrack)	INDIFFERENT	DcOOh-ZSaX4	MPREb_yNVFZD5Nmyl	UCdQKMtGgbbahJWE3rkPaGoA	hiphop old school radio
Rump Shaker (Radio Edit)	Wreckx-N-Effect	Boom Box Flava	INDIFFERENT	7gGcI3fmZN0	MPREb_WVFcLixk1JV	UC75biAe6W07d-SV7YYIqVjg	hiphop old school radio
Miami	Will Smith	Big Willie Style	INDIFFERENT	qjtqeSjPbPA	MPREb_ZoEsu93vJDr	UCdHscQsCBWSfcW50NjdJWkA	hiphop old school radio
Potential Victims	Westside Connection	Terrorist Threats	INDIFFERENT	3dIhE-xiltE	MPREb_P364SIOsqGl	UCKufI_BH1qyYJiUwnEw5qMg	hiphop old school radio
Hoo-Bangin' (WSCG Style)	Westside Connection	Bow Down	INDIFFERENT	UmadUxKSzn8	MPREb_2TQistYKvlj	UCKufI_BH1qyYJiUwnEw5qMg	hiphop old school radio
No Letting Go	Wayne Wonder	No Holding Back	INDIFFERENT	3YSUvYDJ6R4	MPREb_snNer1WIV4M	UC6NiMbBKIFTH8oPUs0NaQpQ	hiphop old school radio
Lookin' At You	Warren G	Return Of The Regulator	INDIFFERENT	repsk0wWwKQ	MPREb_hW0BKGGQoQk	UCdVRxxZs3-ZP7lNso5lO2RQ	hiphop old school radio
Recognize (feat. The Twinz)	Warren G	Regulate… G Funk Era	INDIFFERENT	4vUIldZ8Nz4	MPREb_oVGsyTdbo50	UCdVRxxZs3-ZP7lNso5lO2RQ	hiphop old school radio
Do You See (feat. Nate Dogg)	Warren G	Regulate… G Funk Era	INDIFFERENT	xVUxVGEUjII	MPREb_oVGsyTdbo50	UCdVRxxZs3-ZP7lNso5lO2RQ	hiphop old school radio
The Matrimony (feat. Usher)	Wale	The Album About Nothing	INDIFFERENT	f3a_h4pJV68	MPREb_G4WGfEb7Ybs	UC-ZdvsS3ZOVkyKpDXUavCcg	hiphop old school radio
My Boo	Usher	Confessions (Expanded Edition)	INDIFFERENT	EDxR5OzuKgE	MPREb_SWsgZy2lpfg	UCILuIcqzJMtkxCmftNVjNBQ	hiphop old school radio
Heads Up (feat. GZA & Jackpot Scotty Wotty)	U-God	The Keynote Speaker	INDIFFERENT	OKx3KR14g7E	MPREb_Ki0lFhk8fmi	UCnv6QgSs2H4l4tPOmYdywgQ	hiphop old school radio
How You Gonna Act Like That	Tyrese	I Wanna Go There	INDIFFERENT	Z4g-_UvMLZQ	MPREb_lDgPTTuz3Yz	UCwKrIlnzMIkNmqd2ehS7H2w	hiphop old school radio
Is It Chill If I Chill Here?	Tumaggz	Hypo Negative	INDIFFERENT	ftMigh-OBSc	MPREb_fuDHfOCPbvA	UCwv5QCSCHgCx-mHknEfm-qw	hiphop old school radio
Twerk Dat Pop That (feat. Eminem & Royce da 5'9')	Trick Trick	Twerk Dat Pop That (feat. Eminem & Royce da 5'9')	INDIFFERENT	Xu3E8C6SoZ0	MPREb_Q2H7me3ciDF	UChtdL02AWge3LE1Qv58Ox4A	hiphop old school radio
Welcome 2 Detroit (feat. Eminem)	Trick Trick	The People Vs.	INDIFFERENT	CfR_GdP-p3o	MPREb_fFAltsMmf5T	UChtdL02AWge3LE1Qv58Ox4A	hiphop old school radio
Welcome 2 Detroit (feat. Eminem)	Trick Trick	The People Vs.	INDIFFERENT	CfR_GdP-p3o	MPREb_fFAltsMmf5T	UChtdL02AWge3LE1Qv58Ox4A	hiphop old school radio
Nipsey	Trae Tha Truth	Nipsey	INDIFFERENT	gDJXRW3v8E4	MPREb_nZ8IKAsjMqH	UC0B6BRA-QsNfK4V5TSgEtFw	hiphop old school radio
Can't You See (25th Anniversary Remaster) (feat. The Notorious B.I.G.)	Total	Can't You See (25th Anniversary - Remaster)	INDIFFERENT	81IFKL8Y1cM	MPREb_TGu1npfE2f7	UCKBTxc4HhQ8W8p7_BcfiOBw	hiphop old school radio
Drama Setter (feat. Eminem & Obie Trice)	Tony Yayo	Thoughts Of A Predicate Felon	INDIFFERENT	hHVorZxDvxI	MPREb_jI8GBpIOF0J	UCpNg8JV186ubZfK6a05XIwQ	hiphop old school radio
One To Grow On	The UMC's	Fruits Of Nature	INDIFFERENT	i9QFXBcrK58	MPREb_e9zomsBScoD	UCoBsrc8UwyNtyUj0gSfxBbg	hiphop old school radio
Makin' my Way (feat. Erykah Badu, Little Brother & Thesis)	The Strange Fruit Project	The Healing	INDIFFERENT	NUFgVzUVgWY	MPREb_g69P2kntvbq	UChFyxjPP2JtCo71lpZjdRVw	hiphop old school radio
Without A Doubt (feat. Lady B)	The Roots	Things Fall Apart	INDIFFERENT	IJJzRWO72Po	MPREb_LawQuTEu344	UCkOV250OgD1qUOAvGYgCSvA	hiphop old school radio
The Spark	The Roots	Things Fall Apart	INDIFFERENT	PnrUePtOcXA	MPREb_LawQuTEu344	UCkOV250OgD1qUOAvGYgCSvA	hiphop old school radio
Act Too (The Love Of My Life) (feat. Common)	The Roots	Things Fall Apart	INDIFFERENT	XqHnARjmCVI	MPREb_LawQuTEu344	UCkOV250OgD1qUOAvGYgCSvA	hiphop old school radio
Web	The Roots	The Tipping Point	INDIFFERENT	Uv4Bq54EKww	MPREb_sYjBeMMEHPa	UCkOV250OgD1qUOAvGYgCSvA	hiphop old school radio
Duck Down!	The Roots	The Tipping Point	INDIFFERENT	E2CIdJHvhIg	MPREb_sYjBeMMEHPa	UCkOV250OgD1qUOAvGYgCSvA	hiphop old school radio
Rock You	The Roots	Phrenology	INDIFFERENT	WIau_dOEnRY	MPREb_I50MYGswhM8	UCkOV250OgD1qUOAvGYgCSvA	hiphop old school radio
Pussy Galore	The Roots	Phrenology	INDIFFERENT	AVVSuhu0ktc	MPREb_I50MYGswhM8	UCkOV250OgD1qUOAvGYgCSvA	hiphop old school radio
No Great Pretender	The Roots	Illadelph Halflife	INDIFFERENT	yCcx7xp9_Cc	MPREb_eZxSxHuWOGR	UCkOV250OgD1qUOAvGYgCSvA	hiphop old school radio
Don't Feel Right (feat. Maimouna Youssef)	The Roots	Game Theory	INDIFFERENT	HjcWf_KWNvU	MPREb_VRywOkKRP6E	UCkOV250OgD1qUOAvGYgCSvA	hiphop old school radio
Do You Want More?!!!??!	The Roots	Do You Want More?!!!??!	INDIFFERENT	KOE9aM3M-Lc	MPREb_9U53K8spnZb	UCkOV250OgD1qUOAvGYgCSvA	hiphop old school radio
Pharcyde	The Pharcyde	Labcabincalifornia	INDIFFERENT	wIgo7ntE3bU	MPREb_eF1KUfxshSG	UCPBVpB_roy80QRKWi4vwRVQ	hiphop old school radio
Devil Music	The Pharcyde	Labcabincalifornia	INDIFFERENT	3TkXtab7yBo	MPREb_eF1KUfxshSG	UCPBVpB_roy80QRKWi4vwRVQ	hiphop old school radio
Things Done Changed (2005 Remaster)	The Notorious B.I.G.	Ready to Die (The Remaster; 2015 Remaster)	INDIFFERENT	iyCaKwM-URE	MPREb_Z9jk13Krcv3	UCczXQ2ehGOS2U2UnR8rY3Hg	hiphop old school radio
Things Done Changed (2005 Remaster)	The Notorious B.I.G.	Ready to Die (The Remaster)	INDIFFERENT	yy5m_9HXp6A	MPREb_iF0uEXwERPq	UCczXQ2ehGOS2U2UnR8rY3Hg	hiphop old school radio
Respect (2005 Remaster)	The Notorious B.I.G.	Ready to Die (The Remaster)	INDIFFERENT	WbLTCpEIJUo	MPREb_iF0uEXwERPq	UCczXQ2ehGOS2U2UnR8rY3Hg	hiphop old school radio
Me and My Bitch (2005 Remaster)	The Notorious B.I.G.	Ready to Die (The Remaster)	INDIFFERENT	b-iGyXoqWNw	MPREb_iF0uEXwERPq	UCczXQ2ehGOS2U2UnR8rY3Hg	hiphop old school radio
Going Back to Cali	The Notorious B.I.G.	Life After Death (2014 Remastered Edition)	INDIFFERENT	lcABgACLyjc	MPREb_CbmVHtjG6pE	UCczXQ2ehGOS2U2UnR8rY3Hg	hiphop old school radio
I Got a Story to Tell (2005 Remaster)	The Notorious B.I.G.	Hypnotize	INDIFFERENT	Jh0pJRyma2M	MPREb_RzWuhBDXyrM	UCczXQ2ehGOS2U2UnR8rY3Hg	hiphop old school radio
