title	artist	album	likeStatus	videoId	albumId	artistId	playlists
Coumba	Orchestra Baobab	Pirates Choice	LIKE	P70MItt7cp4	MPREb_cj2kP3l9GAM	UCwMs7c2K497kuIL0dbZP8CA	xr AfricanMusic radio
Ndima Ndapedza	Oliver Mtukudzi	Tuku Music	LIKE	R2H46iMlVVM	MPREb_buFzC7qxtjs	UCVoeijjk8ewIn3CZag6MCiQ	xr AfricanMusic radio
Carambola	África Negra	Carambola	INDIFFERENT	eNMWkqYXAAU	MPREb_4W6zR1hrjLu	UCXB4PtDeIC2QrRsG1umtXkw	xr AfricanMusic radio
golf ii	nakfa	golf ii	INDIFFERENT	ykqiA_bybkE	MPREb_AYlkCZrvvNC	UCu6zx7Ta101xT0bCNlJU5hA	xr AfricanMusic radio
Jirra	hachalu hundessa	Jirra	INDIFFERENT	RqyCtDXOndI	MPREb_oycdiUixJSO	UC5igpxzxMlGWHRMOFeZul9A	xr AfricanMusic radio
Sukari	Zuchu	Sukari	INDIFFERENT	c9TZP18bpMI	MPREb_MsUJ0h3BK4R	UC2gv6jHjpmMZzaag1hdXyLg	xr AfricanMusic radio
Inama (feat. Diamond Platnumz)	Zuchu	Inama	INDIFFERENT	z2BbaLi_GW0	MPREb_vDksy9DaCtW	UC2gv6jHjpmMZzaag1hdXyLg	xr AfricanMusic radio
Shake Your Bumbum	Yvonne Mwale	Shake Your Bumbum	INDIFFERENT	Ka4uFh1RNxw	MPREb_cEuo6YLHLKj	UCo_3H_lKrIGGguweqJvw9Dg	xr AfricanMusic radio
Mbeugël is All (feat. Toumani Diabaté)	Youssou Ndour	Seeni Valeurs	INDIFFERENT	51wp-b95mJk	MPREb_gt2hLgHUWnP	UCPzoHRR53Gi5pT8kHU9FptQ	xr AfricanMusic radio
Immigres	Youssou N'Dour and Le Super Etoile De Dakar	Fatteliku (Live in Athens 1987)	INDIFFERENT	bUkvpHfNDhk	MPREb_a2iSPMuZdTp	UCPzoHRR53Gi5pT8kHU9FptQ	xr AfricanMusic radio
Yaji (feat. Slimcase & Brainee)	Yemi Alade	Yaji	INDIFFERENT	KM8wuityvqs	MPREb_HBEBDUy5hDK	UClVDzJUSV0X_tp2sceFHsxA	xr AfricanMusic radio
Give Dem	Yemi Alade	Woman Of Steel	INDIFFERENT	VNY1eBaxLcs	MPREb_Aliih6XLsfo	UClVDzJUSV0X_tp2sceFHsxA	xr AfricanMusic radio
Johnny	Yemi Alade	King of Queens	INDIFFERENT	2ROW2UAVirg	MPREb_CvbVgRI9CsH	UClVDzJUSV0X_tp2sceFHsxA	xr AfricanMusic radio
Bum Bum	Yemi Alade	Black Magic	INDIFFERENT	iyUf96bJP0c	MPREb_OpPdvTl5uwU	UClVDzJUSV0X_tp2sceFHsxA	xr AfricanMusic radio
BOSSY (feat. Kida Kudz & Cuppy)	WurlD	AFROSOUL (Deluxe)	INDIFFERENT	y7a4ShBzRKE	MPREb_MsCvJJPBZDr	UC_lPr6_5dcv_1sOP_9Cubmg	xr AfricanMusic radio
Send Me Off To Eat	Woréka	Send Me Off To Eat	INDIFFERENT	hY-5QHIyGGk	MPREb_cRLxS0rBOKO	UCQ5M7-P_oHHFZwnB7G_q7SQ	xr AfricanMusic radio
True Love (feat. Tay Iwar & Projexx)	Wizkid	Made In Lagos: Deluxe Edition	INDIFFERENT	sah4iM3FpB0	MPREb_5sB5PJh0B0a	UC25DGtgYk5TwdksvtpeWYvA	xr AfricanMusic radio
Sweet One	Wizkid	Made In Lagos: Deluxe Edition	INDIFFERENT	3xgiZJT2iNg	MPREb_5sB5PJh0B0a	UC25DGtgYk5TwdksvtpeWYvA	xr AfricanMusic radio
Steady	Wizkid	Made In Lagos: Deluxe Edition	INDIFFERENT	_e9MQNUPzT0	MPREb_5sB5PJh0B0a	UC25DGtgYk5TwdksvtpeWYvA	xr AfricanMusic radio
Roma (feat. Terri)	Wizkid	Made In Lagos: Deluxe Edition	INDIFFERENT	zOhnL7Sl9rM	MPREb_5sB5PJh0B0a	UC25DGtgYk5TwdksvtpeWYvA	xr AfricanMusic radio
Reckless	Wizkid	Made In Lagos: Deluxe Edition	INDIFFERENT	KTRHMUhEXAc	MPREb_5sB5PJh0B0a	UC25DGtgYk5TwdksvtpeWYvA	xr AfricanMusic radio
Piece of Me (feat. Ella Mai)	Wizkid	Made In Lagos: Deluxe Edition	INDIFFERENT	r7IEvBoqBZQ	MPREb_5sB5PJh0B0a	UC25DGtgYk5TwdksvtpeWYvA	xr AfricanMusic radio
