	title	artist	album	likeStatus	videoId	albumId	artistId
0	Scenery	Ryo Fukui	Scenery	LIKE	sr4vIBaumiM	MPREb_OXs21wIlthC	UC3v8sOyI_FGAyfDMex1VRVw
97	I Need A Forest Fire (feat. Bon Iver)	James Blake	The Colour In Anything	LIKE	LGPNEsr0MtI	MPREb_4LBkxEG6W1T	UCx90L12QXzc18AGYFRof-EA
22	Heater	Flume	Skin Companion EP I	LIKE	Zwz1q3C-grY	MPREb_6ody52yrHmU	UCEdhHl4ZB0JXIinqZ367F6w
95	Take a Chance (feat. Little Dragon)	Flume	Skin	LIKE	W-oOu6Q7g9c	MPREb_42aTnV80Yzf	UCEdhHl4ZB0JXIinqZ367F6w
99	Still Brazy	YG	Still Brazy (Deluxe)	INDIFFERENT	K74vvy_2A8U	MPREb_W7oy4hKigpT	UCfmbK1auGXazD_UOiU2y1dg
35	When I'm Down	Whethan	Whethan, Oliver Tree - When I'm Down	INDIFFERENT	7CLUzGsnSA8	MPREb_J3Mwp9RRWxw	UCtbGuiysgy23rMrhoB_Z8jA
47	Trust	What So Not	Divide & Conquer	INDIFFERENT	agevu7-BVWA	MPREb_75yQTJUXpBg	UCCsaNVXPQAq1xF724Agb8tg
76	Divide & Conquer	What So Not	Divide & Conquer	INDIFFERENT	emoyrRxZkwU	MPREb_75yQTJUXpBg	UCCsaNVXPQAq1xF724Agb8tg
90	Oh My	WESTSIDE BOOGIE	Oh My	INDIFFERENT	IJwn5lgd03s	MPREb_8IoC1XfPWpk	UCPkz7JbRUaqX61VWWJYziKA
94	Viceroy	Violent Soho	WACO	INDIFFERENT	Ue_IeYkLpsQ	MPREb_LQ02qCWRF6o	UCU4M3FaGJhS6iajHczJhoXQ
45	Run (Lil Silva Remix)	Tourist	Run (Remixes)	INDIFFERENT	sB1dJ5JZmYk	MPREb_vTb41l60Iba	UCP-mlMKCt28XuYwWvECgtAw
72	To Have You Back	Tourist	U	INDIFFERENT	m8mlpAA_McU	MPREb_44hdKlYxP0q	UCP-mlMKCt28XuYwWvECgtAw
96	Too Late	Tourist	U	INDIFFERENT	95MmlN89De4	MPREb_44hdKlYxP0q	UCP-mlMKCt28XuYwWvECgtAw
92	In For It (feat. RL Grime)	Tory Lanez	In For It	INDIFFERENT	Amp86v4Nd8Q	MPREb_au68cQyIPhj	UCYKF8xDQoRGUAFr867VQUTQ
5	A Violent Noise (Four Tet Remix)	The xx	A Violent Noise (Four Tet Remix)	INDIFFERENT	QXIGX69oFBA	MPREb_Dzp0F3It8B7	UCQ1Xqlk89CLZ9aAFyo-1THg
9	TROUBLE (CRNKN Remix) (feat. Absofacto)	The Knocks	TROUBLE (The Remixes Part II)	INDIFFERENT	SE98YwW59Ns	MPREb_1HzBd1SVQM2	UCykKxVGTgKUm3L4vWqrO6eQ
16	Radio	Sylvan Esso	What Now	INDIFFERENT	agqc6DeDJYE	MPREb_39W7xB0TKm3	UCo2TtupcsAkNLwwK6yrO9dw
66	Better (feat. Imad Royal & Nicole Millar)	Sweater Beats	Better	INDIFFERENT	gtTgu-Kw9cw	MPREb_x8D3VuB4Z2h	UCh5zMIhMdqKBFIBv2GrLsMg
37	My G's	Stööki Sound	My G's	INDIFFERENT	ma1B9JiSR7A	MPREb_sRPwH5VEi9b	UCwQvME-OoMauEyeDO-BGZ6g
60	Cruel (Ta-ku Remix) (feat. ZAYN)	Snakehips	Cruel (Remixes)	INDIFFERENT	5pjmz35vB28	MPREb_zFuyUdDskg6	UC6OSsem3YVvfqLUnlg20aQQ
51	You Are Mine (feat. Holley Maher)	Secret Nation	Secret Nation	INDIFFERENT	rkNYRjaejRI	MPREb_JW81q038AEg	UCrLgaUzJWXafarWRY8fzl_A
86	Yours	SG Lewis	Yours - EP	INDIFFERENT	OPqozBJd6r8	MPREb_1nbLiv1MOSO	UCOQJ3PINtnlAv84pSzgv4cg
28	2100 (feat. BOOTS)	Run The Jewels	Run The Jewels 3	INDIFFERENT	iojT8yPHsuM	MPREb_3J49aAhE4WI	UC6b6dR8FnUK-_c_GtWv3fdQ
49	I'm a Stone	River Tiber	Indigo	INDIFFERENT	dDq0MV9UknA	MPREb_2CF3a6FhFeB	UCV1eHw-IcR2b2nMX9tzeChQ
24	The Butcher	Radiohead	Supercollider / The Butcher	INDIFFERENT	dr2Wm3Ralos	MPREb_i74K8v70XB7	UCr_iyUANcn9OX_yy9piYoLw
78	Shelter (R7CKY FLIP) - Shelter (R7CKY FLIP) (Shelter (R7CKY FLIP))	R7CKY	Shelter (R7Cky Flip)	INDIFFERENT	OCaLkmWwTQg	MPREb_2g6KoWPbBp9	UCzTkBUd7QdamGqiOSAsM4_w
