	title	artist	album	likeStatus	videoId	albumId	artistId
29	Africa VIP	The Others	The Otherside	LIKE	fTF02giWz3M	MPREb_fmYrIxEdbiV	UCvQSFsfLDDleenGK3Ja8UHA
30	WinterDub	Synthesizer Shaikh	Under the City Glow	LIKE	XPqY3w5_NYM	MPREb_kuO7PJo2pm0	UCxMqIPE50_ZG3Ov6K_Wi3IA
18	Rutten	Skream	Skream! (Expanded Edition)	LIKE	7zDpNB39-LI	MPREb_c0F1IaKEmkg	UCo3ohMrhOjpE9xLId-TlXxQ
24	50-skream-midnight_request_line	Skream	Electronic	LIKE	62MyY8e9NQ8	FEmusic_library_privately_owned_release_detailb_po_CKCA4sLKgvb7CBIKZWxlY3Ryb25pYxoPdmFyaW91cyBhcnRpc3RzIgNncG0	FEmusic_library_privately_owned_artist_detaila_po_CKCA4sLKgvb7CBIGc2tyZWFt
25	Dutch Flowerz	Skream	Bleep 100 Tracks 2004-2014	LIKE	vc7QDxk2Ou4	FEmusic_library_privately_owned_release_detailb_po_CKCA4sLKgvb7CBIaYmxlZXAgMTAwIHRyYWNrcyAyMDA0IDIwMTQaD3ZhcmlvdXMgYXJ0aXN0cyIDZ3Bt	FEmusic_library_privately_owned_artist_detaila_po_CKCA4sLKgvb7CBIGc2tyZWFt
28	Bahl Fwd	Skream	Tectonic Plates, Vol. 1	LIKE	J-0mBaCgaZE	MPREb_cEG9I9VSU1w	UCo3ohMrhOjpE9xLId-TlXxQ
53	Midnight Request Line (Mala Remix)	Skream	Skream! (Expanded Edition)	LIKE	H2vCU8T42tA	MPREb_c0F1IaKEmkg	UCo3ohMrhOjpE9xLId-TlXxQ
10	Cockney Thug	Rusko	Babylon, Vol. 1	LIKE	kPshovMYGg0	MPREb_uDoiDXhZ5Qi	UCrvA4qX6BUQxdG9uDPifxEA
20	Moaners	Rusko	Babylon, Vol. 2	LIKE	KG65h_A9uVo	MPREb_I5YTarEIWuj	UCrvA4qX6BUQxdG9uDPifxEA
52	Moaners	Rusko	Babylon, Volume 2	LIKE	bpuvGpOGjR0	FEmusic_library_privately_owned_release_detailb_po_CKCA4sLKgvb7CBIQYmFieWxvbiB2b2x1bWUgMhoFcnVza28iA2dwbQ	FEmusic_library_privately_owned_artist_detaila_po_CKCA4sLKgvb7CBIFcnVza28
