	title	artist	album	likeStatus	videoId	albumId	artistId
65	ɵੂ≢࿃ूੂ೧ູఠీੂ؞ؙؖ⁽⁾ا҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉	⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ	ooo ̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ oʅ͡͡͡͡͡͡͡͡͡͡͡( ؞ৢ؞ؙؖ⁽⁾˜ัิีึื์๎้็๋๊⦁0 ̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ ఠీੂ೧ູ࿃ूੂ	INDIFFERENT	gxCMYlenw9c	MPREb_qYZK9qC5YL3	UCd6q-S_HAePombe72bczCkA
24	partial (Max Cooper's '99 Remix)	Ólafur Arnalds	partial + ypsilon (Max Cooper remixes)	INDIFFERENT	QoPU4W06XEQ	MPREb_pbenTEFWoHr	UCDQlvsMEM5j0k5cqmfHBzVA
64	Infinite	ginla	Codex	INDIFFERENT	_z5z5VBgOlE	MPREb_NZNnSlYk4jC	UC7pfW3mdz1yAsOd_8YsdS7w
75	Sukhe Phool (Max Cooper Firefly Remix (Edit))	Yorkston/Thorne/Khan	Sukhe Phool (Max Cooper Firefly Remix)	INDIFFERENT	uPgV_lywo6I	MPREb_MlUSvpOva4F	UC02CTtIRKPTp1VQALdvZ2_g
54	The Weight (Lake Turner Remix)	Weval	The Weight - Lake Turner Remix	INDIFFERENT	T3iKBD90H2Q	MPREb_GBAzQjLY9ZY	UCJscGoudXZmNmADZX2Uk0hw
9	Boketto	WMD	WMD	INDIFFERENT	zotAPHczlT0	MPREb_AjYeBdPvdHC	UCRixuYbABbJxNkeH4bYXiOw
48	Home	Vimala	Home	INDIFFERENT	CF1jzW06s18	MPREb_Swk9x72OWOi	UCm9jliaNUDsMMCsTWzVGW4g
23	Kin (Anthony Naples Remix)	Tourist	Kin (Anthony Naples Remix)	INDIFFERENT	Vfs3lKrNvY8	MPREb_Hnjdu8zrNFB	UCP-mlMKCt28XuYwWvECgtAw
6	"Energy Fantasy (Baltra ""Vocal"" Remix)"	Totally Enormous Extinct Dinosaurs	Energy Fantasy (Remixes)	INDIFFERENT	cY66mOnMRrI	MPREb_NhYuDg73XP8	UCIzUuNT1-rqqfJCdRRVGBBA
11	Voices	Tornado Wallace	Lonely Planet	INDIFFERENT	3eGf4PPz06c	MPREb_1Py1uJNzSdD	UC5EyyLMvv0nGPeUdGXnR_OQ
