	title	artist	album	likeStatus	videoId	albumId	artistId
19	Acid Works	ØTMANN	Acid Works	INDIFFERENT	pRJ6r9AHLuA	MPREb_JxsrNYhW4oh	UCRefd-GIdz9MSbe47oDFkAw
1	Strange Talker	acidriver	Acid Wash	INDIFFERENT	ppip_0LvKY0	MPREb_4Vb85n9AEDk	
4	Acid Wash	acidriver	Acid Wash	INDIFFERENT	aMnCj8EnQVg	MPREb_4Vb85n9AEDk	
16	Nighttrain	Two Sided Agency	303 606	INDIFFERENT	rw_odKfQ-zw	MPREb_3kSvBu2WDAp	UCx0fHzw4zrEosUK_jycbNwg
26	Infinite Seriality	Two Sided Agency	303 505	INDIFFERENT	F8JJwR3_L3s	MPREb_OBlvAV1JoiT	UCx0fHzw4zrEosUK_jycbNwg
20	Funny Face	The Muffs	Blonder And Blonder	INDIFFERENT	r0IQDTxQACI	MPREb_r3Ku83yRTiI	UCowTRiM8CpeDS2IF9rTOqKQ
34	alphaville	Susumu Yokota	Acid Mt.Fuji	INDIFFERENT	GD_z_FzEurU	MPREb_2CSumimHBDD	UCpLI1ECH8d-RVT3UrdUFtGA
35	meijijingu	Susumu Yokota	Acid Mt.Fuji	INDIFFERENT	wp91IZZwtFc	MPREb_2CSumimHBDD	UCpLI1ECH8d-RVT3UrdUFtGA
36	kinoko	Susumu Yokota	Acid Mt.Fuji	INDIFFERENT	mGV3jrGzhig	MPREb_2CSumimHBDD	UCpLI1ECH8d-RVT3UrdUFtGA
37	oh my god	Susumu Yokota	Acid Mt.Fuji	INDIFFERENT	nfBhHIAO3wM	MPREb_2CSumimHBDD	UCpLI1ECH8d-RVT3UrdUFtGA
38	akafuji	Susumu Yokota	Acid Mt.Fuji	INDIFFERENT	zK2yTmPw300	MPREb_2CSumimHBDD	UCpLI1ECH8d-RVT3UrdUFtGA
39	oponchi	Susumu Yokota	Acid Mt.Fuji	INDIFFERENT	qGteuRJ02Ak	MPREb_2CSumimHBDD	UCpLI1ECH8d-RVT3UrdUFtGA
40	tanuki	Susumu Yokota	Acid Mt.Fuji	INDIFFERENT	rBGhdR6MkWo	MPREb_2CSumimHBDD	UCpLI1ECH8d-RVT3UrdUFtGA
41	tambarin	Susumu Yokota	Acid Mt.Fuji	INDIFFERENT	45SX-UCqNQQ	MPREb_2CSumimHBDD	UCpLI1ECH8d-RVT3UrdUFtGA
42	zenmai	Susumu Yokota	Acid Mt.Fuji	INDIFFERENT	NCb7Z9OyiKE	MPREb_2CSumimHBDD	UCpLI1ECH8d-RVT3UrdUFtGA
43	saboten	Susumu Yokota	Acid Mt.Fuji	INDIFFERENT	Og2F2jqFIuw	MPREb_2CSumimHBDD	UCpLI1ECH8d-RVT3UrdUFtGA
44	ao-oni	Susumu Yokota	Acid Mt.Fuji	INDIFFERENT	es0bbUlwg1s	MPREb_2CSumimHBDD	UCpLI1ECH8d-RVT3UrdUFtGA
3	Acid Georgia	Soja Calcium	Omerama	INDIFFERENT	cMxITPPne_M	MPREb_MVSLvLxVay2	UCt7QKQlvI_jnNbEYVIqOOUA
29	Bite	Skudge	10 Years Of Acid Test	INDIFFERENT	71ABz3-o1OA	MPREb_IO0XjBzTSJ5	
17	Friend Of Mine (from the Smurfs Movie Soundtrack)	Rihanna	Friend Of Mine (from the Smurfs Movie Soundtrack)	INDIFFERENT	m4hRP1jc5UY	MPREb_A22SozxENMP	UCvWtix2TtWGe9kffqnwdaMw
21	Acid Rock	Rhythm Device	Acid Rock	INDIFFERENT	WA3r303KJTY	MPREb_JyZTLEYeJPw	UCm8SB544I5gOVQSWUuyxBuA
11	Inner Motion	Permutation	Epicycles	INDIFFERENT	krPCuSawO7Q	MPREb_nwLON1a9XYp	UCxHTrkFiaY8goUIkf18rF3g
8	Yessid	Paul Renard (NL)	Acid Sessions Vol. 2	INDIFFERENT	uC9ZCZ9x70k	MPREb_n43pkBsna7c	UC2XzBUX-2q1VYZh-BD3mHRw
33	Eating Glue (feat. Mutado Pintado)	Paranoid London	Paranoid London	INDIFFERENT	lOK2SdDvX4M	MPREb_c2haKUnl2EV	UCqQ0KIAwOYM1mzDtjH5ukSQ
28	Let's Bring The House Down	Papaverhof	Acid Frequencies EP	INDIFFERENT	hKFHn5Zv7TM	MPREb_IzIuK8W7e4O	UCt7I4b0LUb-BWOfpHXGlpdA
6	Yeke Yeke (Hardfloor Edit)	Mory Kanté	Rave Classics	INDIFFERENT	CZMhEtX5aZc	MPREb_yKdl4U6PQzS	UCDN9UrKwkQJHyGDvqkiKESg
13	Futurama (2025 Remaster)	Moralez	Titan	INDIFFERENT	wLIm6qc25pU	MPREb_zUr2nhXPwi5	UCs5ZC5OUCYsobxpgZnrlvRg
30	Full Resonance	Matt Whitehead & No Data Available a.k.a. Manor House Boys	Temple Of Set EP	INDIFFERENT	-IIXVNYi9tM	MPREb_Vw2HEmFDn65	
0	Rubber Legs	Kent Boca	Rubber Legs	INDIFFERENT	gZWuR8KOeQk	MPREb_vvxHtOsn6Oe	
18	Phantom Resonance	I-hyperacusis	Acid Summer 2025	INDIFFERENT	m-SUZmzYLgc	MPREb_hLpvWTFr7jN	
22	K Moth	Human Action Network	Welcome to Chicago: The Acid Anthology	INDIFFERENT	eoeH7yXMcbU	MPREb_1U8xMLsM7MA	UCSHjA8Rd1SY2FZORGwG2q-A
25	Claustrophobic	Future	WE DON'T TRUST YOU	INDIFFERENT	0IP8x6jNPrw	MPREb_eihSnCHiG5y	UC1_liDR4fRFJgH4HoJeV8cw
10	Yo Yo Get Funky (Use to Hearin)	Fast Eddie	"Yo Yo Get Funky (12"" Single Mixes)"	INDIFFERENT	KP4i8ZJSN0w	MPREb_YRODkGs9JSX	UChPkO7aGg0OPeS_zbxXoTkQ
32	Acid Thunder	Fast Eddie	Jack to the Sound (Digitally Remastered)	INDIFFERENT	sHTbkFx0_6E	MPREb_sN26ATJXfMb	UChPkO7aGg0OPeS_zbxXoTkQ
9	ICI	Fasme	Home	INDIFFERENT	qO7JXzPj4gk	MPREb_iedw2Or10t5	UChB_CXYAlRb6IdFeL5eWIiw
5	World Turn's Around	Cool McCool	Acid	INDIFFERENT	U5wz-Tfl488	MPREb_W7aQhxy60Hl	UC_onLUKtPKmOZl_TCGYqMCA
27	Acid Pages (Book Mix)	Chico Crew	Acid Pages	INDIFFERENT	qroGFiK59X8	MPREb_IAZVqgemLt6	UC8KtIvyljo0dF7PJ82MeUmQ
7	Safety System	Chicago Boys	Dance Department	INDIFFERENT	dhDAleO65ac	MPREb_tmRTONlZE0g	UClbJ6GxUZnGmcqEHpiSTFfA
12	BATTERY DRAINER	Cacola	azazil-X	INDIFFERENT	2l-Ej4AE8hA	MPREb_Mz6yNEoNKV3	UCdJG0yEPn4buKUalymkZwfQ
14	Kiss My Accent	Boston 168	Vax Of Love	INDIFFERENT	yGBw8O0TegQ	MPREb_Ezd2tcQ3m1u	UCbXaFg-bgxdVwbFANjm6WuA
31	I Drop Acid Tonight	Andreas Gehm	Panic / I Drop Acid Tonight	INDIFFERENT	DSQJUCI90Oo	MPREb_eXYiUFw2O9k	UCl_KhtL3L00_nGQ2o0isjCg
23	Psychedelics (Acid Cats Remix)	ACIDSKOOL	100 Lines	INDIFFERENT	GsLEZzOcuTo	MPREb_rQjJ4HHQUn3	UCXbqwxfCfaWRU6q6FmJvUVw
24	Energy, Fq and Vibration (Acid Cats Remix)	ACIDSKOOL	100 Lines	INDIFFERENT	1ZcSeUCIYvo	MPREb_rQjJ4HHQUn3	UCXbqwxfCfaWRU6q6FmJvUVw
15	It's Primitive (id Remix)	'King Mental	It's Primitive (The Remixes)	INDIFFERENT	X-c57uf4-fI	MPREb_OFtV3x41Jfn	UCJRlQByKhdxbo0ZrMSkBL5w
2	1990 State	St Franck	1990 State		hh_2hctUNJI		
