	title	artist	album	likeStatus	videoId	albumId	artistId
26	Forget Your Name (Instrumental Version)	spring gang	Right There	INDIFFERENT	-ppjNEATLNU	MPREb_zSqBVCNd3gP	UCkGoVUWkbVZ8E7aRs1IZIqA
730	Steam	spring gang	Mister Magical	INDIFFERENT	iUnv4Y8Pn9w	MPREb_XyPxOEqvFth	UCkGoVUWkbVZ8E7aRs1IZIqA
856	Meet Me in the Stars	miami slice	Meet Me in the Stars	INDIFFERENT	2WeGpu5ca8c	MPREb_4KfO0pPcXFA	UC21r1sPQ4Qj2r388PQdTcCw
487	Cloud Room	aran	APERTURE SYNTHESIS	INDIFFERENT	bgAj4BvOE9w	MPREb_yohvng67CWd	UCsTbHOanwkfwE8qqPGJPyqQ
729	sugar	Zubi	next chapter	INDIFFERENT	xVxDd9-5YnI	MPREb_4wiRGnWl992	UCmPAIxu9tHxqApfKfkeAlGg
663	WAKE UP!	Zivert	WAKE UP!	INDIFFERENT	rnGnWZf06iM	MPREb_1LJjOBOZNIs	UCHhV79vwD5W4UZJdJPGE1DQ
774	"Don't Call It Love (12"" Version)"	Zero 7	On My Own	INDIFFERENT	_dchwz8WLH4	MPREb_UcrFNNeSCqG	UCEIRECr4BQQ6blwSi9ogZvA
476	Cycle of Life	Zach Diamond	Cycle of Life	INDIFFERENT	0uKw4sCFETw	MPREb_0Q53O7ty66X	UCquna_oaQtyylPnwu4wfAEA
161	Revolving (feat. Marc E. Bassy)	Yung Bae	Revolving	INDIFFERENT	OShXtTK1Iz0	MPREb_HYCXnHKKlvQ	UCjwEG3B4d01HSC_xoyXx7lw
419	Welcome To The Disco	Yung Bae	Bae 5	INDIFFERENT	RBR1DFcyqgY	MPREb_agMtYtR8I08	UCjwEG3B4d01HSC_xoyXx7lw
474	Selfish High Heels	Yung Bae	Selfish High Heels	INDIFFERENT	tM2UQaYyoVc	MPREb_TcyqRYhzfKz	UCjwEG3B4d01HSC_xoyXx7lw
525	Must Be Love	Yung Bae	Bae 5	INDIFFERENT	zuo9EkCbqzI	MPREb_agMtYtR8I08	UCjwEG3B4d01HSC_xoyXx7lw
628	Disco Body Parts (feat. AWOLNATION)	Yung Bae	Disco Body Parts	INDIFFERENT	z1gWhup-PX0	MPREb_awRhQjVgFMc	UCjwEG3B4d01HSC_xoyXx7lw
776	Party In Me	Yung Bae	Bae2	INDIFFERENT	41eV-hqXnwY	MPREb_knGXtxUaN67	UCjwEG3B4d01HSC_xoyXx7lw
281	The Rollercoaster (Extended Mix)	Yuksek	The Rollercoaster (Extended Mix)	INDIFFERENT	LtB4vDxOP8s	MPREb_wVN3Q4DqF9a	UC6qB49mlkH5SNYEiopZNv-w
590	The Only Reason (feat. Breakbot & Irfane)	Yuksek	NOSSO RITMO	INDIFFERENT	kefTyRbEmOI	MPREb_Ynq6Nmhxq0Y	UC6qB49mlkH5SNYEiopZNv-w
673	Bitter End	Young & Sick	Size of Relief	INDIFFERENT	V3rIBSyIUrs	MPREb_k5WNX6ub1oC	UC-lUL6YtZBqKu7cOGt_QtYQ
602	Reaching Out	Xe	In Retrospect	INDIFFERENT	CjPHGKEraTQ	MPREb_ELXz9uhqcED	UC-gzBRWDZ5vDekcDpCMMO1w
440	Gặp May	Wren Evans	Disco & Funk Classics	INDIFFERENT	5GRKehSQTBM	MPREb_3ZkCrr6TjDk	UCsppqg4lgYAcpa-VMTE9_8Q
96	The Feels	Wine & Cheese	The Feels	INDIFFERENT	kAU_4ykD6Zc	MPREb_McOy89MNy5P	UCaV3ThtQ97Py_FwLOJr5UbA
182	Love On The Line	Wine & Cheese	The Boogie Down	INDIFFERENT	y-lyt58IWfI	MPREb_aD9qlFi4jmc	UCaV3ThtQ97Py_FwLOJr5UbA
645	True Emotion	Wine & Cheese	The Wake Up EP	INDIFFERENT	El8Pfcf5iys	MPREb_A2pTqeeac2i	UCaV3ThtQ97Py_FwLOJr5UbA
800	Let's Go Dancin'	Wine & Cheese	The Boogie Down	INDIFFERENT	qMr1wbb2Kjk	MPREb_aD9qlFi4jmc	UCaV3ThtQ97Py_FwLOJr5UbA
738	I'm Every Woman	Whitney Houston & SG Lewis	I Wanna Dance With Somebody (The Movie: Whitney New, Classic and Reimagined)	INDIFFERENT	gBQBE0ssZmM	MPREb_WU0KAedSdKC	
117	How Will I Know	Whitney Houston	Whitney Houston	INDIFFERENT	2Z_CtXKwoW4	MPREb_VlQY0urvXRU	UCcoxwwIh_afLwJHVBEQw62Q
279	Last Christmas	Wham!	LAST CHRISTMAS	INDIFFERENT	GJvGf_ifiKw	MPREb_K99Lwuu94yM	UCpVKXA1YEpLtD_keJogkCwg
109	Galaxy	War	Galaxy	INDIFFERENT	VO5mpZhpenM	MPREb_uWyTn988sz6	UCY9rJimufdb8imofVY8taNw
749	5. Sinfonie (Beethoven)	Volker von Mozart	Beethoven Disco	INDIFFERENT	R4o-OlrgMpk	MPREb_G4Dk75oIknZ	UCor3Y65-5l3gHIvS2KB1uew
511	Manic Pixie Dream Girl	Vindicating Twilight	Manic Pixie Dream Girl	INDIFFERENT	ZfblbPVECsU	MPREb_x70X4GL9lye	UCAzbC0s_rVnMSmYSeshL57A
