title	artist	album	likeStatus	videoId	albumId	artistId	playlists
Dead Souls	Joy Division	Substance	LIKE	mKWHa65cmns	MPREb_szZKkk01vFy	UCj9bYSgqVuUxqd3x9myLWKA	goth 1980s radio
Atmosphere (2020 Digital Remaster)	Joy Division	Atmosphere (2020 Digital Remaster)	LIKE	G7c3ESLr5oE	MPREb_oHJv1pqFiWx	UCj9bYSgqVuUxqd3x9myLWKA	goth 1980s radio
Kick in the Eye	Bauhaus	Mask	LIKE	GmWjRqJoCe0	MPREb_u6xfdwY9a6a	UCLzFMmUiduO9G93Vi8fM3_g	goth 1980s radio
In the Flat Field	Bauhaus	In the Flat Field	LIKE	TCVXjAedhNE	MPREb_bXjxeJ8DQtu	UCLzFMmUiduO9G93Vi8fM3_g	goth 1980s radio
Tag für Tag	Xmal Deutschland	Tocsin	INDIFFERENT	lQpebbM-K14	MPREb_FoXhZswfB8Y	UCRUzzfUHWnq-7Dvu46VGliw	goth 1980s radio
Reigen	Xmal Deutschland	Tocsin	INDIFFERENT	REPI9bhKjzU	MPREb_FoXhZswfB8Y	UCRUzzfUHWnq-7Dvu46VGliw	goth 1980s radio
Mondlicht	Xmal Deutschland	Tocsin	INDIFFERENT	_LXQvRmba2g	MPREb_FoXhZswfB8Y	UCRUzzfUHWnq-7Dvu46VGliw	goth 1980s radio
Incubus Succubus II	Xmal Deutschland	Tocsin	INDIFFERENT	rzV8rhDKLN0	MPREb_FoXhZswfB8Y	UCRUzzfUHWnq-7Dvu46VGliw	goth 1980s radio
love lasts forever	Virgin Prunes	The Moon Looked Down And Laughed	INDIFFERENT	3B3Ll5wWkn4	MPREb_fE3KayE1UZH	UCkZzrsmDliZ51nHGHmNnakQ	goth 1980s radio
Burning Skies (Single Edit)	Tones On Tail	Something!	INDIFFERENT	hqCm5B8aqzw	MPREb_T3RELVElrWR	UCP9xZ381u8P81koBzmEJOyQ	goth 1980s radio
Performance	Tones On Tail	Pop	INDIFFERENT	yRe0OvkkF94	MPREb_b6ErDAGHgxD	UCP9xZ381u8P81koBzmEJOyQ	goth 1980s radio
Christian Says	Tones On Tail	Everything!	INDIFFERENT	0fieU7l1FM4	MPREb_ePWBDkdKtQr	UCP9xZ381u8P81koBzmEJOyQ	goth 1980s radio
Burning Skies	Tones On Tail	Everything!	INDIFFERENT	CHFAszMjBQc	MPREb_ePWBDkdKtQr	UCP9xZ381u8P81koBzmEJOyQ	goth 1980s radio
Tarantula	This Mortal Coil	Filigree & Shadow	INDIFFERENT	BEXwF94rkEk	MPREb_2XfzSIb0i0x	UC5ReCHThuiP6RdtFfCf_Slw	goth 1980s radio
Moya	The Southern Death Cult	The Southern Death Cult	INDIFFERENT	NDAGBXPFYXM	MPREb_NvuR0pHBTNw	UCcJQZ7CCxDvw1buY_YBNQdg	goth 1980s radio
Fatman	The Southern Death Cult	The Southern Death Cult	INDIFFERENT	lQyj_Aq6E-Y	MPREb_NvuR0pHBTNw	UCcJQZ7CCxDvw1buY_YBNQdg	goth 1980s radio
The Damage Done	The Sisters Of Mercy	Some Girls Wander by Mistake	INDIFFERENT	RVWzmfZcW80	MPREb_VZrUBJnnahi	UCnkcbmV8EDVJoYu3xoECM8A	goth 1980s radio
Alice	The Sisters Of Mercy	Some Girls Wander by Mistake	INDIFFERENT	T5btzIPgj8Q	MPREb_VZrUBJnnahi	UCnkcbmV8EDVJoYu3xoECM8A	goth 1980s radio
This Corrosion (12' Version)	The Sisters Of Mercy	Floodland Collection	INDIFFERENT	Jo4u1kLr9X4	MPREb_r2eu7hNPIaz	UCnkcbmV8EDVJoYu3xoECM8A	goth 1980s radio
Dominion	The Sisters Of Mercy	Floodland Collection	INDIFFERENT	SMrcB2SscWg	MPREb_r2eu7hNPIaz	UCnkcbmV8EDVJoYu3xoECM8A	goth 1980s radio
Lucretia My Reflection	The Sisters Of Mercy	Floodland (2006 Remaster; Expanded Deluxe Version)	INDIFFERENT	x2mwjng0Jkc	MPREb_4gxCMTWq1Eh	UCnkcbmV8EDVJoYu3xoECM8A	goth 1980s radio
Marian (Version)	The Sisters Of Mercy	First and Last and Always	INDIFFERENT	IfaGYH3rsJU	MPREb_dNBizQF5iFl	UCnkcbmV8EDVJoYu3xoECM8A	goth 1980s radio
Wasteland	The Mission	Gods Own Medicine	INDIFFERENT	yAo42BFos98	MPREb_soOFRTLRiWu	UChJg-TThSFCDRzBl8W0N9NA	goth 1980s radio
Sacrilege	The Mission	Gods Own Medicine	INDIFFERENT	AqZLxXb1lo8	MPREb_soOFRTLRiWu	UChJg-TThSFCDRzBl8W0N9NA	goth 1980s radio
Tower Of Strength	The Mission	Children	INDIFFERENT	yTcwMDKTP2A	MPREb_fgyFAXshiCn	UChJg-TThSFCDRzBl8W0N9NA	goth 1980s radio
Dream On	The Mission	Children	INDIFFERENT	tBqhA_9yLBk	MPREb_fgyFAXshiCn	UChJg-TThSFCDRzBl8W0N9NA	goth 1980s radio
Perfect Murder	The Glove	Blue Sunshine	INDIFFERENT	AXR4zoIoCts	MPREb_IriQ7sJgq2N	UCJwp50gGEzw40t0pE1x-epQ	goth 1980s radio
Like An Animal	The Glove	Blue Sunshine	INDIFFERENT	dQCcywEmas0	MPREb_IriQ7sJgq2N	UCJwp50gGEzw40t0pE1x-epQ	goth 1980s radio
Wait for the Blackout	The Damned	The Black Album	INDIFFERENT	WAD363eDTtc	MPREb_EeJSog7fJH0	UCuxl25M6Si9Yoel_qsMB3Fw	goth 1980s radio
Twisted Nerve	The Damned	The Black Album	INDIFFERENT	AYoo8A9d094	MPREb_EeJSog7fJH0	UCuxl25M6Si9Yoel_qsMB3Fw	goth 1980s radio
13th Floor Vendetta	The Damned	The Black Album	INDIFFERENT	HwpavWggsWE	MPREb_EeJSog7fJH0	UCuxl25M6Si9Yoel_qsMB3Fw	goth 1980s radio
Other Voices (2005 Remaster)	The Cure	Faith (Deluxe Edition)	INDIFFERENT	PBK_95UPtSc	MPREb_FPGF2LHlhar	UCKuG9-MGolUuWbEcoz5qijw	goth 1980s radio
Prayers for Rain	The Cure	Disintegration	INDIFFERENT	7GPQ33bf4q8	MPREb_BBV3hJMs0YP	UCKuG9-MGolUuWbEcoz5qijw	goth 1980s radio
Spiritwalker	The Cult	Spiritwalker	INDIFFERENT	IG0XkCkENfw	MPREb_uB17KTqMqHs	UCdzrNbDVMZji2eaO6az32og	goth 1980s radio
Rain	The Cult	Rain	INDIFFERENT	-9wqOg0FW-Q	MPREb_uoo8Xi14Xt9	UCdzrNbDVMZji2eaO6az32og	goth 1980s radio
Morriña	The Creatures	Boomerang	INDIFFERENT	85VzUIw2XmY	MPREb_DfwnydON9N4	UC25NzAgRFcQnMnVzpIbVdLA	goth 1980s radio
Intrigue In Tangiers	The Chameleons	What Does Anything Mean?  Basically (2009 Remaster)	INDIFFERENT	S7NGR-MO2vI	MPREb_3es8RaMkPeF	UCEgl7o7hPiqoGWseLmRtOkg	goth 1980s radio
