	title	artist	album	likeStatus	videoId	albumId	artistId
59	Ataypura!	Yma Sumac	Voice Of The Xtaby	LIKE	VTb8gho_Qg4	MPREb_swCXujvTO5m	UCN8eW97N-nItc3OUf4CPnqw
88	Lordy Hoody (feat. The Rhythm Rebels)	Tommy Blake	Flat Foot Sam / Lordy Hoody	LIKE	aaficOS-dyQ	MPREb_cvURc9CL2qd	UCJhpkc9yEpvx6YQVZi-Y4Sg
26	This Is the Night for Love (Master)	The Valiants	The Is the Night for Love	LIKE	vC-D_06pj08	MPREb_q2tO46D8wcC	UCwYzyO1mgAevjzW5EXw3cJg
45	Wipe Out (Hit Version / Extended Ending)	The Surfaris	The Best Of The Surfaris	LIKE	a9alKoLrgEc	MPREb_Nc23iYIl6oo	UCNxuPP8T5zM9bpCRcfpEwWg
10	Apache	The Shadows	20 Golden Greats	LIKE	-ss22jmrs_E	MPREb_msQoW7kYEeD	UCcjz131E-j2SQhQ_mO8eY5w
11	Tough Chick	The Rockbusters	The Pop Recordings (Original Recordings from Cadence Records)	LIKE	fZaDtv2nhMY	MPREb_tIItlgSm9JB	UCIKfPzme9JOOY7-bqWrGSJA
3	The Death of Emmett Till, Pt. 2	The Ramparts	The Death of Emmett Till	LIKE	5-wVhEOu0Zo	MPREb_aozsKtC8dU8	UC0IUgJB8j81UTJ9kyeaR52A
39	Hushabye	The Mystics	The Best Of Laurie Records	LIKE	BNcpkmrYWTU	MPREb_2YTCXYHbpfV	UCKi2TQek-q57ZPaKU4xgS0A
76	So Strange	The Jesters	The Paragons Meet the Jesters	LIKE	XsMKVcjFi8o	MPREb_yznMEZazMbY	UCxcrRsJ9DjjyRs9RtDYDWgQ
44	Twist And Shout (Original Wand Records Recording)	The Isley Brothers	The Isley Brothers - A Tribute To Rudolph (Original Wand Records Recordings)	LIKE	-bqIbfABI1E	MPREb_tgkv7GME0Q9	UC19gd7AQcPkrcFH8w8BYO7w
78	I Only Have Eyes for You	The Flamingos	Flamingo Serenade	LIKE	1_urvud-Oi0	MPREb_isE55xfXy5e	UCo8CAd5fWONAwHClRqVtLmA
23	All I Have to Do Is Dream	The Everly Brothers	All My Love	LIKE	b2mFbW-3stY	MPREb_7ebEVzx8OBJ	UC6HvsRZWT4Z_T-mJmYxKmLg
