title	artist	album	likeStatus	videoId	albumId	artistId	playlists
Be Thankful for What You Got	William DeVaughn	70's Pop Gems	LIKE	RXQxdj0N-es	MPREb_PVQOcprUzOk	UCQlxYjYDdXO0kzfWSblVmIQ	jazz fusion cross
Birdland	Weather Report	Heavy Weather	LIKE	SvhmaNlLgRM	MPREb_Abm9HUJNq1Q	UCIarlYUBEI7vNYAyrt4vRlQ	jazz fusion cross
Go (feat. Curtis Fuller, James Spaulding, Herbie Hancock & Ron Carter)	Wayne Shorter	Schizophrenia	LIKE	6jVmsbQcebE	MPREb_w5wjj76OtrO	UC3X4afoYfFCLWw1LTfeLCqA	jazz fusion cross
The World Is A Ghetto	War	The World is a Ghetto	LIKE	VIIbT89V7EI	MPREb_T901Dc9AI3k	UCY9rJimufdb8imofVY8taNw	jazz fusion cross
Yinin' & Yangin' (Instrumental)	Victor Wooten	Yin-Yang	LIKE	D5b820hQBvE	MPREb_KBCVGX9D9MB	UCjZZSnBKOtmE_TYfU3jn0dA	jazz fusion cross
Something I Dreamed Last Night	The Miles Davis Quintet	Steamin' [Rudy Van Gelder edition]	LIKE	-bhUjA-7Anc	MPREb_DjSQr6mJdMf	UCIev2PktTH5mI-QlGmbUkiw	jazz fusion cross
You're My Everything (Original Version With False Start)	The Miles Davis Quintet	Relaxin' With The Miles Davis Quintet	LIKE	l93GdWPrRrc	MPREb_P4Qq4Q2W4OD	UCIev2PktTH5mI-QlGmbUkiw	jazz fusion cross
If I Were A Bell (Rudy Van Gelder Remaster)	The Miles Davis Quintet	Relaxin' With The Miles Davis Quintet	LIKE	yYd1bwieMi0	MPREb_P4Qq4Q2W4OD	UCIev2PktTH5mI-QlGmbUkiw	jazz fusion cross
It Never Entered My Mind	The Miles Davis Quintet	Chronicles - The Complete Prestige Recordings 1951-1956	LIKE	j9plNWFyGbk	MPREb_LxJKyWuxodr	UCIev2PktTH5mI-QlGmbUkiw	jazz fusion cross
Ordinary Joe	Terry Callier	Occasional Rain	LIKE	4UApDckEbE8	MPREb_MlYxuD1Y1EI	UC3ajF1efjPmFQIbsyspnKHQ	jazz fusion cross
Dreamflower	Tarika Blue	Tarika Blue	LIKE	XhYpqI4HVYw	MPREb_6C0GK0jvkjB	UC0JQ9ORIIJ0smt36c_fzdGg	jazz fusion cross
Desafinado	Stan Getz	Jazz Samba	LIKE	bp2QFbOtkSM	MPREb_mdC5ReqnTyJ	UCITWDrIiWv0Y-zj8xrvoY-Q	jazz fusion cross
Take It! (feat. Bernard Wright)	Snarky Puppy	Empire Central	LIKE	q_Ua57ZnPss	MPREb_mpyPR22QlRT	UCC5bpnLxD4Wf8a1DUCtvLaA	jazz fusion cross
Put Your Lights On (feat. Everlast)	Santana	Supernatural (Remastered)	LIKE	nJ3Yb2L2838	MPREb_kw8Dova0NEd	UCX0rR7x8-nLew2t8UH-n2aw	jazz fusion cross
Scenery	Ryo Fukui	Scenery	LIKE	sr4vIBaumiM	MPREb_OXs21wIlthC	UC3v8sOyI_FGAyfDMex1VRVw	jazz fusion cross
